Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
ArtExt,BloomingtonNormal,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,BloomingtonNormal,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,BloomingtonNormal,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,BloomingtonNormal,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Champaign,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Champaign,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Champaign,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Champaign,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Chicago,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Danville,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Danville,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Danville,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Danville,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Davenport,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Davenport,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Davenport,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Davenport,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Decatur,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Decatur,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Decatur,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Decatur,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Dubuque,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Dubuque,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Dubuque,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Dubuque,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Kankakee,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Kankakee,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Kankakee,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Kankakee,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Peoria,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Peoria,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Peoria,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Peoria,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Rockford,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Rockford,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Rockford,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Rockford,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Springfield,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Springfield,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Springfield,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Springfield,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,StLouis,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,StLouis,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,StLouis,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,StLouis,0,0,0,0,0,0,0,0,0,0,0,0,0
