Area,Fuel,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
BloomingtonNormal,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
BloomingtonNormal,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
BloomingtonNormal,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
BloomingtonNormal,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Champaign,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Champaign,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Champaign,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Champaign,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Danville,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Danville,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Danville,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Danville,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Davenport,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Davenport,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Davenport,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Davenport,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Decatur,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Decatur,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Decatur,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Decatur,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Dubuque,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Dubuque,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Dubuque,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Dubuque,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Kankakee,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Kankakee,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Kankakee,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Kankakee,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Peoria,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Peoria,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Peoria,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Peoria,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockford,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockford,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockford,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Rockford,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Springfield,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Springfield,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Springfield,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Springfield,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
StLouis,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
StLouis,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
StLouis,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
StLouis,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
