Area,Fuel,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Altoona,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Altoona,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Altoona,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Altoona,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Cumberland,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Cumberland,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Cumberland,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Cumberland,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Erie,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Hagerstown,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Hagerstown,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Hagerstown,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Hagerstown,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnstown,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnstown,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnstown,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Johnstown,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Philadelphia,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
StateCollege,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
StateCollege,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
StateCollege,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
StateCollege,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamsport,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamsport,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamsport,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Williamsport,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Youngstown,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Youngstown,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Youngstown,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Youngstown,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
