Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Access,Altoona,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Altoona,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Altoona,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Altoona,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,Cumberland,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Cumberland,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Cumberland,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Cumberland,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,Erie,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Erie,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Erie,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Erie,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,Hagerstown,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Hagerstown,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Hagerstown,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Hagerstown,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,Johnstown,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Johnstown,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Johnstown,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Johnstown,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,Philadelphia,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Philadelphia,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Philadelphia,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Philadelphia,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,Pittsburgh,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Pittsburgh,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Pittsburgh,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Pittsburgh,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,StateCollege,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,StateCollege,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,StateCollege,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,StateCollege,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,Williamsport,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Williamsport,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Williamsport,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Williamsport,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,Youngstown,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Youngstown,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Youngstown,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Youngstown,0,0,0,0,0,0,0,0,0,0,0,0,0
