Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
ArtExt,Altoona,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Altoona,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Altoona,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Altoona,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Cumberland,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Cumberland,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Cumberland,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Cumberland,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Erie,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Erie,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Erie,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Erie,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Hagerstown,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Hagerstown,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Hagerstown,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Hagerstown,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Johnstown,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Johnstown,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Johnstown,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Johnstown,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Philadelphia,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Philadelphia,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Philadelphia,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Philadelphia,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Pittsburgh,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Pittsburgh,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Pittsburgh,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Pittsburgh,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,StateCollege,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,StateCollege,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,StateCollege,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,StateCollege,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Williamsport,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Williamsport,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Williamsport,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Williamsport,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Youngstown,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Youngstown,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Youngstown,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Youngstown,0,0,0,0,0,0,0,0,0,0,0,0,0
