"County","FIPS","StateFIPS","CountyFIPS"
"AdamsCounty",17001,17,1
"AlexanderCounty",17003,17,3
"BondCounty",17005,17,5
"BooneCounty",17007,17,7
"BrownCounty",17009,17,9
"BureauCounty",17011,17,11
"CalhounCounty",17013,17,13
"CarrollCounty",17015,17,15
"CassCounty",17017,17,17
"ChampaignCounty",17019,17,19
"ChristianCounty",17021,17,21
"ClarkCounty",17023,17,23
"ClayCounty",17025,17,25
"ClintonCounty",17027,17,27
"ColesCounty",17029,17,29
"CookCounty",17031,17,31
"CrawfordCounty",17033,17,33
"CumberlandCounty",17035,17,35
"DeKalbCounty",17037,17,37
"DeWittCounty",17039,17,39
"DouglasCounty",17041,17,41
"DuPageCounty",17043,17,43
"EdgarCounty",17045,17,45
"EdwardsCounty",17047,17,47
"EffinghamCounty",17049,17,49
"FayetteCounty",17051,17,51
"FordCounty",17053,17,53
"FranklinCounty",17055,17,55
"FultonCounty",17057,17,57
"GallatinCounty",17059,17,59
"GreeneCounty",17061,17,61
"GrundyCounty",17063,17,63
"HamiltonCounty",17065,17,65
"HancockCounty",17067,17,67
"HardinCounty",17069,17,69
"HendersonCounty",17071,17,71
"HenryCounty",17073,17,73
"IroquoisCounty",17075,17,75
"JacksonCounty",17077,17,77
"JasperCounty",17079,17,79
"JeffersonCounty",17081,17,81
"JerseyCounty",17083,17,83
"JoDaviessCounty",17085,17,85
"JohnsonCounty",17087,17,87
"KaneCounty",17089,17,89
"KankakeeCounty",17091,17,91
"KendallCounty",17093,17,93
"KnoxCounty",17095,17,95
"LakeCounty",17097,17,97
"LaSalleCounty",17099,17,99
"LawrenceCounty",17101,17,101
"LeeCounty",17103,17,103
"LivingstonCounty",17105,17,105
"LoganCounty",17107,17,107
"McDonoughCounty",17109,17,109
"McHenryCounty",17111,17,111
"McLeanCounty",17113,17,113
"MaconCounty",17115,17,115
"MacoupinCounty",17117,17,117
"MadisonCounty",17119,17,119
"MarionCounty",17121,17,121
"MarshallCounty",17123,17,123
"MasonCounty",17125,17,125
"MassacCounty",17127,17,127
"MenardCounty",17129,17,129
"MercerCounty",17131,17,131
"MonroeCounty",17133,17,133
"MontgomeryCounty",17135,17,135
"MorganCounty",17137,17,137
"MoultrieCounty",17139,17,139
"OgleCounty",17141,17,141
"PeoriaCounty",17143,17,143
"PerryCounty",17145,17,145
"PiattCounty",17147,17,147
"PikeCounty",17149,17,149
"PopeCounty",17151,17,151
"PulaskiCounty",17153,17,153
"PutnamCounty",17155,17,155
"RandolphCounty",17157,17,157
"RichlandCounty",17159,17,159
"RockIslandCounty",17161,17,161
"StClairCounty",17163,17,163
"SalineCounty",17165,17,165
"SangamonCounty",17167,17,167
"SchuylerCounty",17169,17,169
"ScottCounty",17171,17,171
"ShelbyCounty",17173,17,173
"StarkCounty",17175,17,175
"StephensonCounty",17177,17,177
"TazewellCounty",17179,17,179
"UnionCounty",17181,17,181
"VermilionCounty",17183,17,183
"WabashCounty",17185,17,185
"WarrenCounty",17187,17,187
"WashingtonCounty",17189,17,189
"WayneCounty",17191,17,191
"WhiteCounty",17193,17,193
"WhitesideCounty",17195,17,195
"WillCounty",17197,17,197
"WilliamsonCounty",17199,17,199
"WinnebagoCounty",17201,17,201
"WoodfordCounty",17203,17,203
