"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.122549959181878,0.877450040818122,3,2
2,0.486948262124125,0.513051737875875,51,24
3,0.446967062737531,0.553032937262469,13,6
4,0.329426802845101,0.670573197154899,3,2
5,0.0763722238391646,0.923627776160835,1,6
6,0.0785365207125082,0.921463479287492,8,10
7,0.146704629517366,0.853295370482634,8,28
8,0.233455388714992,0.766544611285008,1,4
9,0.134342821827482,0.865657178172518,1,1
10,0.511086890555729,0.488913109444271,1,2
11,0.532061763030145,0.467938236969855,1,3
12,0.408889155476602,0.591110844523398,24,16
13,0.574043705293349,0.425956294706651,4,4
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,0,6
16,0.292247289852626,0.707752710147374,0,3
17,0.0512840369554983,0.948715963044502,0,1
18,0.595712731390873,0.404287268609127,4,0
19,0.305140488988422,0.694859511011578,7,5
20,0.153884141884506,0.846115858115494,0,7
21,0.48565728180227,0.51434271819773,1,1
22,0.686986943393809,0.313013056606191,11,2
23,0.132594091514487,0.867405908485513,5,9
24,0.143309869173441,0.856690130826559,1,3
25,0.172627570488467,0.827372429511533,2,6
26,0.381833775188872,0.618166224811128,11,7
27,0.0664638925860683,0.933536107413932,0,1
28,0.13006920545436,0.86993079454564,3,4
29,0.499509853805331,0.500490146194669,7,2
30,0.122154702334916,0.877845297665084,3,0
31,0.550385360929083,0.449614639070917,30,14
32,0.0986877865468914,0.901312213453109,8,12
33,0.371211916548767,0.628788083451233,26,11
34,0.151076572596406,0.848923427403594,10,12
35,0.267488635666556,0.732511364333444,1,1
36,0.127704853996334,0.872295146003666,12,17
37,0.0687078468861626,0.931292153113837,0,1
38,0.301345390186715,0.698654609813286,0,0
39,0.0579143452354371,0.942085654764563,4,9
40,0.347722296842028,0.652277703157972,97,68
41,0.641233857867654,0.358766142132346,27,7
43,0.00495514639200917,0.995044853607991,1,36
99,0.646446399835973,0.353553600164027,2,0
