"County","Metropolitan","Town","Rural"
"AdamsCounty",0,0.674,0.326
"AlexanderCounty",0.0375,0.3439,0.6186
"BondCounty",0,0.3926,0.6074
"BooneCounty",0.8064,0,0.1936
"BrownCounty",0,0.5893,0.4107
"BureauCounty",0,0.4261,0.5739
"CalhounCounty",0,0,1
"CarrollCounty",0,0.1813,0.8187
"CassCounty",0,0.4787,0.5213
"ChampaignCounty",0.7229,0.15,0.1271
"ChristianCounty",0,0.5655,0.4345
"ClarkCounty",0,0.4046,0.5954
"ClayCounty",0,0.3527,0.6473
"ClintonCounty",0,0.5124,0.4876
"ColesCounty",0,0.7571,0.2429
"CookCounty",0.9995,0,5e-04
"CrawfordCounty",0,0.3983,0.6017
"CumberlandCounty",0,0,1
"DeKalbCounty",0.7204,0.0766,0.2031
"DeWittCounty",0,0.5125,0.4875
"DouglasCounty",0,0.3836,0.6164
"DuPageCounty",0.9995,0,5e-04
"EdgarCounty",0,0.482,0.518
"EdwardsCounty",0,0,1
"EffinghamCounty",0,0.403,0.597
"FayetteCounty",0,0.3301,0.6699
"FordCounty",0,0.5822,0.4178
"FranklinCounty",0,0.5142,0.4858
"FultonCounty",0,0.3997,0.6003
"GallatinCounty",0,0,1
"GreeneCounty",0,0.2915,0.7085
"GrundyCounty",0.2462,0.5101,0.2438
"HamiltonCounty",0,0.319,0.681
"HancockCounty",0,0.2903,0.7097
"HardinCounty",0,0,1
"HendersonCounty",0,0.0034,0.9966
"HenryCounty",0.1132,0.384,0.5028
"IroquoisCounty",0,0.2826,0.7174
"JacksonCounty",0.4679,0.1604,0.3717
"JasperCounty",0,0.3014,0.6986
"JeffersonCounty",0,0.4123,0.5877
"JerseyCounty",0.0032,0.3911,0.6057
"JoDaviessCounty",0.1345,0.1396,0.7259
"JohnsonCounty",0,0,1
"KaneCounty",0.9555,0.009,0.0356
"KankakeeCounty",0.7221,0.0333,0.2446
"KendallCounty",0.8958,0,0.1042
"KnoxCounty",0,0.7568,0.2432
"LakeCounty",0.9873,0,0.0127
"LaSalleCounty",0,0.6979,0.3021
"LawrenceCounty",0,0.4198,0.5802
"LeeCounty",0,0.4679,0.5321
"LivingstonCounty",0,0.592,0.408
"LoganCounty",0,0.6014,0.3986
"McDonoughCounty",0,0.705,0.295
"McHenryCounty",0.7473,0.1539,0.0988
"McLeanCounty",0.782,0.0531,0.165
"MaconCounty",0.8474,0,0.1526
"MacoupinCounty",0,0.4149,0.5851
"MadisonCounty",0.8098,0.0568,0.1334
"MarionCounty",0,0.5494,0.4506
"MarshallCounty",0,0,1
"MasonCounty",0,0.2251,0.7749
"MassacCounty",0,0.4949,0.5051
"MenardCounty",0,0.2431,0.7569
"MercerCounty",0,0.2224,0.7776
"MonroeCounty",0.295,0.2914,0.4136
"MontgomeryCounty",0,0.5838,0.4162
"MorganCounty",0,0.6377,0.3623
"MoultrieCounty",0,0.3076,0.6924
"OgleCounty",0,0.529,0.471
"PeoriaCounty",0.8428,0.0107,0.1465
"PerryCounty",0,0.5636,0.4364
"PiattCounty",0,0.3234,0.6766
"PikeCounty",0,0.2769,0.7231
"PopeCounty",0,0,1
"PulaskiCounty",0,0,1
"PutnamCounty",0,0,1
"RandolphCounty",0,0.5736,0.4264
"RichlandCounty",0,0.5653,0.4347
"RockIslandCounty",0.8908,0,0.1092
"StClairCounty",0.8474,0.0551,0.0975
"SalineCounty",0,0.5634,0.4366
"SangamonCounty",0.8169,0.0418,0.1413
"SchuylerCounty",0,0.4236,0.5764
"ScottCounty",0,0,1
"ShelbyCounty",0,0.2227,0.7773
"StarkCounty",0,0,1
"StephensonCounty",0,0.5991,0.4009
"TazewellCounty",0.7703,0.0255,0.2042
"UnionCounty",0,0.3413,0.6587
"VermilionCounty",0.6248,0.0627,0.3126
"WabashCounty",0,0.611,0.389
"WarrenCounty",0,0.5452,0.4548
"WashingtonCounty",0,0.2635,0.7365
"WayneCounty",0,0.3007,0.6993
"WhiteCounty",0,0.3797,0.6203
"WhitesideCounty",0,0.6266,0.3734
"WillCounty",0.9295,0.0312,0.0393
"WilliamsonCounty",0.5975,0.0546,0.348
"WinnebagoCounty",0.9209,0,0.0791
"WoodfordCounty",0.1408,0.3103,0.5489
