"FAFZone","AdamsCounty","AlexanderCounty","BondCounty","BooneCounty","BrownCounty","BureauCounty","CalhounCounty","CarrollCounty","CassCounty","ChampaignCounty","ChristianCounty","ClarkCounty","ClayCounty","ClintonCounty","ColesCounty","CookCounty","CrawfordCounty","CumberlandCounty","DeKalbCounty","DeWittCounty","DouglasCounty","DuPageCounty","EdgarCounty","EdwardsCounty","EffinghamCounty","FayetteCounty","FordCounty","FranklinCounty","FultonCounty","GallatinCounty","GreeneCounty","GrundyCounty","HamiltonCounty","HancockCounty","HardinCounty","HendersonCounty","HenryCounty","IroquoisCounty","JacksonCounty","JasperCounty","JeffersonCounty","JerseyCounty","JoDaviessCounty","JohnsonCounty","KaneCounty","KankakeeCounty","KendallCounty","KnoxCounty","LakeCounty","LaSalleCounty","LawrenceCounty","LeeCounty","LivingstonCounty","LoganCounty","McDonoughCounty","McHenryCounty","McLeanCounty","MaconCounty","MacoupinCounty","MadisonCounty","MarionCounty","MarshallCounty","MasonCounty","MassacCounty","MenardCounty","MercerCounty","MonroeCounty","MontgomeryCounty","MorganCounty","MoultrieCounty","OgleCounty","PeoriaCounty","PerryCounty","PiattCounty","PikeCounty","PopeCounty","PulaskiCounty","PutnamCounty","RandolphCounty","RichlandCounty","RockIslandCounty","StClairCounty","SalineCounty","SangamonCounty","SchuylerCounty","ScottCounty","ShelbyCounty","StarkCounty","StephensonCounty","TazewellCounty","UnionCounty","VermilionCounty","WabashCounty","WarrenCounty","WashingtonCounty","WayneCounty","WhiteCounty","WhitesideCounty","WillCounty","WilliamsonCounty","WinnebagoCounty","WoodfordCounty"
"63",1911.4,1905.1,1905,2035.9,1945.4,1975.2,1909.5,1973.4,1965.5,2036.3,1947.6,2003.1,1957.9,1899.7,1989.9,2070.9,2002.6,1979.4,2013.9,2000.9,2007.4,2057,2027.9,1991.1,1954.7,1931.1,2059.1,1954.7,2001.1,2002.2,1909.3,2037.9,1961,1884.5,1973.5,1938.9,1944.3,2089.8,1929.5,1981.4,1931.3,1889.9,1965.5,1935.8,2036.9,2087.2,2038.9,1965.5,2079.5,2009.3,1995.9,1982.9,2056.6,1982.6,1912.2,2060.4,2022.4,1975.1,1917.2,1876.6,1924.2,2008.9,2008.7,1948.3,1979.2,1939.7,1860.1,1920.5,1931.1,1993.9,1993.9,2001,1912.7,2017.7,1912.9,1953,1908.1,1996.6,1893.1,1975.2,1915.1,1866,1983.7,1949.5,1961.5,1934.1,1965.3,1980.4,2007.5,2021.9,1928.3,2067.1,2007.9,1959.4,1905.8,1963.9,1988.4,1954.9,2057,1971.2,2035.2,2027
"64",1977.70833333334,2156.575,2100,2102.07916666666,2010.46666666666,2041.38333333334,2021.75,2039.53333333334,2033.49166666666,2164.83333333333,2080.11666666666,2198.11666666666,2164.56666666666,2106.90416666667,2184.90833333334,2137.09166666666,2197.55,2174.40833333334,2080.025,2142.275,2135.94166666666,2123.175,2172.49166666666,2194.45833333333,2149.74166666666,2126.06666666666,2161.35,2158.05,2067.225,2205.59166666666,2030.80833333333,2104.06666666666,2164.325,1950.625,2210.84166666666,2005.07916666667,2010.46666666666,2168.775,2140.45,2176.38333333334,2134.68333333334,2036.9,2031.69166666667,2180.675,2103.09166666666,2153.38333333334,2105.09166666666,2031.63333333334,2145.675,2075.44166666666,2210.41666666667,2049.07916666666,2122.75833333334,2085.10833333333,1978.34166666666,2126.53333333334,2120.64166666667,2092.1,2065.10416666667,2068.66666666667,2130.9,2075.03333333334,2097.44166666666,2201.51666666667,2073.49166666666,2005.88333333334,2071.09166666666,2089.875,2019.76666666667,2123.925,2060.09166666666,2067.175,2128.53333333334,2120.25833333334,1981.67916666667,2202.53333333334,2169.64166666667,2062.74166666666,2104.13333333334,2190.08333333333,1981.29166666666,2076.975,2187.05,2051.80833333334,2025.55,2009.29166666666,2109.86666666666,2046.56666666667,2073.675,2088.03333333334,2170.8,2195.59166666666,2211.3,2025.53333333334,2109.15833333334,2167.24166666666,2191.71666666666,2021.03333333334,2123.13333333334,2174.575,2101.375,2093.13333333334
"65",2001.65,2026.1,2026,2126.1,2035.6,2065.4,2030.5,2063.6,2055.7,2157.3,2068.65,2124.1,2078.9,2020.7,2110.9,2161.15,2123.55,2100.4,2104.05,2121.9,2128.35,2147.2,2148.85,2112.1,2075.7,2052.05,2180.1,2075.7,2091.25,2123.2,2030.3,2128.1,2081.95,1974.65,2094.5,2029.1,2034.5,2192.8,2050.45,2102.35,2052.3,2010.95,2055.75,2056.75,2127.15,2177.4,2129.15,2055.7,2169.7,2099.5,2116.9,2073.1,2146.8,2103.55,2002.4,2150.6,2144.7,2096.05,2038.2,1997.55,2045.2,2099.1,2121.5,2069.25,2100.15,2029.9,1981.1,2041.45,2042,2114.9,2084.15,2091.2,2033.7,2138.7,2003.05,2074,2029.1,2086.8,2014.1,2096.2,2005.35,1986.95,2104.7,2070.45,2051.7,2024.3,2086.3,2070.6,2097.7,2112.1,2049.3,2188.05,2128.95,2049.6,2026.8,2084.9,2109.35,2045.1,2147.15,2092.2,2125.4,2117.15
"69",1938.64516129032,2094.89032258065,2037.22096774194,2067.77258064516,1971.33225806451,2006.85967741935,1978.21774193548,2004.36451612903,1994.02903225806,2118.07096774194,2036.09677419355,2135.32903225807,2100.04516129032,2042.32258064516,2122.12580645161,2101.28709677419,2134.78387096774,2111.62580645161,2045.71612903226,2091.32419354838,2092.93548387097,2087.65483870968,2121.07580645161,2130.70967741936,2086.97741935484,2063.29677419355,2121.12258064516,2094.29838709678,2029.73548387097,2141.85483870968,1985.34516129032,2067.67419354839,2100.58387096774,1914.1935483871,2143.69677419355,1968.20483870968,1975.29677419355,2130.24032258064,2076.1129032258,2113.60322580645,2070.95,1988.99032258064,1996.54193548387,2112.49032258064,2068.43548387097,2115.95322580645,2069.39677419355,1996.81612903226,2110.72903225806,2039.83870967742,2144.73548387097,2013.91129032258,2084.74193548387,2044.18064516129,1941.57419354839,2092.21935483871,2081.47580645161,2047.89032258064,2017.0629032258,2006.31935483871,2066.37419354839,2038.82258064516,2058.56774193549,2132.15645161291,2034.42580645161,1970.72096774194,2006.73387096774,2032.87258064516,1980.07419354839,2079.52258064516,2024.93225806452,2030.02903225806,2063.72580645161,2079.30322580645,1941.58548387097,2133.69032258064,2108.26774193548,2027.42580645161,2039.79677419355,2124.37741935484,1946.12903225807,2012.61935483871,2123.29838709678,2010.9129032258,1986.67741935484,1967.56129032258,2062.67903225807,2011.2870967742,2038.5,2049.62258064516,2102.92741935483,2148.84516129032,2147.57096774194,1988.22258064516,2045.4064516129,2103.49032258064,2127.98387096774,1985.86451612903,2087.01612903226,2110.84032258065,2067.05161290322,2055.44838709678
"81",843.895833333333,989.095833333334,906.508333333333,981.908333333333,877.583333333333,921.2125,877.958333333333,919.366666666667,898.4125,1017.75,945.0375,1004.625,973.408333333333,915.845833333334,991.425,1016.92083333333,1004.04583333333,980.925,959.8375,978.1125,1004.42083333333,1003,1029.3625,1003.01666666667,956.245833333334,932.554166666667,1028.975,966.616666666667,938.679166666667,1014.14583333333,889.954166666667,983.9,972.854166666667,833.9875,1030.725,883.508333333333,890.291666666667,1044.07916666667,951.554166666667,982.8625,943.233333333333,887.945833333333,911.520833333333,1003.09583333334,982.920833333333,1033.8625,984.920833333333,911.4625,1025.5,955.266666666667,1020.81666666667,928.908333333333,1001.56666666667,950.029166666666,860.745833333334,1006.3625,992.416666666667,957.016666666666,918.733333333333,874.5625,939.733333333333,954.866666666667,953.9375,1026.71666666667,938.420833333333,885.7125,882.216666666667,921.9625,884.708333333333,991.1,939.920833333333,947,941.245833333334,985.191666666667,846.520833333333,1026.47916666666,1009.31666666667,942.566666666667,915.245833333334,1000.55416666666,861.120833333334,888.0625,995.616666666667,916.720833333334,893.425,868.858333333333,966.808333333333,926.4,953.5,965.870833333334,992.416666666667,1048.49583333333,1019.84583333334,904.575,917.725,975.804166666667,1000.25416666667,900.866666666667,1002.95416666667,983.145833333333,981.2,972.8375
"89",920.569230769231,1069.73461538462,987.155769230769,1092.5576923077,954.297115384615,1031.85576923077,955.471153846154,1030.025,976.555769230769,1092.78461538461,1022.46153846154,1085.25961538462,1054.04423076923,996.473076923077,1072.06153846154,1127.14519230769,1084.69423076923,1061.56153846154,1070.50576923077,1053.25769230769,1081.72692307693,1113.65192307692,1105.375,1083.65961538461,1036.88653846154,1013.21153846154,1105.95961538462,1047.25192307692,1019.64807692307,1094.77692307692,967.515384615385,1093.78461538461,1053.52692307692,932.788461538462,1111.37019230769,974.992307692308,1000.94807692307,1131.16346153846,1032.21153846154,1063.52692307692,1023.875,964.019230769231,1022.17884615385,1083.73461538462,1093.56826923077,1138.11153846154,1095.56826923077,1018.81730769231,1136.15192307692,1065.93076923077,1101.45961538462,1039.5576923077,1094.32692307693,1028.19038461539,958.236538461539,1117.01346153846,1072.08846153846,1035.17596153846,994.569230769231,955.223076923077,1020.37019230769,1065.1,1026.92307692307,1107.35384615385,1016.58076923077,996.355769230769,962.853846153846,1000.2576923077,962.835576923077,1068.08365384615,1050.56826923077,1048.22788461538,1021.88653846154,1063.33076923077,924.042307692308,1107.13269230769,1090.67884615384,1053.22307692308,995.884615384615,1081.21153846154,971.771153846154,968.723076923077,1076.25192307692,994.880769230769,970.196153846154,946.392307692308,1042.30192307693,1037.05,1064.15192307692,1054.8326923077,1073.05384615384,1123.53557692308,1100.49519230769,1006.96153846154,998.363461538462,1056.44423076923,1080.92307692307,1011.525,1113.01346153846,1063.775,1091.85,1068.67692307693
"91",1155.9,1159.6,1044.5,981.233333333333,1124.63333333333,991.733333333333,1118.2,1038.8,1095.5,966.8,1049.36666666667,949.8,1020.56666666667,1063.33333333333,990.5,909.1,972.1,973.6,961.633333333333,1008.2,968.5,924.733333333333,959,1012.86666666667,995.866666666667,1020.6,977.133333333333,1082.3,1087.6,1042.5,1117.5,943.033333333333,1034.03333333333,1151.2,1068.6,1108.1,1035.2,913.166666666667,1114.7,983.5,1058.93333333333,1101.96666666667,1066.7,1102.6,946.733333333333,926.733333333333,943.966666666667,1074.8,954.8,962.333333333333,989.7,993.433333333333,970.433333333333,1036.8,1119.4,965.233333333333,1010.6,1016.23333333333,1081.03333333333,1083.6,1036.5,1005.7,1063.3,1101.13333333333,1079.5,1076.83333333333,1111.6,1056.1,1088.8,1009.2,999.166666666667,1034.53333333333,1100.5,992.7,1130,1072.73333333333,1140.2,987.733333333333,1127.2,1005.2,1048.26666666667,1096.9,1047.83333333333,1058.4,1117.7,1106.46666666667,1022.6,1035.4,1024.93333333333,1045.4,1127.1,942.8,1008.83333333333,1093.2,1080.4,1032.33333333333,1014.73333333333,1025.2,910.9,1098.83333333333,994.3,1007.1
"92",1113.66666666667,1094.33333333333,1002.33333333333,944.933333333333,1082.46666666667,955.433333333333,1076,1002.46666666667,1053.26666666667,924.566666666667,1007.16666666667,907.566666666667,978.366666666667,1021.16666666667,948.266666666667,872.766666666667,929.866666666667,931.366666666667,925.333333333333,966.066666666667,926.333333333333,888.433333333333,916.766666666667,970,953.666666666667,978.366666666667,940.833333333333,1040.1,1051.3,999.6,1075.26666666667,906.733333333333,991.1,1114.93333333333,1025.7,1071.8,998.933333333333,876.833333333333,1072.46666666667,941.266666666667,1016.76666666667,1059.76666666667,1030.33333333333,1046.16666666667,910.433333333333,890.433333333333,907.633333333333,1038.46666666667,918.5,926.033333333333,947.466666666667,957.133333333333,934.133333333333,994.566666666667,1083.06666666667,928.933333333333,974.266666666667,974.066666666667,1038.86666666667,1041.36666666667,994.333333333333,969.4,1021.06666666667,1058.2,1037.26666666667,1040.53333333333,1069.4,1013.86666666667,1046.56666666667,966.966666666667,962.833333333333,998.233333333333,1058.3,950.566666666667,1087.76666666667,1029.8,1097.96666666667,951.433333333333,1084.96666666667,962.966666666667,1011.93333333333,1054.66666666667,1004.9,1016.16666666667,1075.53333333333,1064.26666666667,980.366666666667,999.066666666667,988.633333333333,1009.06666666667,1084.86666666667,900.566666666667,961.833333333333,1056.86666666667,1038.26666666667,989.4,971.8,988.9,874.566666666667,1056.66666666667,958.033333333333,970.766666666667
"99",1172.6,1163.2,1061.25,1005.55,1141.4,1016.05,1135,1063.1,1112.2,983.55,1066.1,966.5,1037.3,1080.1,1007.25,933.35,988.85,990.35,985.95,1025,985.25,949.05,975.7,1031.55,1012.6,1037.3,1001.45,1099.1,1111.95,1061.15,1134.2,967.35,1052.65,1175.55,1087.25,1132.45,1059.55,937.45,1131.4,1000.2,1075.7,1118.7,1090.95,1116.9,971.05,951.05,968.25,1099.1,979.1,986.65,1006.4,1017.75,994.75,1053.5,1143.65,989.55,1034.9,1033,1097.8,1100.3,1053.25,1030.05,1080,1119.75,1096.2,1101.15,1128.35,1072.8,1105.5,1025.9,1023.45,1058.85,1117.25,1009.5,1146.7,1091.35,1156.9,1012.05,1143.9,1021.9,1072.55,1113.6,1066.45,1075.1,1134.5,1123.2,1039.35,1059.75,1049.25,1069.75,1143.8,959.5,1027.85,1117.45,1097.2,1051,1033.35,1049.55,935.15,1115.6,1018.65,1031.35
"101",958.025,916.55,846.625,843.35,926.775,853.875,920.325,900.925,897.625,768.925,851.475,751.925,822.675,865.475,792.625,771.225,774.225,775.725,823.775,810.325,770.625,786.85,761.125,816.1,797.975,822.675,804.075,879.5,905.325,845.7,919.575,805.15,837.25,940.775,871.8,948.825,897.35,775.275,911.8,785.625,856.95,904.075,928.775,886.55,808.875,788.875,806.075,904.675,816.925,824.475,791.825,855.575,819.375,838.925,911.625,827.35,825.825,818.375,883.175,885.725,838.625,867.825,865.425,887.9,881.575,938.975,913.725,858.225,890.925,811.325,861.275,868.05,897.7,794.825,932.125,883.4,923.7,849.875,924.3,807.275,910.375,898.975,851,860.475,919.825,908.575,824.725,897.525,887.05,852.625,918.1,744.875,806.3,933.925,882.525,835.55,817.95,887.325,773.025,896,856.45,855.125
