"FAFZone","AdamsCounty","AlexanderCounty","BondCounty","BooneCounty","BrownCounty","BureauCounty","CalhounCounty","CarrollCounty","CassCounty","ChampaignCounty","ChristianCounty","ClarkCounty","ClayCounty","ClintonCounty","ColesCounty","CookCounty","CrawfordCounty","CumberlandCounty","DeKalbCounty","DeWittCounty","DouglasCounty","DuPageCounty","EdgarCounty","EdwardsCounty","EffinghamCounty","FayetteCounty","FordCounty","FranklinCounty","FultonCounty","GallatinCounty","GreeneCounty","GrundyCounty","HamiltonCounty","HancockCounty","HardinCounty","HendersonCounty","HenryCounty","IroquoisCounty","JacksonCounty","JasperCounty","JeffersonCounty","JerseyCounty","JoDaviessCounty","JohnsonCounty","KaneCounty","KankakeeCounty","KendallCounty","KnoxCounty","LakeCounty","LaSalleCounty","LawrenceCounty","LeeCounty","LivingstonCounty","LoganCounty","McDonoughCounty","McHenryCounty","McLeanCounty","MaconCounty","MacoupinCounty","MadisonCounty","MarionCounty","MarshallCounty","MasonCounty","MassacCounty","MenardCounty","MercerCounty","MonroeCounty","MontgomeryCounty","MorganCounty","MoultrieCounty","OgleCounty","PeoriaCounty","PerryCounty","PiattCounty","PikeCounty","PopeCounty","PulaskiCounty","PutnamCounty","RandolphCounty","RichlandCounty","RockIslandCounty","StClairCounty","SalineCounty","SangamonCounty","SchuylerCounty","ScottCounty","ShelbyCounty","StarkCounty","StephensonCounty","TazewellCounty","UnionCounty","VermilionCounty","WabashCounty","WarrenCounty","WashingtonCounty","WayneCounty","WhiteCounty","WhitesideCounty","WillCounty","WilliamsonCounty","WinnebagoCounty","WoodfordCounty"
"11",633.34,385.41,504.98,758,644.14,679.5,574.05,768.87,621.16,544.87,541.93,481.45,460.38,489,497.57,693.04,444.98,479.88,738.4,595.85,521.66,701.5,490.64,411.4,503.29,502.33,584.9,418.04,652.6,374.54,574.6,635.61,404.35,674.16,398.89,711.99,726.31,584.9,418.975,456.14,442.9,555.2,817.91,379.44,723.51,607.28,657.81,699.9,731.59,667.98,424.88,693.2,612.43,614.15,669.18,742,600.09,570.42,548.8,525.45,464.98,648.28,640.25,363.35,610.73,740,499.27,529.45,611.48,545.9,720.4,663.3,451.19,548.68,596.45,378.37,388.42,664.1,463.835,434.5,747.4,508.9,388.04,581.03,643.4,595.36,539.48,700.48,757.6,644.98,396.97,525.82,401.62,699.18,468.7,430.88,413.25,726.39,687.66,401.7,733.6,629.36
"12",798.05,545.95,667.6,956.3,793.7,879.85,738.45,954.45,806.75,750.9,704.55,717.05,669.6,651.65,711.05,898.5,680.6,696.95,912.6,758.475,722,906.95,726.3,647,665.9,664.95,785.2,580.65,838.15,610.15,738.3,835.95,607.15,838.85,561.5,879.65,911.95,804.65,596.475,691.8,605.5,718.95,1003.55,542.05,915.95,825.25,858.15,885.55,937.05,868.3,660.5,893.55,812.75,799.75,835.55,947.45,800.4,733.05,734.4,694.15,627.6,848.6,825.85,525.95,796.35,925.65,645.75,692.1,760.1,708.5,920.75,848.9,627.25,749,761.15,541,548.95,864.4,627.95,670.15,933.05,655.05,585.5,766.65,809.8,759.05,702.1,886.05,957.9,830.55,569.15,761.45,637.25,865.55,631.3,666.5,614.7,934.45,885.45,564.35,933.9,829.7
"19",679.376363636364,424.349090909091,551.858181818182,808.692727272727,683.389090909091,736.669090909091,617.347272727273,818.230909090909,670.523636363636,603.581818181818,588.82,543.612727272727,517.832727272727,535.883636363636,556.038181818182,749.158181818182,506.534545454545,540.194545454546,788.430909090909,642.733636363636,578.818181818182,757.601818181818,553.090909090909,472.325454545455,550.156363636364,549.218181818182,642.047272727273,464.918181818182,701.950909090909,434.22,617.483636363636,692.781818181818,458.967272727273,720.196363636364,445.758181818182,756.021818181818,775.685454545454,646.22,464.197272727273,518.154545454545,489.767272727273,598.114545454545,867.296363636364,426.32,772.801818181818,668.127272727273,714.981818181818,749.269090909091,787.683636363636,725.129090909091,486.434545454545,750.369090909091,669.601818181818,663.516363636364,712.850909090909,798.101818181818,657.24,617.315454545454,598.169090909091,569.803636363636,511.856363636364,705.436363636364,689.609090909091,410.227272727273,660.101818181818,789.370909090909,537.670909090909,576.327272727273,649.976363636364,592.772727272727,777.578181818182,712.656363636364,498.056363636364,605.827272727273,642.605454545455,425.24,427.358181818182,721.267272727273,507.27,495.454545454545,796.781818181818,546.701818181818,438.270909090909,630.401818181818,687.072727272727,638.258181818182,586.356363636364,749.841818181818,814.752727272727,694.341818181818,437.472727272727,588.418181818182,463.198181818182,742.850909090909,515.567272727273,488.301818181818,468.332727272727,782.550909090909,739.272727272727,448.587272727273,790.752727272727,686.516363636364
"20",870.791379310345,1147.46551724138,988.689655172414,818.606896551724,889.434482758621,869.096551724138,923.1,827.137931034483,902.229310344828,935.441379310345,952.772413793104,991.01724137931,1003.03793103448,1013.5,967.558620689655,867.865517241379,1006.04827586207,978.568965517241,844.031034482759,920.658620689655,951.837931034483,860.837931034483,978.6,1022.21034482759,986.841379310345,981.810344827586,934.810344827586,1043.48275862069,880.227586206897,1053.07931034483,928.643103448276,887.110344827586,1047.59310344828,853.374137931034,1070.16551724138,839.515517241379,843.05,921.18275862069,1049.82068965517,992.165517241379,1028.1724137931,934.998275862069,789.841379310345,1067.38620689655,848.210344827586,901.793103448276,859.2,856.91724137931,844.651724137931,868.351724137931,1017.13793103448,852.258620689655,901.589655172414,921.541379310345,870.072413793103,831.920689655172,905.179310344828,931.774137931035,977.396551724138,1062.92068965517,1013.47931034483,884.275862068965,900.027586206897,1082.86551724138,911.368965517241,840.039655172414,1077.44827586207,973.862068965517,921.339655172414,951.15,839.958620689655,880.196551724138,1036.04482758621,941.486206896552,896.843103448276,1082.71379310345,1081.41034482759,872.503448275862,1094.60344827586,1006.37931034483,823.937931034483,1074.9724137931,1062.48275862069,946.431034482759,887.86724137931,914.555172413793,956.253448275862,866.7,808.134482758621,916.841379310345,1072.82068965517,955.6,1033.4724137931,852.920689655173,1020.6275862069,1019.51724137931,1040.32068965517,842.968965517241,878.403448275862,1054.31379310345,816.544827586207,891.920689655172
"41",1533.95,1542.75,1542.65,1792.15,1556.5,1724.55,1547.15,1766.55,1589.15,1673.95,1585.35,1640.75,1595.55,1537.4,1627.6,1780.45,1640.25,1617.1,1770.05,1638.65,1645.05,1775.9,1665.55,1628.75,1592.45,1568.75,1696.75,1592.35,1658.7,1639.95,1547,1729.75,1598.65,1574.75,1611.15,1615.5,1737.5,1727.5,1567.15,1619.05,1569,1527.65,1758.75,1573.45,1782.15,1746.25,1751.95,1706,1816.15,1725.75,1633.6,1751,1697.4,1620.25,1592.45,1816.55,1660.05,1612.75,1554.9,1514.25,1561.9,1706.05,1646.35,1585.95,1616.85,1648.5,1497.75,1558.15,1568.8,1631.6,1778.25,1669.4,1550.4,1655.35,1523.95,1590.65,1545.75,1721.9,1530.85,1612.95,1708.35,1503.65,1621.35,1587.15,1572.6,1545.2,1602.95,1706.55,1800.7,1651.05,1565.95,1704.75,1645.65,1622.45,1543.5,1601.55,1626.05,1748.05,1757.25,1608.9,1791.4,1678.65
"42",1518.1,1584.7,1526.85,1776.25,1540.65,1708.65,1531.35,1750.75,1573.3,1658.15,1569.45,1624.95,1579.75,1521.55,1611.75,1764.6,1624.35,1601.25,1754.2,1622.75,1629.2,1760.05,1649.7,1612.95,1576.55,1552.9,1680.95,1576.55,1642.85,1624.05,1531.15,1713.85,1582.8,1558.9,1653.1,1599.65,1721.65,1711.65,1551.3,1603.2,1553.15,1511.75,1742.85,1615.35,1766.25,1730.4,1736.05,1690.15,1800.35,1709.9,1617.75,1735.15,1681.55,1604.4,1576.65,1800.7,1644.25,1596.9,1539.05,1498.4,1546.05,1690.25,1630.5,1617.95,1601,1632.65,1481.95,1542.3,1552.95,1615.75,1762.35,1653.55,1534.55,1639.55,1508.1,1632.55,1587.7,1706.05,1514.95,1597.05,1692.45,1487.8,1652.05,1571.3,1556.75,1529.35,1587.15,1690.75,1784.85,1635.25,1607.85,1688.85,1629.775,1606.65,1527.65,1585.75,1610.2,1732.25,1741.4,1628.5,1775.55,1662.8
"49",1483.34090909091,1506,1492.08636363637,1732.08636363637,1505.91363636363,1665.86818181818,1496.58636363637,1699.93181818181,1538.56818181819,1623.36818181818,1534.73181818182,1590.19545454546,1544.98636363637,1486.81363636363,1576.99545454546,1729.85,1589.63181818182,1566.49545454546,1710.02272727272,1588.02272727272,1594.46818181819,1719.25909090909,1614.96818181819,1578.19545454546,1541.83181818181,1518.14090909091,1646.19545454546,1541.79545454545,1608.09545454546,1589.33181818181,1496.41363636363,1679.12272727273,1548.05909090909,1524.16818181819,1574.4,1562.71818181818,1670.87727272727,1676.91818181818,1516.54090909091,1568.46818181819,1518.41818181818,1477.02272727272,1692.09545454546,1536.65454545455,1723.08636363637,1695.68636363637,1695.82272727272,1647.4,1757.92272727272,1669.35909090909,1582.99545454546,1688.94545454546,1646.80454545454,1569.65909090909,1541.86818181818,1756.52272727272,1609.49545454546,1562.13636363636,1504.31363636363,1463.65909090909,1511.30454545454,1655.49545454546,1595.75,1546.45454545455,1566.24090909091,1597.20454545455,1447.18636363637,1507.55909090909,1518.20454545455,1581.00454545454,1713.20454545455,1618.80454545454,1499.81363636363,1604.79545454545,1473.35,1553.88181818182,1509.00909090909,1664.68636363637,1480.23181818182,1562.33181818181,1641.69545454546,1453.05909090909,1581.53636363636,1536.54090909091,1521.99545454546,1494.60454545455,1552.39545454545,1649.28636363636,1734.06818181819,1600.49545454546,1529.18181818182,1654.13181818182,1595.04090909091,1570.88636363636,1492.89545454545,1550.98636363637,1575.46818181819,1681.43181818181,1706.66818181819,1566.04545454545,1731.36818181818,1628.06818181819
"50",465.422,307.607333333333,416.678,667.708,472.782,600.103333333333,431.194666666667,650.566,491.09,527.540666666667,456.744666666667,494.342,439.172666666667,415.280666666667,480.94,652.980666666667,493.577333333334,470.639333333333,645.649333333334,511.126,498.403333333333,655.016666666667,519.12,444.49,443.26,437.026,559.418,368.880666666667,534.492666666667,395.371333333333,431.019333333333,602.864,393.118,506.243333333333,375.603333333333,546.99,608.013333333334,581.080666666667,353.912666666667,472.591333333333,389.354,411.63,688.238,338.266,655.265333333334,599.639333333333,625.061333333334,581.804666666667,690.667333333333,601.363333333333,478.214,626.605333333333,575.020666666667,496.049333333333,512.766,695.691333333333,535.878,493.976666666667,430.678,390.300666666667,407.838666666667,581.879333333333,522.144,344.411333333333,492.635333333333,590.715333333333,366.569333333333,433.914,452.847333333333,484.949333333333,653.814666666666,545.199333333333,373.062,521.707333333333,440.221333333334,355.076666666667,310.623333333333,597.506666666666,366.815333333333,456.522,614.624666666667,373.047333333333,375.732666666667,462.907333333333,488.876666666667,446.015333333333,473.531333333333,582.379333333333,691.200666666667,526.879333333333,330.786,558.304666666667,461.322,542.766,405.614,426.674,410.427333333333,630.776666666667,630.200666666667,351.794,667.001333333333,554.459333333333
"61",1854.42,1870.92,1870.82,1978.88,1883.14,1918.18,1875.32,1916.32,1905.78,2002.12,1913.5,1968.94,1923.72,1865.58,1955.76,2013.9,1968.4,1945.26,1956.82,1966.78,1973.22,1999.96,1993.72,1956.94,1920.6,1896.92,2024.94,1920.54,1944.02,1968.1,1875.16,1980.86,1926.82,1827.42,1939.32,1881.88,1887.26,2043.12,1895.32,1947.22,1897.18,1855.8,1908.5,1901.62,1979.9,2030.18,1981.9,1908.42,2022.46,1952.22,1961.76,1925.88,1999.56,1948.42,1855.12,2003.32,1991.1,1940.92,1883.08,1842.42,1890.06,1951.82,1969.8,1914.12,1945.02,1882.68,1825.92,1886.32,1890.72,1959.76,1936.9,1943.96,1878.58,1983.54,1850.6,1918.82,1873.94,1939.52,1859,1941.1,1858.1,1831.82,1949.54,1915.32,1899.24,1871.84,1931.14,1923.36,1950.46,1963.22,1894.12,2032.9,1973.8,1902.32,1871.66,1929.72,1954.22,1897.82,1999.92,1937.08,1978.16,1969.92
"62",1863,2077,1994.44285714286,1987.38571428571,1895.77142857143,1926.67142857143,1907.04285714286,1924.84285714286,1918.78571428571,2050.12857142857,1967.08571428571,2092.57142857143,2061.34285714286,2003.77142857143,2079.37142857143,2022.38571428571,2091.98571428571,2068.87142857143,1965.3,2027.58571428571,2022.57142857143,2008.47142857143,2056.85714285714,2090.95714285714,2044.18571428571,2020.5,2046.65714285714,2054.54285714286,1952.5,2102.08571428571,1916.1,1989.37142857143,2060.8,1835.91428571429,2118.67142857143,1890.38571428571,1895.77142857143,2054.08571428571,2039.5,2070.8,2031.18571428571,1925.18571428571,1917,2091,1988.38571428571,2038.68571428571,1990.38571428571,1916.94285714286,2030.97142857143,1960.71428571429,2108.75714285714,1934.38571428571,2008.07142857143,1970.4,1863.61428571429,2011.8,2005.94285714286,1977.4,1953.48571428571,1962.5,2027.67142857143,1960.34285714286,1982.71428571429,2114.65714285714,1958.8,1891.17142857143,1970.15714285714,1979.17142857143,1905.07142857143,2010.67142857143,1945.38571428571,1952.47142857143,2029.18571428571,2005.57142857143,1866.98571428571,2114.41428571429,2097.25714285714,1948.04285714286,2003.18571428571,2088.5,1866.58571428571,1976,2083.54285714286,1937.1,1910.87142857143,1894.6,1997.94285714286,1931.87142857143,1958.97142857143,1973.3,2080.35714285714,2080.9,2107.78571428571,1910.84285714286,2005.65714285714,2063.71428571429,2088.2,1906.34285714286,2008.41428571429,2071.08571428571,1986.67142857143,1978.41428571429
