"SCTG","PctEmpty","N"
1,0.404712182455824,5
2,0.471859404295108,77
3,0.254811812893667,21
4,0.40062253072999,7
5,0.199516035193507,8
6,0.229978992740246,20
7,0.275757497116755,42
8,0.209453973305391,6
9,0.220797674677544,2
10,0.345868222703136,3
11,0.406653723247503,6
12,0.400085958488851,44
13,0.382289317879428,9
14,0.330631811974,0
15,0.394477968299597,6
16,0.411406611770122,3
17,0.405256894636644,1
18,0.30780628855648,4
19,0.383220592725121,13
20,0.319153846071907,8
21,0.163003296356002,2
22,0.167883472731989,14
23,0.35311532297754,14
24,0.259173648542417,6
25,0.430737531709114,9
26,0.327122584165195,19
27,0.207833893632727,1
28,0.216947168869503,9
29,0.101138315304099,11
30,0.150707615637309,4
31,0.358170577537271,45
32,0.293183991665865,23
33,0.207997696734309,43
34,0.247149616518568,26
35,0.159588441529491,3
36,0.265026296221424,34
37,0.179037995207116,1
38,0.253528170079209,0
39,0.145912530037329,14
40,0.156145546809134,184
41,0.354743812761508,37
43,0.137570509922236,42
99,0.377666020609811,2
