"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"NortonCounty",45,4,142,78,254,60,256,62,43,128,1,84,0,29,201,622,11,192,57,464
"OsageCounty",30,81,20,149,104,92,394,61,28,115,4,54,1,40,871,349,17,168,1122,305
"OsborneCounty",5,19,3,44,101,166,233,57,13,70,0,60,22,3,144,237,16,27,39,143
"OttawaCounty",34,1,0,37,187,60,106,25,16,81,4,37,2,7,298,277,0,51,34,168
"PawneeCounty",186,6,1,116,50,127,175,10,12,77,5,66,0,18,388,1162,35,155,49,445
"PhillipsCounty",188,37,13,80,226,59,223,165,22,144,1,59,0,109,487,245,0,121,85,286
"PottawatomieCounty",150,19,310,772,2567,507,1186,148,231,197,69,254,14,270,915,1270,66,533,209,365
"PrattCounty",266,492,19,186,134,205,592,101,10,153,38,141,85,62,816,655,32,470,91,412
"RawlinsCounty",34,2,1,53,50,137,89,10,14,48,3,15,0,7,103,157,6,16,9,122
"RenoCounty",384,82,76,1411,3219,1129,3147,575,534,874,195,710,822,1777,3341,4229,457,2382,523,1715
"RepublicCounty",74,3,27,89,268,133,209,35,19,92,0,34,0,7,183,275,17,113,61,217
"RiceCounty",194,178,4,133,436,160,333,118,44,145,0,184,0,110,733,383,13,224,58,292
"RileyCounty",287,137,58,1461,607,861,3058,93,513,1163,420,1339,143,723,7776,3242,303,3792,1327,1796
"RooksCounty",43,208,6,76,77,275,208,116,28,74,0,44,1,26,219,281,25,99,61,248
"RushCounty",19,42,1,50,229,78,55,64,50,38,0,24,0,4,142,182,0,47,7,105
"RussellCounty",18,382,5,131,327,176,255,55,70,69,18,55,0,16,240,300,25,272,71,382
"SalineCounty",49,21,41,1279,5729,1075,3690,1033,403,678,241,1384,655,1168,2727,5116,251,2587,901,1433
"ScottCounty",458,2,53,89,77,140,240,54,15,116,1,45,0,49,155,367,24,127,38,124
"SedgwickCounty",396,1007,781,13014,46440,8869,29267,7706,4375,6467,3266,9870,3674,19325,20054,34527,5074,22006,6346,9099
"SewardCounty",155,984,202,302,4217,324,1261,418,95,207,65,163,22,361,1187,1146,56,943,204,519
"ShawneeCounty",67,239,1386,4626,7135,3154,9313,2141,1591,6457,1016,4806,1005,6487,7477,19467,759,7166,3174,13823
"SheridanCounty",108,21,20,61,11,101,86,40,7,80,0,27,0,4,153,152,6,21,27,76
"ShermanCounty",39,9,4,60,85,307,437,87,49,99,9,79,4,26,283,394,23,263,72,241
"SmithCounty",35,3,12,34,101,146,145,78,17,28,3,16,0,19,174,225,0,56,34,131
"StaffordCounty",151,16,0,72,54,26,64,19,4,56,1,40,1,11,278,176,6,38,29,236
"StantonCounty",78,0,1,5,6,156,41,12,9,37,0,30,0,1,107,81,18,21,13,98
"StevensCounty",209,85,5,471,164,75,159,135,16,49,7,50,0,39,315,256,20,134,29,208
"SumnerCounty",67,37,27,242,1133,172,559,140,116,273,33,116,1,24,1397,933,27,443,110,569
"ThomasCounty",194,37,29,219,83,427,621,71,63,131,31,66,1,53,516,461,42,429,127,239
"TregoCounty",19,161,71,34,48,73,90,23,10,27,10,33,0,12,84,264,1,133,19,139
"WabaunseeCounty",10,42,1,167,175,41,83,54,9,71,4,5,0,45,291,115,2,35,27,145
"WallaceCounty",60,1,3,91,2,84,45,6,3,13,8,13,0,10,102,44,0,38,12,91
"WashingtonCounty",187,3,9,90,221,96,187,77,14,71,7,33,0,12,287,293,0,130,60,238
"WichitaCounty",181,1,7,12,27,48,44,11,2,16,11,9,6,10,133,97,3,13,19,59
"WilsonCounty",30,57,27,225,1128,67,244,162,25,111,6,49,0,16,364,603,6,143,43,250
"WoodsonCounty",14,72,13,6,11,26,78,6,9,29,0,9,14,4,142,51,0,48,6,105
"WyandotteCounty",10,48,774,3729,11867,7923,8045,7883,487,1442,934,1838,1084,6239,11469,15247,1761,5255,1965,2942
