"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"DakotaCounty",49,1,4,534,6178,253,747,1456,60,731,58,68,20,393,807,655,148,617,341,355
"DawesCounty",20,60,13,135,20,79,588,26,40,106,17,83,1,58,693,563,15,466,50,398
"DawsonCounty",411,18,110,647,3533,604,1166,293,75,313,44,211,56,429,907,1371,51,763,219,435
"DeuelCounty",61,0,7,3,0,34,97,6,4,13,0,1,1,2,116,70,0,43,16,75
"DixonCounty",83,0,0,87,9,66,50,28,7,44,0,9,0,11,184,162,49,15,15,105
"DodgeCounty",108,9,122,602,3239,841,2339,620,247,342,122,282,42,603,2038,2775,127,1279,612,538
"DouglasCounty",467,49,2514,14528,23228,12936,37258,8947,9181,26708,5076,23443,13141,27787,26425,50977,6194,27458,8897,7011
"DundyCounty",77,0,0,57,25,48,46,12,15,10,0,10,0,2,89,155,0,32,12,61
"FillmoreCounty",132,0,1,207,147,212,216,63,8,139,4,29,1,23,260,445,8,86,74,232
"FranklinCounty",72,0,7,11,0,56,86,4,7,49,1,12,1,12,196,122,0,27,32,92
"FrontierCounty",124,0,0,47,37,24,50,58,7,60,0,13,7,3,206,28,2,2,19,100
"FurnasCounty",185,0,25,75,122,76,184,65,98,63,0,79,72,9,243,371,7,71,16,170
"GageCounty",115,8,90,358,1553,440,957,189,64,191,27,155,45,235,803,2156,202,678,237,366
"GardenCounty",52,0,2,8,9,15,111,7,2,23,0,5,0,1,83,136,5,3,8,161
"GarfieldCounty",25,6,0,26,61,112,102,24,14,13,2,25,0,2,83,116,4,67,43,62
"GosperCounty",64,0,2,48,7,21,25,15,2,45,9,25,7,5,66,75,3,13,6,40
"GrantCounty",70,0,0,13,0,10,39,2,1,0,0,7,0,6,41,1,1,11,8,20
"GreeleyCounty",55,0,0,18,31,99,46,7,4,58,0,0,0,3,125,45,0,18,9,140
"HallCounty",308,31,143,1676,7379,1589,4472,1334,268,1139,305,837,488,1945,2665,4949,479,2839,1032,1103
"HamiltonCounty",114,0,4,170,401,513,396,251,147,129,18,59,2,66,297,389,23,185,116,191
"HarlanCounty",76,1,1,27,27,68,109,5,6,36,1,27,1,26,78,146,7,64,15,119
"HayesCounty",66,1,0,12,8,13,4,8,0,6,0,8,0,0,62,9,0,1,0,25
"HitchcockCounty",11,65,33,25,76,60,50,78,6,14,1,0,1,5,111,95,0,17,3,91
"HoltCounty",455,22,28,97,178,386,607,138,62,181,12,60,77,46,360,958,22,348,129,308
"HookerCounty",18,0,0,6,0,9,25,6,0,15,0,1,0,0,79,54,35,5,2,27
"HowardCounty",72,15,22,55,53,105,186,35,9,64,1,29,2,11,252,300,8,91,55,192
"JeffersonCounty",196,17,6,220,544,196,437,133,54,79,17,47,20,70,391,506,7,163,75,249
"JohnsonCounty",5,0,4,99,141,44,159,23,8,80,8,14,0,15,160,325,5,50,19,565
"KearneyCounty",186,0,7,138,340,229,152,48,11,86,5,32,11,20,255,552,28,63,59,115
"KeithCounty",180,4,36,152,256,220,511,22,39,149,26,110,107,55,318,394,20,489,82,274
"KeyaPahaCounty",41,0,0,10,2,6,10,0,2,0,0,4,0,0,32,1,0,4,9,30
"KimballCounty",40,74,0,53,350,26,144,39,7,41,3,21,15,179,137,176,2,89,19,145
"KnoxCounty",106,0,26,93,137,217,393,56,22,112,14,37,4,135,444,491,106,48,55,393
"LancasterCounty",257,6,913,7593,13181,4408,17851,8203,2764,11872,1555,9407,2595,8242,18316,24734,3280,13923,5027,14906
"LincolnCounty",334,28,336,724,268,538,2450,772,230,487,129,417,51,303,1418,2601,133,1816,458,875
"LoganCounty",31,0,4,9,4,7,11,6,6,10,0,2,0,2,55,9,0,0,12,22
"LoupCounty",10,0,0,0,0,0,7,1,0,5,0,0,0,0,38,4,0,11,2,23
"McPhersonCounty",0,0,0,0,6,2,8,0,3,4,0,0,0,0,27,0,0,1,0,10
"MadisonCounty",232,16,149,898,3577,1530,2814,543,239,652,175,702,28,723,1978,4180,122,1568,689,754
"MerrickCounty",87,9,17,224,340,230,185,56,10,103,9,46,37,36,364,327,28,105,44,151
"MorrillCounty",186,1,22,47,46,148,162,84,4,72,3,7,0,10,245,277,6,133,13,136
"NanceCounty",58,114,22,44,44,58,110,10,10,49,9,20,1,10,167,252,5,32,30,64
"NemahaCounty",16,0,643,63,264,81,239,58,5,114,2,38,6,8,510,406,21,245,67,216
"NuckollsCounty",30,0,20,29,4,166,179,15,21,88,0,38,0,27,291,373,13,117,59,129
"OtoeCounty",159,0,189,313,1383,245,629,77,46,200,48,108,24,152,454,909,44,660,146,329
"PawneeCounty",0,13,2,37,218,12,56,15,1,34,0,14,2,7,150,149,0,23,20,57
"PerkinsCounty",93,0,32,124,51,181,94,3,6,41,0,38,0,2,106,292,2,25,23,82
"PhelpsCounty",335,4,37,247,825,502,428,149,49,174,17,108,7,26,433,825,149,235,83,283
"PierceCounty",58,23,2,221,137,171,204,195,37,116,7,44,20,48,277,292,9,92,44,137
"PlatteCounty",501,5,663,1036,5868,741,2016,382,133,435,152,449,28,1072,1226,1857,170,1148,431,645
"PolkCounty",176,0,24,81,16,100,150,68,2,58,2,22,8,13,311,278,7,40,21,114
"RedWillowCounty",129,88,56,229,548,389,758,92,88,229,33,147,34,112,433,933,33,505,167,393
"RichardsonCounty",25,6,8,98,235,177,305,42,29,112,17,73,34,19,274,534,6,225,62,190
"RockCounty",22,0,0,4,2,72,32,11,7,37,0,2,0,0,65,95,1,15,11,50
"SalineCounty",43,0,3,86,2513,237,453,346,30,152,15,58,14,144,1052,637,33,267,113,412
"SarpyCounty",50,25,213,5177,2891,3720,7640,10662,1309,3859,587,3502,1711,2343,6497,6200,863,5222,1587,1816
"SaundersCounty",115,20,10,484,392,323,593,113,15,219,35,186,12,115,566,759,72,290,89,530
"ScottsBluffCounty",255,5,119,788,1058,1025,2569,492,300,968,151,488,97,869,1773,3596,241,1462,375,1064
"SewardCounty",142,2,27,432,1255,347,512,337,64,209,23,109,10,144,916,771,43,405,136,378
"SheridanCounty",182,2,31,27,78,197,227,10,23,115,5,25,1,0,193,359,5,112,47,110
"ShermanCounty",28,0,1,21,23,117,104,35,3,28,0,16,0,5,129,198,9,52,11,79
"SiouxCounty",45,0,11,0,0,2,14,0,0,1,0,8,0,0,35,11,9,5,0,37
"StantonCounty",116,15,22,56,24,28,40,88,12,38,1,1,1,26,122,100,1,52,21,82
"ThayerCounty",50,2,11,157,733,243,152,34,10,123,16,19,2,14,221,436,7,63,55,164
"ThomasCounty",19,5,4,25,25,2,41,0,0,9,1,4,0,0,36,9,1,12,8,49
"ThurstonCounty",78,0,0,58,261,170,102,18,38,58,26,37,20,78,580,456,35,40,16,961
"ValleyCounty",81,4,49,100,72,128,244,34,24,78,17,80,0,8,184,360,3,65,81,139
"WashingtonCounty",168,59,497,841,1288,202,919,293,270,248,28,210,200,353,652,925,12,418,143,276
"WayneCounty",186,3,35,100,1481,187,330,165,32,226,28,72,3,28,775,597,13,351,75,146
"WebsterCounty",86,11,14,40,1,93,136,7,63,38,0,3,0,7,135,197,19,40,31,128
"WheelerCounty",164,0,0,2,0,47,9,6,0,10,0,0,0,0,40,3,0,13,0,23
"YorkCounty",264,3,39,292,869,562,843,165,77,385,17,384,10,311,487,979,40,689,261,583
