"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AdamsCounty",163,3,244,861,2719,842,1811,275,150,324,96,431,154,516,1609,3153,138,1241,478,486
"AntelopeCounty",211,1,17,108,108,300,258,31,17,100,7,19,0,7,299,331,6,85,47,157
"ArthurCounty",6,0,0,4,0,0,4,0,1,0,0,5,0,0,38,3,0,4,0,13
"BannerCounty",44,0,0,18,0,1,0,5,0,26,0,0,0,0,56,1,0,0,1,12
"BlaineCounty",30,0,0,5,0,7,3,0,0,2,0,0,0,0,40,3,0,3,0,13
"BooneCounty",242,0,33,59,186,215,252,90,10,74,5,39,3,5,227,554,17,104,36,126
"BoxButteCounty",271,2,33,138,298,312,392,170,92,160,19,115,35,95,416,679,14,408,119,288
"BoydCounty",49,0,4,1,30,35,46,31,22,35,1,13,0,0,104,128,0,18,8,67
"BrownCounty",77,0,49,58,24,137,193,39,9,39,4,11,0,14,122,172,10,102,44,104
"BuffaloCounty",284,53,152,1216,3374,1242,3431,638,401,605,188,894,695,863,2667,4092,339,2895,990,969
"BurtCounty",106,0,33,82,151,134,164,43,29,117,14,69,1,30,246,245,44,80,77,138
"ButlerCounty",147,2,21,121,734,308,169,50,7,95,2,53,3,27,285,421,5,92,58,222
"CassCounty",56,207,24,299,553,235,660,362,15,220,32,153,12,59,874,549,172,437,165,471
"CedarCounty",236,3,49,243,260,285,295,153,59,155,8,73,2,20,338,304,13,77,76,147
"ChaseCounty",280,1,2,62,24,206,296,27,50,69,11,21,26,5,199,266,13,68,44,112
"CherryCounty",223,2,5,138,68,123,356,44,23,34,11,78,15,30,212,375,28,328,52,190
"CheyenneCounty",91,12,83,160,315,731,733,235,43,131,12,126,888,116,361,581,3,516,99,313
"ClayCounty",246,25,18,195,169,239,184,157,7,100,6,32,6,6,208,228,8,41,56,660
"ColfaxCounty",202,0,1,147,2703,399,326,224,9,122,10,96,0,116,487,316,15,87,65,160
"CumingCounty",431,10,21,242,494,272,384,131,51,175,10,111,8,40,362,573,15,266,135,256
"CusterCounty",508,1,69,261,517,191,546,41,57,165,12,104,1,70,481,657,9,287,79,257
