"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AlleganyCounty",2,118,117,881,2434,521,3467,573,531,729,198,545,202,1121,3601,6114,288,3320,955,1737
"AnneArundelCounty",156,52,449,15739,13041,12432,33939,7658,4537,6029,4749,26258,3169,16277,17612,27438,6895,25788,9817,24444
"BaltimoreCounty",403,83,1302,23091,14824,12205,50313,7001,6715,22994,8125,30579,4275,26976,39448,61256,5045,28429,12326,16687
"CalvertCounty",31,4,1060,1763,452,500,2611,471,113,300,298,1188,124,1039,2613,3434,400,2489,688,1390
"CarolineCounty",177,2,147,618,1053,380,980,914,227,152,35,248,0,180,1416,706,98,394,217,588
"CarrollCounty",425,22,17,5546,4227,2533,7847,1254,747,1030,412,2818,520,3569,6052,9442,891,5629,2299,1833
"CecilCounty",864,92,66,1309,4132,875,3257,2171,194,501,167,1032,10,1049,3452,3880,985,2829,853,818
"CharlesCounty",30,22,633,3689,686,648,7543,1087,482,657,446,2327,129,1131,4989,4556,404,4845,1443,2149
"DorchesterCounty",133,102,28,442,1954,330,1154,482,49,259,95,273,243,92,1096,1544,160,1090,291,752
"FrederickCounty",566,22,105,8713,5275,3207,11517,1400,1212,5359,825,10033,722,5107,11308,11149,1572,9111,3366,4435
"GarrettCounty",73,324,27,989,1050,372,1543,339,278,130,348,488,206,346,1126,1687,302,1170,315,516
"HarfordCounty",146,130,52,5450,4310,2986,11988,4902,714,2349,813,8216,315,3140,7669,9900,1482,7557,2893,2652
"HowardCounty",292,58,402,10460,7242,13499,17493,4531,3633,6857,2927,31121,2942,12071,13240,15078,3098,11438,4821,4452
"KentCounty",276,6,3,344,903,294,745,63,106,238,47,275,75,205,1263,1320,291,639,226,525
"MontgomeryCounty",267,63,594,24652,11869,9447,46735,5926,13403,19475,11150,70252,7037,32105,40730,59659,7847,32857,23465,55456
"PrinceGeorgesCounty",71,74,798,25323,6522,10440,37980,17156,5044,6116,5903,22602,1842,18925,46708,28818,3575,27607,9507,29829
"QueenAnnesCounty",606,11,2,1033,773,825,2331,295,70,317,107,656,13,578,1256,874,405,1939,607,578
"StMarysCounty",53,16,111,1942,380,437,3881,1749,246,398,288,9620,137,1131,3645,4049,329,2941,894,1486
"SomersetCounty",122,0,0,242,180,453,331,83,48,65,87,102,1,53,1662,933,40,297,93,1252
"TalbotCounty",84,9,1,921,1085,528,2174,264,96,440,226,1492,134,1363,1437,3800,360,2326,954,825
"WashingtonCounty",155,49,210,2840,6044,2445,9930,4197,805,6467,658,1973,631,3345,5389,10478,940,5037,1538,3211
"WicomicoCounty",294,3,575,1954,3730,1676,5288,1061,475,971,545,1516,855,1997,5860,9122,343,3878,1525,1662
"WorcesterCounty",69,21,1,1039,699,373,2628,190,225,401,569,654,176,732,1807,1953,902,5791,723,2404
"Baltimorecity",9,0,2918,9784,12108,8478,16523,15171,4739,12372,5036,22084,2575,23870,50812,72164,5393,23206,10735,46440
