Msa,Fwy,Art
Albany,0,0
Atlanta,0,0
AugustaRichmondCounty,0,0
Brunswick,0,0
Chattanooga,0,0
Columbus,0,0
Hinesville,0,0
Macon,0,0
Rome,0,0
Savannah,0,0
Valdosta,0,0
