Area,Fuel,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Albany,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Albany,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Albany,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Albany,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlanta,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlanta,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlanta,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlanta,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
AugustaRichmondCounty,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
AugustaRichmondCounty,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
AugustaRichmondCounty,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
AugustaRichmondCounty,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunswick,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunswick,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunswick,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunswick,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Chattanooga,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Chattanooga,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Chattanooga,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Chattanooga,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Columbus,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Hinesville,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Hinesville,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Hinesville,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Hinesville,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Macon,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Macon,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Macon,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Macon,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Rome,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Rome,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Rome,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Rome,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Savannah,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Savannah,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Savannah,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Savannah,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Valdosta,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Valdosta,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Valdosta,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Valdosta,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
