"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"BernalilloCounty",189,198,1169,17873,13273,12292,39389,8128,8768,11343,4690,30685,3662,22076,27325,59244,5460,35173,8958,16986
"CatronCounty",21,3,13,34,21,9,83,2,2,3,1,7,0,8,103,117,5,15,10,108
"ChavesCounty",1200,636,161,1133,835,893,3168,831,323,631,183,657,45,738,2396,3457,218,2926,540,911
"CibolaCounty",43,429,90,260,82,179,823,43,39,116,32,107,2,522,108,1531,591,590,71,1207
"ColfaxCounty",61,57,68,261,111,79,573,21,42,127,39,77,13,72,372,707,53,1092,274,375
"CurryCounty",1443,16,118,917,734,554,2502,551,170,462,224,483,578,648,1822,3057,274,1867,505,584
"DeBacaCounty",26,3,23,34,6,15,79,0,10,8,1,3,0,13,66,53,0,20,5,82
"DonaAnaCounty",2413,47,722,3709,2162,1167,8197,1584,829,1885,813,3765,50,3798,10795,13321,1124,6750,1311,2818
"EddyCounty",383,7146,315,1980,983,628,2536,1157,237,548,398,752,171,1432,1947,2540,196,2151,675,974
"GrantCounty",22,1774,100,435,122,96,1123,54,109,161,108,159,122,184,1515,1743,57,947,198,511
"GuadalupeCounty",23,0,23,86,5,8,226,26,16,8,3,7,2,6,158,170,12,358,10,123
"HardingCounty",33,1,1,18,38,3,12,0,0,0,0,0,0,0,45,2,1,2,0,38
"HidalgoCounty",92,0,11,38,16,9,196,42,12,51,9,30,0,36,200,194,2,225,6,97
"LeaCounty",490,8773,445,3456,1003,1035,3353,1964,317,628,542,718,154,1237,2431,2871,401,2395,814,872
"LincolnCounty",81,15,142,380,60,51,1129,39,76,114,148,136,13,227,472,402,464,1189,201,360
"LosAlamosCounty",0,2,92,170,59,25,434,3,167,370,111,9073,10,681,964,795,182,382,288,548
"LunaCounty",385,25,62,436,860,89,1011,151,17,105,55,171,0,125,961,972,102,895,90,904
"McKinleyCounty",5,29,197,892,596,424,3270,244,188,412,295,271,34,347,3316,4723,376,2543,409,1917
"MoraCounty",53,2,29,35,6,0,55,14,19,9,1,2,7,23,176,142,25,11,9,228
"OteroCounty",130,72,138,982,218,254,2080,247,256,401,162,1149,15,1155,1765,2310,171,2728,454,678
"QuayCounty",35,1,60,194,31,28,462,90,15,95,11,60,1,38,466,294,24,428,117,183
"RioArribaCounty",24,43,113,397,95,97,1086,107,70,334,62,182,35,245,1511,1462,29,1193,206,2865
"RooseveltCounty",875,14,82,230,333,91,827,322,73,136,26,106,0,63,1372,813,42,598,96,211
"SandovalCounty",6,309,84,2090,3952,335,2977,444,718,516,531,1066,56,3694,1244,2795,1658,3201,580,2374
"SanJuanCounty",555,7784,1206,3768,1165,1856,6294,1427,439,912,495,1149,213,1460,4029,7808,1074,4134,1204,3469
"SanMiguelCounty",29,5,105,411,94,33,889,275,81,222,54,129,5,90,1950,2634,90,755,126,452
"SantaFeCounty",193,78,254,3035,1157,1046,8090,717,1259,1628,895,2830,227,2477,4916,9058,2448,8194,2585,9565
"SierraCounty",265,21,42,219,52,10,353,4,31,57,25,53,0,42,270,835,53,403,75,280
"SocorroCounty",227,34,74,89,123,10,376,113,33,62,24,424,10,77,1546,615,107,659,58,494
"TaosCounty",17,384,156,664,145,117,1179,45,160,192,245,359,4,173,1060,1697,724,1962,261,839
"TorranceCounty",71,21,100,156,109,162,464,62,40,42,2,48,0,223,656,213,57,210,37,161
"UnionCounty",97,15,35,55,8,66,134,19,50,91,1,20,1,485,117,209,21,126,51,96
"ValenciaCounty",187,27,148,799,584,277,2208,1079,125,270,142,328,119,285,1993,2435,85,1318,262,973
