"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.122549959181878,0.877450040818122,0,0
2,0.473499644401482,0.526500355598518,0,0
3,0.366327381752805,0.633672618247195,1,0
4,0.329426802845101,0.670573197154899,0,0
5,0.0763722238391646,0.923627776160835,1,0
6,0.192501294148437,0.807498705851563,2,0
7,0.181825774258031,0.818174225741969,1,0
8,0.233455388714992,0.766544611285008,7,0
9,1,0,15,0
10,0.511086890555729,0.488913109444271,0,0
11,0.532061763030145,0.467938236969855,1,0
12,0.578764029200869,0.421235970799131,0,0
13,0.574043705293349,0.425956294706651,0,0
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,0,0
16,0.292247289852626,0.707752710147374,0,0
17,0.0512840369554983,0.948715963044502,0,0
18,0.595712731390873,0.404287268609127,1,0
19,0.458896381705954,0.541103618294046,1,0
20,0.153884141884506,0.846115858115494,0,0
21,0.48565728180227,0.51434271819773,0,0
22,0.634547071721447,0.365452928278553,0,0
23,0.220262195048898,0.779737804951102,1,0
24,0.143309869173441,0.856690130826559,0,0
25,0.172627570488467,0.827372429511533,0,0
26,0.304442546116016,0.695557453883984,2,0
27,0.0664638925860683,0.933536107413932,0,0
28,0.13006920545436,0.86993079454564,0,0
29,0.499509853805331,0.500490146194669,2,0
30,0.122154702334916,0.877845297665084,0,0
31,0.700168668091371,0.299831331908629,0,0
32,0.111509729259209,0.888490270740792,0,0
33,0.480618851721775,0.519381148278225,3,0
34,0.0912979913170139,0.908702008682986,0,0
35,0.267488635666556,0.732511364333444,2,0
36,0.293822407273345,0.706177592726655,9,0
37,0.0687078468861626,0.931292153113837,0,0
38,0.301345390186715,0.698654609813286,0,0
39,0.187779510082017,0.812220489917983,7,0
40,1,0,66,0
41,0.697593663781471,0.302406336218529,2,0
43,0.0168182985519259,0.983181701448074,1,0
99,0.646446399835973,0.353553600164027,0,0
