,0to20K,20Kto40K,40Kto60K,60Kto80K,80Kto100K,100KPlus
0,0.00335640394123448,0.0121723913140969,0.013223366404275,0.0107664759162047,0.00709870669210609,0.0129342232745792
1,0.00449622466981328,0.0151039657642815,0.0156349824466136,0.0122720073863708,0.00803136444211008,0.0147027874174715
2,0.00500122441074036,0.015763091412852,0.0156067694366882,0.0118437591063322,0.00768382695564283,0.014138401968606
3,0.00559098128395538,0.0164478777817459,0.015477435833285,0.0113188075224783,0.00725170332622314,0.0134253961830724
4,0.0062209187864148,0.0170312143623592,0.015215161552042,0.0107262307544579,0.00676958577279695,0.0125915770525222
5,0.00685302788721667,0.0173939608593785,0.014810118290231,0.0100892987987972,0.00627879702621241,0.011662026907767
6,0.00746934639423094,0.0174640844843624,0.0142680399704403,0.00941361026661012,0.00580841860589309,0.0106436478382237
7,0.00805408727597022,0.0172162240721627,0.0135994724820025,0.00869993721787261,0.00537272072132846,0.00954303115510844
8,0.00858185917877616,0.0166683187607309,0.0128116547768669,0.00795359696649839,0.00496906079533863,0.00838050226616782
9,0.00901197746167715,0.0158688267400728,0.0119084917866556,0.00718848323065509,0.00458125170963073,0.00719793724566936
10,0.00929213400920914,0.0148794778648502,0.0108979052422916,0.00642399556984238,0.00418765245584409,0.00605515710904929
11,0.0093708702541594,0.0137601914887292,0.00980070643964021,0.00567772772840416,0.00377095896242718,0.00501523145276051
12,0.00921341116262806,0.0125603628710486,0.00865425752347353,0.00495948667640435,0.00332598230501439,0.00412548412661155
13,0.00881375305820283,0.0113172580506142,0.00750765374139596,0.00427076019329587,0.00286239332971974,0.00340340185683044
14,0.00819782033782756,0.010059300432277,0.00641044008529879,0.00360971394031864,0.00240149269651339,0.00283408990725364
15,0.00741676787520577,0.00881078727206363,0.00540056373525904,0.00297811346103256,0.00196863633520304,0.00238002974275496
16,0.00653384713806106,0.00759514136574739,0.004497324743323,0.00238555443828259,0.00158474801993912,0.00199795483116136
17,0.00561058549324126,0.00643547234496065,0.00370197462930364,0.00184839799643733,0.00126049664583873,0.00165479199520794
18,0.00469733403871065,0.00535287844484974,0.00300447462065698,0.00138418880611635,0.000995161684959328,0.00133600424588481
19,0.00383026009524339,0.00436391848797698,0.00239221641712807,0.00100484901548126,0.000779856806390521,0.0010441576411617
20,0.0030334795882775,0.00347884178988353,0.00185643655445,0.000712230163854447,0.000602895883951146,0.000790438437350797
21,0.00232306136938337,0.00270156619330824,0.00139412091693236,0.000497865844015621,0.000454554695644155,0.000584596624736203
22,0.00170988519514905,0.00203137945404859,0.0010058825609321,0.000346373454057172,0.000329369947491503,0.000428344503589493
23,0.00120016931627874,0.00146535577675123,0.000692086803533072,0.000240363829079241,0.000225714467906935,0.000314415219127922
24,0.000794473810984853,0.00100005045819112,0.000449712011283358,0.000164596808598061,0.000143728058057291,0.000230233783399627
25,0.000486910420287825,0.000631499887066104,0.000271379266524092,0.000108131329062088,8.31349630494105e-05,0.000163254319190225
26,0.00026577849534446,0.000353694002687966,0.000146481623858561,6.44864686461017e-05,4.20149896230343e-05,0.000105125356415335
27,0.000115511638838671,0.000156783461538009,6.32234556166659e-05,3.06632502712468e-05,1.66797093753132e-05,5.34605797872136e-05
28,1.92882086679569e-05,2.67101088164465e-05,1.04976121915026e-05,5.71094497399945e-06,2.43223633124552e-06,1.06905681514425e-05
29,0,0,0,0,0,0
30,0,0,0,0,0,0
31,0,0,0,0,0,0
32,0,0,0,0,0,0
