County,Region,Msa
BelknapCounty,,NA
CarrollCounty,,NA
CheshireCounty,,NA
CoosCounty,,NA
GraftonCounty,,NA
HillsboroughCounty,,Boston
MerrimackCounty,,Boston
RockinghamCounty,,Boston
StraffordCounty,,Boston
SullivanCounty,,NA
