"FAFZone","BelknapCounty","CarrollCounty","CheshireCounty","CoosCounty","GraftonCounty","HillsboroughCounty","MerrimackCounty","RockinghamCounty","StraffordCounty","SullivanCounty"
"11",1267.7,1296.77,1195.68,1321.96,1254.74,1212.12,1248.48,1231.85,1253.14,1209.07
"12",1499.05,1528.1,1427.05,1553.3,1486.1,1443.45,1479.8,1463.2,1484.5,1440.4
"19",1321.25090909091,1350.30909090909,1249.24,1375.50181818182,1308.28181818182,1265.66181818182,1302.03636363636,1285.39272727273,1306.68181818182,1262.61636363636
"20",1518.05862068966,1532.86551724138,1465.5,1549.54482758621,1505.5,1493.8275862069,1505.46206896552,1544.02068965517,1523.52413793103,1482.46551724138
"41",2691.45,2714.05,2611.2,2739.45,2672.25,2654.45,2672.2,2708.95,2730.25,2637.1
"42",2675.55,2698.15,2595.35,2723.65,2656.4,2638.575,2656.35,2693.1,2714.4,2621.25
"49",2640.82272727272,2663.43181818182,2560.61818181818,2688.88636363636,2621.66818181819,2603.84090909091,2621.61818181818,2658.36818181818,2679.65909090909,2586.50454545455
"50",1537.396,1564.048,1437.01866666667,1565.286,1498.06733333333,1491.19733333333,1518.18533333334,1520.83933333333,1542.132,1462.90933333333
"61",2993.04,3015.64,2912.84,3041.06,2973.86,2956.04,2973.84,3028.24,3007.46,2938.7
"62",3000.48571428571,3023.08571428571,2920.27142857143,3048.54285714286,2981.3,2963.48571428571,2981.27142857143,3040.11428571429,3008.84285714286,2946.17142857143
"63",3049,3071.6,2968.8,3097.1,3029.9,3012,3029.8,3071.3,3092.6,2994.7
"64",3115.18333333334,3137.79166666667,3034.97916666667,3163.25,3096.03333333334,3078.19166666666,3095.97916666667,3154.83333333333,3123.54166666667,3060.875
"65",3139.2,3161.85,3059,3187.3,3120.1,3102.25,3120,3178.85,3147.6,3084.9
"69",3077.22580645161,3099.81935483871,2997.00967741936,3125.25967741936,3058.04838709677,3040.22903225806,3058.00967741936,3116.13548387097,3086.53870967742,3022.88064516129
"81",1996.4125,2019.00416666667,1916.19583333334,2044.45833333333,1977.25416666667,1959.4125,1977.19583333334,2033.6125,2007.29166666667,1942.08333333333
"89",2097.34038461539,2119.9423076923,2017.13076923077,2145.4076923077,2078.19038461539,2060.34615384616,2078.13076923077,2128.39038461539,2122.38653846154,2043.02403846153
"91",173.7,202.766666666667,109.4,263.4,194.433333333333,118.133333333333,154.5,137.866666666667,159.166666666667,151.266666666667
"92",218.1,247.166666666667,141.166666666667,295.333333333333,228.066666666666,162.5,198.9,182.266666666667,203.5,182.466666666666
"99",159.85,188.95,111.15,264.75,192.35,104.25,140.65,124.05,145.35,151.75
"101",431.7,460.75,359.7,513.4,446.65,376.1,412.5,395.85,417.15,401
"109",487.9,517,415.9,570.1,502.9,432.4,468.7,452.1,473.4,457.2
"111",512,541,440,594.2,526.9,456.4,492.8,476.1,497.4,481.3
"121",1258.78333333333,1287.85,1186.78333333333,1340.95,1273.73333333333,1203.18333333333,1239.58333333333,1222.93333333333,1244.21666666667,1228.06666666667
"122",1501,1530.04285714286,1428.98571428571,1583.12857142857,1515.92857142857,1445.41428571429,1481.8,1465.12857142857,1486.42857142857,1470.28571428571
"123",1354.42857142857,1383.47142857143,1282.38571428571,1436.57142857143,1369.37142857143,1298.84285714286,1335.2,1318.57142857143,1339.87142857143,1323.68571428571
"124",1420.8,1449.85,1348.8,1502.95,1435.7,1365.2,1401.6,1384.9,1406.2,1390.075
"129",1423.82441860465,1452.88372093024,1351.81279069767,1498.84186046512,1431.62441860465,1368.23139534884,1404.61744186047,1387.96627906977,1409.25465116279,1385.95930232558
"131",1173.85128205128,1202.91794871795,1101.84358974359,1228.11025641026,1160.88717948718,1118.26666666667,1154.64358974359,1137.99743589744,1159.28717948718,1115.22564102564
"132",1121.78333333333,1150.81666666667,1049.78333333333,1207.08333333333,1139.86666666667,1066.18333333333,1102.58333333333,1085.9,1107.2,1094.23333333333
"139",1218.32719298246,1247.38859649123,1146.31929824561,1278.56052631579,1211.33771929825,1162.73421052632,1199.11578947368,1182.46842105263,1203.75263157895,1165.67807017544
"151",,,,,,,,,,
"159",,,,,,,,,,
"160",2612.41704545455,2635.01477272728,2532.2125,2660.47159090909,2593.25227272727,2575.42159090909,2593.2125,2652.05227272728,2620.7625,2558.10113636363
"171",1034.20769230769,1056.80769230769,953.992307692308,1082.23076923077,1015.03076923077,997.215384615385,1014.99230769231,1073.83076923077,1042.53076923077,979.876923076923
"172",1189.87777777778,1212.47777777778,1109.67777777778,1237.94444444444,1170.73333333333,1152.9,1170.67777777778,1207.43333333333,1228.72222222222,1135.56666666667
"179",1146.09625,1168.69875,1065.888125,1194.165,1126.94375,1109.11,1126.886875,1170.9525,1173.88875,1091.780625
"181",968,990.58,887.78,1016.04,948.84,931,948.78,1007.64,976.34,913.66
"182",960.905555555556,983.5,880.7,1008.98888888889,941.755555555555,923.911111111111,941.7,976.433333333333,997.716666666667,906.6
"183",859.625,882.225,779.4,907.675,840.4625,822.625,840.4,890.0875,885.275,805.3
"189",978.954918032787,1001.55491803279,898.745081967214,1027.01475409836,959.795901639344,941.965573770492,959.746721311476,998.243442622951,1012.79098360656,924.636885245902
"190",1341.6308080808,1364.23131313131,1261.41767676767,1389.68838383839,1322.47424242424,1304.64494949494,1322.41767676767,1381.27525252525,1349.98131313131,1287.30757575758
"201",1480.6,1503.21111111111,1400.4,1528.67777777778,1461.45555555556,1443.61111111111,1461.4,1498.15555555556,1519.44444444444,1426.28888888889
"202",1647.21666666667,1669.81666666667,1567.01666666667,1695.26666666667,1628.05,1610.21666666667,1628.01666666667,1664.75,1686.03333333333,1592.91666666667
"209",1684.42388888888,1707.02388888888,1604.21666666667,1732.485,1665.265,1647.43388888889,1665.21666666667,1703.80944444445,1720.42722222222,1630.10388888889
"211",912.875,935.4625,832.65,960.9,893.6875,878.55,893.65,922.3125,943.6125,858.525
"212",997.118181818182,1019.69090909091,916.872727272727,1045.14545454545,977.936363636364,964.981818181818,977.872727272727,1008.39090909091,1029.69090909091,942.763636363636
"219",1046.12722772277,1073.2301980198,965.24702970297,1090.63267326733,1023.41386138614,1000.28762376238,1026.91534653465,1030.36881188119,1051.65841584158,985.658415841584
"221",1646.33333333333,1675.41111111111,1574.33333333333,1700.61111111111,1633.38888888889,1590.75555555556,1627.13333333333,1610.5,1631.77777777778,1587.72222222222
"222",1801.8,1830.8,1729.75,1856,1788.8,1746.2,1782.55,1765.9,1787.2,1743.1
"223",1609.21,1638.28,1537.21,1663.45,1596.23,1553.61,1590,1573.34,1594.63,1550.59
"229",1675.58139534884,1704.64418604651,1603.57093023256,1729.83488372093,1662.61162790698,1619.98953488372,1656.36627906976,1639.72790697675,1661.00930232558,1616.9511627907
"230",182.325,147.18125,244.075,158.5875,204.184375,202.2,190.8125,175.40625,153.75,230.690625
"241",483.457142857143,512.5,411.442857142857,561.6,494.385714285714,427.857142857143,464.242857142857,447.571428571429,468.857142857143,448.757142857143
"242",527.36,556.4,455.36,603.92,536.7,471.76,508.16,491.48,512.78,491.06
"249",520.9,549.966666666667,448.891666666667,595.95,528.858333333333,465.3,501.7,485.033333333333,506.320833333333,483.208333333333
"251",119.5125,137.3,101.8625,220.625,151.95,77.6125,100.3125,73.9,94.1125,129.7375
"259",160.133333333333,189.4,102.016666666667,244.85,175.85,122.483333333333,140.933333333333,135.166666666667,156.466666666667,139.816666666667
"261",831.52,854.11,751.3,879.6,812.37,794.52,812.3,871.19,839.9,777.2
"262",947.925,970.5375,867.725,996,928.7875,910.9375,928.725,987.6,956.3,893.6
"269",1036.16230769231,1058.76538461538,955.956153846154,1084.22692307693,1017.00230769231,999.171538461538,1016.95615384616,1075.80230769231,1044.51461538461,981.851538461538
"271",1432.93157894737,1455.53684210526,1352.72631578947,1481.00526315789,1413.76315789474,1395.93684210526,1413.72631578947,1472.55789473684,1441.27894736842,1378.62105263158
"279",1532.01617647059,1554.61764705882,1451.79852941176,1580.07941176471,1512.85588235294,1495.02352941176,1512.79852941176,1571.65588235294,1540.36764705882,1477.68970588235
"280",1470.28597560976,1499.35182926829,1391.66524390244,1518.33841463415,1451.11158536586,1414.69573170732,1451.08170731708,1434.42987804878,1455.71280487805,1407.63597560975
"291",1443.26153846154,1465.84615384615,1363.04615384615,1491.31538461538,1424.1,1406.26923076923,1424.04615384615,1460.23846153846,1479.75384615385,1388.94615384615
"292",1238.075,1260.675,1157.85,1286.125,1218.925,1201.1,1218.85,1255.625,1276.925,1183.75
"299",1367.45212765957,1390.05,1287.24042553191,1415.51276595745,1348.28829787234,1330.46382978723,1348.24042553191,1387.49787234043,1402.6329787234,1313.12978723404
"300",2334.81964285714,2357.4125,2254.60714285714,2382.88214285714,2315.6625,2297.83035714286,2315.60714285714,2374.4625,2343.17321428571,2280.49464285714
"311",1462.91666666667,1485.51666666667,1382.68333333333,1510.91666666667,1443.71666666667,1425.91666666667,1443.68333333333,1502.51666666667,1471.21666666667,1408.58333333333
"319",1651.60172413793,1674.20287356322,1571.39655172414,1699.66149425287,1632.44425287356,1614.60689655172,1632.39655172414,1691.24195402299,1659.95229885058,1597.28850574712
"321",2750.6,2773.2,2670.4,2798.7,2731.45,2713.6,2731.4,2790.25,2758.95,2696.3
"329",2794.16666666667,2816.76,2713.96,2842.2,2774.96666666667,2757.16666666667,2774.96,2833.76666666667,2802.48666666667,2739.84
"341",324.814285714286,353.878571428571,252.778571428571,405.007142857143,337.8,269.235714285714,305.607142857143,288.971428571429,310.257142857143,292.121428571429
"342",397.528571428571,426.585714285714,325.528571428571,479.685714285714,412.457142857143,341.942857142857,378.328571428571,361.671428571429,382.957142857143,366.814285714286
"350",2256.88939393939,2279.4893939394,2176.68181818182,2304.93181818182,2237.71666666666,2219.90151515152,2237.68181818182,2274.41666666667,2295.7106060606,2202.56212121212
"361",194.56,217.89,120.12,244.16,176.92,162.73,180.2,214.59,206,138.55
"362",475.833333333333,499.6,395.633333333333,527.433333333333,460.2,438.833333333333,456.633333333333,505.9,484.233333333333,421.533333333333
"363",278.307692307692,307.153846153847,204.953846153846,355.792307692308,288.553846153847,225.876923076924,259.1,245.615384615384,266.9,242.9
"364",396.1875,418.7875,315.975,444.2125,377,359.2,376.975,427.6,404.5,341.875
"369",319.696428571429,340.785714285714,246.867857142857,354.978571428571,300.032142857143,291.121428571429,303.471428571429,347.307142857143,333.585714285714,265.585714285714
"371",930.05,959.105555555555,858.016666666667,984.294444444444,917.083333333333,874.45,910.827777777778,894.183333333333,915.483333333333,871.416666666667
"372",855.67,884.71,783.66,912.69,845.47,800.08,836.47,819.78,841.08,799.81
"373",785.436363636364,814.490909090909,713.418181818182,867.6,800.372727272727,729.845454545455,766.218181818182,749.572727272727,770.872727272727,754.709090909091
"379",858.920714285714,887.982857142857,786.907142857143,929.681428571429,862.692857142858,803.332857142858,839.705714285715,823.054285714285,844.348571428572,817.041428571428
"380",1843.94339622642,1866.54339622642,1763.74150943396,1892.01698113208,1824.78679245283,1806.95471698113,1824.74150943396,1883.59433962264,1852.30566037736,1789.63396226415
"391",874.533333333333,897.116666666667,794.316666666667,922.6,855.383333333333,837.533333333333,855.316666666667,886.016666666667,907.3,820.2
"392",668.230769230769,691.330769230769,585.869230769231,714.146153846154,646.923076923077,635.811538461538,649.015384615385,686.711538461539,682.219230769231,611.761538461538
"393",786.788235294117,811.297058823529,705.805882352941,832.485294117647,765.261764705882,747.614705882353,767.576470588235,785.35,806.620588235294,729.494117647059
"394",840.964285714286,863.564285714285,760.75,889.007142857143,821.807142857142,803.978571428572,821.75,858.507142857143,879.807142857142,786.65
"399",779.817777777778,804.571111111111,700.573333333333,827.622222222222,760.406666666667,739.21,760.603333333333,781.587777777778,792.363333333333,723.013333333334
"401",1710.475,1733.075,1630.275,1758.5625,1691.3375,1673.475,1691.275,1728.0125,1749.3125,1656.175
"402",1608.66,1631.27,1528.46,1656.75,1589.52,1571.68,1589.46,1626.23,1647.49,1554.35
"409",1738.24237288136,1760.95423728814,1657.48813559322,1785.75423728814,1718.53389830508,1700.93559322034,1719.03389830508,1754.19152542373,1775.48305084746,1683.37796610169
"411",3136.15555555556,3158.75555555556,3055.95,3184.21666666666,3116.98333333333,3099.16111111112,3116.95,3175.78333333334,3144.48333333333,3081.82777777777
"419",3041.12222222222,3063.72962962963,2960.91111111111,3089.19259259259,3021.97407407407,3004.14814814815,3021.91111111111,3080.77777777778,3049.47777777778,2986.8037037037
"421",395.9,424.95,323.883333333333,473.4,406.183333333333,340.3,376.683333333333,360.05,381.333333333333,360.516666666667
"422",639.388888888889,668.466666666667,560.711111111111,687.7,620.477777777778,583.8,620.188888888889,603.544444444444,624.844444444444,577.155555555556
"423",363.56,392.64,291.38,418.08,350.86,307.98,344.34,327.72,349,305.18
"429",491.853191489362,519.929787234043,413.344680851064,543.906382978723,476.691489361702,442.521276595745,472.636170212766,469.734042553192,484.28085106383,431.691489361702
"441",160,180.18,115.86,264.9,192.42,108.46,140.79,115.24,136.54,157.66
"451",1037.9,1066.96666666667,965.9,1120.06666666667,1052.83333333333,982.333333333333,1018.7,1002.03333333333,1023.33333333333,1007.2
"452",1035.89,1064.92,963.86,1090.12,1022.91,980.29,1016.64,1000.02,1021.31,977.23
"459",1005.96363636364,1035.00909090909,933.954545454545,1077.68787878788,1010.47575757576,950.378787878788,986.751515151515,970.09696969697,991.39696969697,964.806060606061
"460",1726.66060606061,1749.26212121212,1646.45454545455,1774.72121212122,1707.5,1689.67045454545,1707.45454545455,1766.30454545454,1735.01363636363,1672.34848484848
"471",1354.73333333333,1381.6,1259.23333333333,1387.46666666667,1320.26666666667,1311.86666666667,1335.53333333333,1331.56666666667,1352.86666666667,1285.1
"472",1183.40588235294,1211.68235294118,1102.94117647059,1227.18823529412,1159.95882352941,1131.21176470588,1164.18823529412,1152.54705882353,1173.83529411765,1119.92941176471
"473",1005.21538461538,1034.26923076923,933.207692307692,1059.46923076923,992.246153846154,949.623076923077,986.007692307692,969.361538461539,990.646153846154,946.576923076923
"479",1153.06693548387,1181.08951612904,1073.25725806452,1200.23306451613,1133.025,1103.11048387097,1133.85887096774,1125.49919354838,1146.79758064516,1091.07822580645
"481",2049.22,2078.26,1933.92,2062.16,1994.96,1993.62,2030,2013.34,2034.64,1959.8
"482",1825.325,1854.3875,1753.3125,1879.5625,1812.3375,1769.7375,1806.1125,1789.4625,1810.7375,1766.6875
"483",2150.46666666667,2179.53333333333,2078.45,2204.71666666667,2137.46666666667,2094.86666666667,2131.25,2114.58333333333,2135.88333333333,2091.85
"484",1853.33684210526,1881.38947368421,1745.96842105263,1874.25789473684,1807.03157894737,1801.26842105263,1834.12105263158,1824.66315789474,1845.95789473684,1771.86842105263
"485",2406.85,2429.45,2326.6,2454.85,2387.65,2401.35,2387.6,2421.05,2442.35,2352.5
"486",1943.22857142857,1972.27857142857,1871.20714285714,1997.47142857143,1930.25,1887.63571428571,1924.00714285714,1907.35714285714,1928.65714285714,1884.58571428571
"487",2272.2,2301.2,2159.7,2288,2220.8,2216.6,2252.9,2236.3,2257.6,2185.6
"488",2129.925,2158.9875,2027.3125,2150.425,2083.2125,2074.325,2110.7125,2094.075,2115.375,2050.075
"489",2008.75076923077,2034.89794871795,1918.5782051282,2045.51435897436,1978.29538461539,1965.38358974359,1989.54051282052,1996.53230769231,2017.82564102564,1941.74666666667
"491",2389.75,2412.35,2309.55,2437.82,2370.57,2352.76,2370.55,2429.38,2398.09,2335.44
"499",2439.78421052632,2462.38947368421,2359.57368421053,2487.83684210526,2420.62631578947,2402.80526315789,2420.57368421053,2479.42105263158,2448.13157894737,2385.46842105263
"500",127.5,135.971428571429,121.657142857143,116.328571428571,90.8285714285714,149.8,127.635714285714,166.985714285714,163.135714285714,99.1
"511",643.117647058824,672.158823529412,571.111764705882,725.264705882353,658.052941176471,587.529411764706,623.911764705882,607.252941176471,628.535294117647,612.388235294118
"512",654.635714285715,683.678571428572,582.607142857142,736.203571428571,669.553571428571,599.046428571429,635.414285714285,618.753571428571,640.053571428571,623.9
"513",559.132352941177,588.191176470589,487.120588235294,635.885294117647,568.661764705882,503.538235294117,539.917647058823,523.279411764706,544.555882352942,523.008823529412
"519",728.212209302326,757.283720930232,656.211627906976,792.527906976744,725.340697674418,672.631395348837,709.007558139535,692.363953488373,713.654069767442,679.671511627907
"531",3107.45555555556,3130.06666666667,3027.23333333333,3155.48888888889,3088.28888888889,3070.46666666667,3088.23333333333,3147.08888888889,3115.78888888889,3053.12222222222
"532",3108.33333333333,3130.96666666667,3028.13333333333,3156.43333333333,3089.2,3071.36666666667,3089.13333333333,3148,3116.73333333333,3054.03333333333
"539",2970.88518518519,2993.48148148148,2890.67777777778,3018.93703703704,2951.70740740741,2933.89259259259,2951.67777777778,3010.51111111111,2979.21481481481,2916.56666666667
"540",751.858181818182,780.909090909091,679.836363636364,806.105454545455,738.885454545455,696.265454545455,732.641818181818,715.985454545454,737.276363636364,693.232727272727
"551",1106.6875,1129.2875,1026.475,1154.7375,1087.5125,1069.6875,1087.475,1146.3125,1115.025,1052.3375
"559",1266.35859375,1288.96015625,1186.15234375,1314.43046875,1247.21171875,1229.37421875,1247.15234375,1306.00390625,1274.72109375,1212.04609375
"560",2140.10434782609,2162.70434782609,2059.88695652174,2188.15652173913,2120.94347826087,2103.10869565217,2120.88695652174,2179.74347826087,2148.45217391304,2085.76956521739
