"County","FIPS","StateFIPS","CountyFIPS"
"BelknapCounty",33001,33,1
"CarrollCounty",33003,33,3
"CheshireCounty",33005,33,5
"CoosCounty",33007,33,7
"GraftonCounty",33009,33,9
"HillsboroughCounty",33011,33,11
"MerrimackCounty",33013,33,13
"RockinghamCounty",33015,33,15
"StraffordCounty",33017,33,17
"SullivanCounty",33019,33,19
