"SCTG","PctEmpty","N"
1,0.404712182455824,5
2,0.409262159847782,4
3,0.170845308113889,16
4,0.509334401774907,17
5,0.199516035193507,3
6,0.26880872526214,10
7,0.25270105307988,32
8,0.209453973305391,3
9,0.220797674677544,0
10,0.345868222703136,3
11,0.374069676854668,27
12,0.418313251207994,141
13,0.382289317879428,8
14,0.330631811974,0
15,0.394477968299597,0
16,0.411406611770122,2
17,0.405256894636644,8
18,0.225435615874532,25
19,0.309009229985055,12
20,0,13
21,0.163003296356002,1
22,0.381398011930285,2
23,0.329297413853261,4
24,0.259173648542417,8
25,0.459233463900833,59
26,0.348830904532376,56
27,0.207833893632727,1
28,0.263777395396209,10
29,0.142965266998763,5
30,0.150707615637309,7
31,0.342702193513845,58
32,0.217604044021483,8
33,0.106859679888772,45
34,0.363863697159262,26
35,0.159588441529491,5
36,0.395773092913614,20
37,0.179037995207116,7
38,0.253528170079209,0
39,0.317523967310299,11
40,0.251489250900578,229
41,0.331973656421199,68
43,0.156220340207194,14
99,0.377666020609811,8
