"County","Density"
"BelknapCounty",103.4
"CarrollCounty",46.7
"CheshireCounty",72.4
"CoosCounty",12.2
"GraftonCounty",36.3
"HillsboroughCounty",125
"MerrimackCounty",90.8
"RockinghamCounty",168.7
"StraffordCounty",129.3
"SullivanCounty",53.4
