"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.122549959181878,0.877450040818122,1,4
2,0.473499644401482,0.526500355598518,4,0
3,0.695803627748671,0.304196372251329,12,3
4,0.820471863690236,0.179528136309764,13,1
5,0.0763722238391646,0.923627776160835,3,0
6,0.192501294148437,0.807498705851563,7,0
7,0.291368989639122,0.708631010360878,11,18
8,0.233455388714992,0.766544611285008,2,1
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,2,1
11,0.742482751173475,0.257517248826525,17,4
12,0.730999904017857,0.269000095982143,104,24
13,0.574043705293349,0.425956294706651,4,3
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,0,0
16,0.292247289852626,0.707752710147374,1,1
17,0.0512840369554983,0.948715963044502,0,4
18,0.701009898198255,0.298990101801745,17,6
19,0.644024263836896,0.355975736163104,7,3
20,0.807174887892377,0.192825112107623,10,1
21,0.48565728180227,0.51434271819773,1,0
22,0.634547071721447,0.365452928278553,2,0
23,0.220262195048898,0.779737804951102,3,1
24,0.143309869173441,0.856690130826559,1,5
25,0.456206288411888,0.543793711588112,31,21
26,0.358192886036571,0.641807113963429,27,20
27,0.0664638925860683,0.933536107413932,0,1
28,0.13006920545436,0.86993079454564,1,6
29,0.499509853805331,0.500490146194669,3,2
30,0.122154702334916,0.877845297665084,7,0
31,0.766236010423443,0.233763989576557,46,11
32,0.111509729259209,0.888490270740792,3,3
33,0.823505301595108,0.176494698404892,29,10
34,0.0347088201749799,0.96529117982502,2,20
35,0.267488635666556,0.732511364333444,4,0
36,0.462260421732527,0.537739578267473,13,4
37,0.0687078468861626,0.931292153113837,1,5
38,0.301345390186715,0.698654609813286,0,0
39,0.187779510082017,0.812220489917983,9,0
40,0.603795333461646,0.396204666538354,145,54
41,0.851097701101128,0.148902298898872,59,5
43,0.0677932482474428,0.932206751752557,2,10
99,0.646446399835973,0.353553600164027,6,2
