"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.258261341856884,0.741738658143116,3,8
2,0.426642039740268,0.573357960259732,36,42
3,0.730164751090995,0.269835248909005,9,4
4,0.634739524666883,0.365260475333117,11,5
5,0.0763722238391646,0.923627776160835,1,2
6,0.192501294148437,0.807498705851563,4,4
7,0.310501098838884,0.689498901161116,9,16
8,0.233455388714992,0.766544611285008,1,8
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,0,0
11,0.532061763030145,0.467938236969855,0,2
12,0.882481743746744,0.117518256253255,66,9
13,0.648592438141304,0.351407561858696,14,3
14,0.296984478905375,0.703015521094625,0,0
15,0.15081015430219,0.84918984569781,6,17
16,0.292247289852626,0.707752710147374,2,1
17,0,1,0,10
18,0.742412192630873,0.257587807369127,15,4
19,0.458896381705954,0.541103618294046,4,5
20,0.153884141884506,0.846115858115494,0,0
21,0.48565728180227,0.51434271819773,0,0
22,0.60985507314134,0.39014492685866,9,6
23,0.220262195048898,0.779737804951102,1,5
24,0.143309869173441,0.856690130826559,0,4
25,0.498259579466958,0.501740420533042,14,12
26,0.486284321110944,0.513715678889056,19,17
27,0.0664638925860683,0.933536107413932,0,2
28,0.13006920545436,0.86993079454564,0,5
29,0.499509853805331,0.500490146194669,1,1
30,0.122154702334916,0.877845297665084,2,2
31,0.513592024482956,0.486407975517043,46,13
32,0.117304323419251,0.882695676580749,6,14
33,0.47260197272351,0.52739802727649,40,21
34,0.135065204493125,0.864934795506875,8,39
35,0.267488635666556,0.732511364333444,5,0
36,0.258996347554525,0.741003652445475,17,30
37,0.0687078468861626,0.931292153113837,2,3
38,0.301345390186715,0.698654609813286,0,0
39,0.187779510082017,0.812220489917983,5,4
40,0.423260583214431,0.576739416785569,80,54
41,0.551863336306569,0.448136663693431,32,7
43,0.0556003674604884,0.944399632539512,3,32
99,0.646446399835973,0.353553600164027,5,1
