"SCTG","Payload","N"
1,6.53659482294128,11
2,15.5022751163727,78
3,5.02413302794161,13
4,8.3202358870032,16
5,15.3568767024241,3
6,5.92686271885712,8
7,9.8664190432547,25
8,10.2941785681165,9
9,12.5303662811142,0
10,12.7559630168912,0
11,14.7601763932821,2
12,16.3322035279422,75
13,16.1977924733518,17
14,19.7343283246373,0
15,29.0804959243726,23
16,14.0428921341034,3
17,25.7715186203706,10
18,6.87973139677125,19
19,9.3205966594687,9
20,14.6935220971178,0
21,5.12434471305138,0
22,12.8415302429571,15
23,12.2174191704086,6
24,9.66549316294252,4
25,13.7527187318369,26
26,6.85102745286688,36
27,16.5382555630002,2
28,13.1552492378572,5
29,5.51350467372506,2
30,10.307661585523,4
31,17.2363229667078,59
32,14.8357033252731,20
33,5.02686493855725,61
34,16.2396953177695,47
35,6.91185118160956,5
36,15.355282929144,47
37,17.1134794135312,5
38,4.51852664992441,0
39,7.06406860103406,9
40,7.30816542425273,134
41,8.0930734402901,39
43,13.508707018767,35
99,10.8934974922361,6
