"FAFZone","AdairCounty","AllenCounty","AndersonCounty","BallardCounty","BarrenCounty","BathCounty","BellCounty","BooneCounty","BourbonCounty","BoydCounty","BoyleCounty","BrackenCounty","BreathittCounty","BreckinridgeCounty","BullittCounty","ButlerCounty","CaldwellCounty","CallowayCounty","CampbellCounty","CarlisleCounty","CarrollCounty","CarterCounty","CaseyCounty","ChristianCounty","ClarkCounty","ClayCounty","ClintonCounty","CrittendenCounty","CumberlandCounty","DaviessCounty","EdmonsonCounty","ElliottCounty","EstillCounty","FayetteCounty","FlemingCounty","FloydCounty","FranklinCounty","FultonCounty","GallatinCounty","GarrardCounty","GrantCounty","GravesCounty","GraysonCounty","GreenCounty","GreenupCounty","HancockCounty","HardinCounty","HarlanCounty","HarrisonCounty","HartCounty","HendersonCounty","HenryCounty","HickmanCounty","HopkinsCounty","JacksonCounty","JeffersonCounty","JessamineCounty","JohnsonCounty","KentonCounty","KnottCounty","KnoxCounty","LarueCounty","LaurelCounty","LawrenceCounty","LeeCounty","LeslieCounty","LetcherCounty","LewisCounty","LincolnCounty","LivingstonCounty","LoganCounty","LyonCounty","McCrackenCounty","McCrearyCounty","McLeanCounty","MadisonCounty","MagoffinCounty","MarionCounty","MarshallCounty","MartinCounty","MasonCounty","MeadeCounty","MenifeeCounty","MercerCounty","MetcalfeCounty","MonroeCounty","MontgomeryCounty","MorganCounty","MuhlenbergCounty","NelsonCounty","NicholasCounty","OhioCounty","OldhamCounty","OwenCounty","OwsleyCounty","PendletonCounty","PerryCounty","PikeCounty","PowellCounty","PulaskiCounty","RobertsonCounty","RockcastleCounty","RowanCounty","RussellCounty","ScottCounty","ShelbyCounty","SimpsonCounty","SpencerCounty","TaylorCounty","ToddCounty","TriggCounty","TrimbleCounty","UnionCounty","WarrenCounty","WashingtonCounty","WayneCounty","WebsterCounty","WhitleyCounty","WolfeCounty","WoodfordCounty"
"11",332.82,274.88,399.2,367.49,301.48,456.51,348.24,469.33,435.35,524.61,382.21,483.26,444.55,350,366.76,294.69,312.695,320.85,483.32,326.41,429.47,500.17,352.03,278.97,428.66,388.17,289.27,334.4,301.99,340.83,302.88,493.56,429.14,417.83,476.14,458.97,411.25,310.69,445.14,382.86,460.93,338.12,325.49,333.87,529.6,367.28,347.9,388.09,449.22,314.49,347.1,423.2,312.66,315.3,402.57,381.32,411.09,481.44,474.6,440.51,368.18,342.06,363.97,516.12,419.92,415.57,427.88,511.46,371.25,332.22,265.32,311.58,346.21,305.04,333.4,408.64,480.1,360.47,334.49,494.07,476.35,368.8,468.64,394.54,314.97,296.22,448.24,471.53,308.58,363.9,452.21,316.01,401.7,448.64,414.87,469.93,422.76,467.01,448.03,342.81,468.64,382.32,474.12,325.5,430.54,408.4,256.73,387.5,343.24,273.83,296.47,427.4,357.12,274.49,375.88,312.92,335.39,340.87,450.71,415.22
"12",577.8,510.6,642.65,511.25,538.4,701.8,586.3,705.85,679.8,769.9,640.8,727.5,683.1,585.6,602.4,530.3,548.3,470.4,719.85,493.15,665.1,745.45,611.35,514.6,672.65,626.7,535.4,570,545.25,576.45,538.5,733.05,671.6,662.3,721.4,697.5,654.7,477.45,680.8,624.3,703.95,486.3,561.1,572.7,774.85,602.9,583.5,626.15,693.5,550.1,582.7,658.8,479.4,550.9,640,616.95,668,720,711.1,679.05,606.25,577.7,602,751.8,657.35,654.1,665.95,756.75,611.25,532.55,500.95,547.2,508.85,546.85,569,651.1,718.45,603.75,523.05,732.6,720.8,604.4,713.9,648.8,556,540.7,693.5,709.9,544.2,599.5,696.7,551.65,637.3,686.3,653.4,714.2,661.3,703.9,690.85,582.6,712.9,624.8,719.4,564.2,671.7,644,492.35,623.15,586.5,509.45,532.1,663,592.75,510.1,619.5,559.05,571,578.9,689.1,651.9
"19",389.230909090909,333.570909090909,458.261818181818,407.149090909091,360.458181818182,506.650909090909,406.394545454545,523.749090909091,487.223636363636,574.741818181818,446.174545454545,535.372727272727,498.389090909091,411.570909090909,428.325454545455,356.247272727273,373.003636363636,364.909090909091,537.749090909091,381.589090909091,490.698181818182,550.310909090909,412.987272727273,340.523636363636,478.585454545455,442.014545454545,353.443636363636,393.152727272727,362.287272727273,402.407272727273,364.445454545455,545.807272727273,479.241818181818,469.694545454545,526.289090909091,512.807272727273,470.783636363636,363.469090909091,505.458181818182,445.303636363636,513.452727272727,380.961818181818,387.054545454545,391.250909090909,579.734545454545,428.834545454545,409.46,446.254545454545,501.318181818182,376.054545454545,408.676363636364,484.032727272727,365.421818181818,376.876363636364,454.14,442.894545454545,471.803636363636,535.274545454545,529.018181818182,494.36,425.14,403.62,417.667272727273,568.134545454545,471.481818181818,469.412727272727,489.56,561.596363636364,431.28,385.481818181818,326.892727272727,371.094545454545,393.098181818182,372.710909090909,394.981818181818,458.741818181818,532.336363636364,417.834545454545,378.103636363636,547.912727272727,528.243636363636,430.376363636364,518.778181818182,455.352727272727,372.883636363636,354.085454545455,498.370909090909,523.774545454545,370.147272727273,425.456363636364,504.081818181818,377.598181818182,463.254545454545,501.050909090909,468.721818181818,522.036363636364,476.6,524.562727272727,497.636363636364,399.732727272727,520.734545454545,432.425454545455,524.249090909091,385.14,483.236363636364,469.512727272727,318.309090909091,449.085454545455,400.610909090909,335.409090909091,357.203636363636,488.630909090909,416.574545454545,336.054545454545,434.350909090909,377.092727272727,396.889090909091,398.438181818182,502.954545454545,468.169090909091
"20",1132.30689655172,1143.19655172414,1100.39310344828,1163.9724137931,1127.00689655172,1140.50689655172,1192.91034482759,1069.40689655172,1115.6275862069,1151.9724137931,1119.43448275862,1087.45517241379,1167.72413793103,1103.77931034483,1078.19655172414,1112.60344827586,1121.52413793103,1121.53448275862,1068.42413793103,1166.54827586207,1070.11379310345,1144.30689655172,1135.11724137931,1109.18275862069,1123.78620689655,1176.43448275862,1164.28275862069,1081.08275862069,1151.54137931034,1084.41034482759,1126.85862068966,1152.67931034483,1141.36896551724,1114.02413793103,1113.6724137931,1192.74137931034,1098.51379310345,1188.51379310345,1084.05172413793,1127.14482758621,1083.25517241379,1104.77413793104,1115.2,1118.18275862069,1144.20689655172,1091.17586206897,1097.0275862069,1214.26551724138,1099.94137931034,1113.00689655172,1064.7724137931,1069.9,1175.03793103448,1089.43103448276,1152.19310344828,1069.2724137931,1119.23448275862,1185.38620689655,1068.65862068966,1195.98620689655,1177.56206896552,1103.61379310345,1161.5,1170.7,1157.03448275862,1194.38620689655,1206.5275862069,1121.7275862069,1130.67931034483,1111.66551724138,1128.56551724138,1113.57586206897,1088.98620689655,1165.66896551724,1087.05172413793,1131.66206896552,1173.18620689655,1108.71724137931,1105.54137931034,1183.63793103448,1101.0275862069,1091.46551724138,1148.45862068966,1109.53793103448,1139.07586206897,1143.98965517241,1135.08965517241,1145.14482758621,1105.53103448276,1090.86551724138,1125.4275862069,1098.69310344828,1076.71379310345,1095.97586206897,1169.84137931034,1084.58620689655,1185.59310344828,1210.92413793103,1138.26551724138,1147.05862068966,1109.38620689655,1145.09310344828,1128.91034482759,1143.4724137931,1102.85172413793,1086.07931034483,1151.69655172414,1084.85517241379,1121.07586206897,1120.07586206897,1128.23448275862,1059.25517241379,1070.19310344828,1138.26896551724,1104.29655172414,1164.8,1083.3275862069,1178.60344827586,1153.93793103448,1103.84482758621
"41",1821.25,1754.1,1807.45,1553.95,1781.9,1869.75,1941.75,1839.85,1842.25,1937.85,1836.5,1881,1911.35,1734.15,1775.65,1737.6,1662.2,1644.15,1853.85,1556.35,1799.05,1913.45,1854.85,1682.6,1844.25,1916.6,1823.8,1667.1,1818.5,1703.85,1782,1928.55,1871.05,1829.35,1889.4,1949.5,1804.55,1603.9,1814.75,1848.25,1845.75,1627.2,1752.4,1816.2,1942.85,1714.15,1787.5,1974.35,1850.95,1793.6,1673.85,1795,1620.3,1686.5,1887.6,1762.05,1836.2,1938.25,1845.1,1968.95,1918.35,1798.3,1893.85,1966.45,1894.95,1944,1983.15,1924.75,1880.1,1647.15,1717.65,1650.1,1569.05,1871.2,1733.8,1856.25,1919.65,1844.25,1633.3,1963.9,1883.35,1751.6,1881.9,1821.35,1799.5,1778.8,1861.5,1911.05,1706.2,1795,1859.15,1731.15,1771.25,1826.9,1914.55,1863.35,1951.2,1977.25,1866.35,1859.5,1870.35,1886.5,1887.35,1837.3,1823.35,1785.6,1735.85,1783.75,1830,1694.55,1680.6,1797,1656.55,1753.6,1815.5,1847.45,1695.1,1891.5,1890.25,1812.75
"42",1772.35,1705.2,1827.9,1595.85,1732.95,1853.9,1892.85,1823.975,1826.45,1922,1826.1,1865.15,1924.1,1752.5,1787.65,1713.2,1637.8,1595.2,1837.975,1585.15,1783.2,1897.6,1805.9,1649.55,1828.4,1867.7,1774.9,1642.7,1769.6,1718.05,1733.1,1912.7,1884.4,1847.6,1873.55,1938.5,1788.75,1554.95,1798.9,1841.7,1829.95,1578.3,1728,1767.25,1927,1698.325,1763.1,1925.4,1835.1,1744.7,1658.025,1779.15,1571.4,1662.1,1877.9,1746.2,1853.3,1922.4,1829.25,1920.05,1869.4,1772.25,1844.9,1950.6,1895.25,1895.1,1934.2,1908.85,1838.6,1622.75,1668.75,1625.65,1600.8,1822.25,1691.8,1863.9,1903.8,1798.3,1604.4,1973.6,1867.45,1735.75,1866.05,1834.1,1750.6,1729.85,1845.65,1895.25,1681.8,1784.8,1843.3,1706.75,1755.45,1811.05,1894.4,1847.45,1902.3,1977.15,1850.5,1810.6,1854.525,1837.55,1871.525,1788.4,1807.5,1769.75,1686.95,1767.85,1781.1,1656.25,1631.65,1781.15,1670.25,1704.7,1804.8,1798.55,1670.7,1842.6,1874.4,1796.85
"49",1745.83636363636,1678.64545454545,1760.14545454545,1517.16363636364,1706.43636363636,1819.18636363637,1866.33636363636,1789.23181818182,1791.69545454546,1887.26818181818,1785.46363636364,1830.39545454545,1866.59090909091,1690.95454545455,1730.72727272727,1651.09090909091,1575.69090909091,1568.69090909091,1803.23181818182,1515.99090909091,1748.46818181819,1862.84090909091,1779.4,1599.97272727273,1793.64090909091,1841.17272727273,1748.37272727273,1580.6,1743.08181818182,1659.5,1706.55454545455,1877.96818181819,1826.50909090909,1781.83636363636,1838.81363636363,1898.28181818182,1753.98636363637,1528.43636363636,1764.15909090909,1798.26363636364,1795.18636363637,1551.76363636364,1665.89090909091,1740.73636363636,1892.25,1663.58636363637,1701.00909090909,1898.9,1800.35,1718.16363636364,1623.26818181818,1744.39545454545,1544.87272727273,1599.99090909091,1836.74545454545,1711.44090909091,1792.65454545455,1887.66818181819,1794.50454545454,1893.50909090909,1842.9,1716.59090909091,1818.39090909091,1915.85,1846.83636363636,1868.58181818182,1907.69090909091,1874.12272727273,1801.35454545455,1560.63636363636,1642.20909090909,1563.56363636364,1529.49090909091,1795.73636363636,1655.3,1810.13636363636,1869.04090909091,1767.5,1552.40909090909,1918.33636363636,1832.71818181818,1700.99545454546,1831.30454545454,1776.64545454545,1724.05454545455,1703.33636363636,1810.89545454545,1860.49545454546,1619.68181818182,1744,1808.55909090909,1644.63636363636,1720.69545454546,1776.30454545454,1860.84545454545,1812.71818181818,1875.75454545455,1929,1815.74090909091,1784.04545454545,1819.76818181818,1811.03636363636,1836.76818181818,1761.86363636364,1772.75,1734.99545454546,1660.40909090909,1733.12272727273,1754.58181818182,1616.24545454545,1605.13636363636,1746.39545454545,1612.06363636364,1678.16363636364,1764.36363636364,1772.00909090909,1608.59090909091,1816.08181818182,1839.66818181819,1762.12272727273
"50",514.928666666667,452.806,560.399333333333,318.772666666667,475.539333333333,624.908666666667,636.129333333334,622.702,597.435333333333,693.004666666667,558.196666666667,646.09,659.506,484.199333333333,520.55,444.078666666666,368.478,331.731333333333,636.702,312.983333333333,581.934,668.579333333333,549.180666666667,385.012666666667,599.383333333333,610.986,522.304666666667,373.387333333333,512.188666666667,450.664666666667,471.208,683.692,618.631333333333,580.202,644.55,681.543333333333,572.956666666667,292.874,597.618666666667,574.694,621.586,313.974666666667,458.679333333333,508.746,697.993333333334,479.527333333333,494.088666666667,668.71,612.344,487.767333333333,433.704666666667,575.987333333333,306.071333333333,392.778,616.347333333333,534.838,585.948666666667,693.086,627.978,663.847333333333,612.699333333333,504.563333333333,588.192666666667,721.589333333334,634.991333333333,638.384666666667,678.075333333333,679.862,574.911333333333,353.416666666667,410.568666666667,356.340666666667,327.774,567.972666666667,422.503333333333,600.460666666667,674.784666666667,535.000666666667,337.571333333333,710.460666666667,638.452666666667,508.828666666667,637.046,566.184666666667,493.160666666667,478.787333333333,616.634,666.219333333333,412.459333333333,516.872666666667,614.294,437.418,554.17,603.85,639.91,632.396666666667,646.135333333333,717.104666666667,621.483333333333,553.176666666667,631.764666666667,579.787333333333,642.51,530.975333333333,590.084666666667,561.616666666667,432.052666666667,540.660666666667,519.952666666667,395.240666666667,365.599333333333,579.866,401.683333333333,444.872666666667,536.914,545.115333333333,401.364,589.616666666667,645.400666666667,569.459333333333
"61",2130.42,2063.22,2135.6,1882.12,2091.02,2197.92,2250.92,2168.02,2170.46,2266.02,2164.66,2209.16,2239.48,2062.32,2103.82,2022.24,1946.86,1953.28,2182.02,1884.52,2127.22,2241.6,2164.02,1975.82,2172.42,2225.76,2132.96,1951.76,2127.7,2032.02,2091.14,2256.72,2199.24,2157.52,2217.58,2277.66,2132.72,1913.02,2142.92,2176.42,2173.92,1936.36,2037.04,2125.32,2271.02,2042.32,2072.16,2283.52,2179.12,2102.74,2002.02,2123.16,1929.46,1971.16,2215.76,2090.22,2164.36,2266.42,2173.26,2278.12,2227.5,2084.52,2202.98,2294.62,2223.12,2253.16,2292.3,2252.9,2181.82,1931.8,2026.82,1934.72,1897.2,2180.32,2036.04,2184.42,2247.82,2150.4,1922.44,2292.06,2211.48,2079.74,2210.06,2149.54,2108.64,2087.92,2189.66,2239.24,1990.82,2123.16,2187.32,2015.82,2099.46,2155.06,2242.72,2191.48,2260.34,2305.42,2194.52,2168.62,2198.52,2195.62,2215.52,2146.46,2151.52,2113.74,2045.02,2111.9,2139.2,1993.14,1989.72,2125.16,1984.72,2062.74,2143.66,2156.62,1979.74,2200.7,2218.42,2140.9
"62",2304,2255.84285714286,2269.6,2105.4,2264.61428571429,2331.91428571429,2411.9,2294.2,2304.45714285714,2400,2298.67142857143,2321.75714285714,2373.47142857143,2196.3,2237.8,2209.04285714286,2173.67142857143,2152.08571428571,2292.7,2107.8,2261.21428571429,2375.6,2322.6,2202.61428571429,2306.4,2386.77142857143,2320.71428571429,2135.34285714286,2301.27142857143,2166,2245.78571428571,2390.7,2333.24285714286,2291.48571428571,2351.58571428571,2411.67142857143,2266.71428571429,2131.3,2276.9,2310.41428571429,2315.35714285714,2127.82857142857,2222.07142857143,2298.87142857143,2408.38571428571,2176.34285714286,2237.27142857143,2444.48571428571,2313.1,2270.95714285714,2136.04285714286,2257.17142857143,2120.77142857143,2173.68571428571,2349.77142857143,2224.2,2298.37142857143,2400.41428571429,2293.07142857143,2416.6,2388.48571428571,2276.61428571429,2363.97142857143,2428.6,2357.15714285714,2414.17142857143,2432.68571428571,2374.07142857143,2315.8,2158.6,2238.98571428571,2161.5,2123.98571428571,2369.21428571429,2170.04285714286,2318.41428571429,2381.8,2284.4,2149.25714285714,2426.07142857143,2342.47142857143,2213.75714285714,2344.07142857143,2283.57142857143,2282.24285714286,2290.54285714286,2323.67142857143,2373.24285714286,2198.24285714286,2257.17142857143,2321.3,2187.78571428571,2233.45714285714,2289.07142857143,2376.7,2317.38571428571,2400.74285714286,2439.4,2328.5,2340.84285714286,2332.54285714286,2338.91428571429,2349.54285714286,2320.07142857143,2285.5,2247.75714285714,2248.6,2245.88571428571,2303.27142857143,2219.95714285714,2183.88571428571,2259.17142857143,2118.7,2233.17142857143,2277.67142857143,2339.4,2143.24285714286,2390.08571428571,2352.41428571429,2274.88571428571
