"FAFZone","AdairCounty","AllenCounty","AndersonCounty","BallardCounty","BarrenCounty","BathCounty","BellCounty","BooneCounty","BourbonCounty","BoydCounty","BoyleCounty","BrackenCounty","BreathittCounty","BreckinridgeCounty","BullittCounty","ButlerCounty","CaldwellCounty","CallowayCounty","CampbellCounty","CarlisleCounty","CarrollCounty","CarterCounty","CaseyCounty","ChristianCounty","ClarkCounty","ClayCounty","ClintonCounty","CrittendenCounty","CumberlandCounty","DaviessCounty","EdmonsonCounty","ElliottCounty","EstillCounty","FayetteCounty","FlemingCounty","FloydCounty","FranklinCounty","FultonCounty","GallatinCounty","GarrardCounty","GrantCounty","GravesCounty","GraysonCounty","GreenCounty","GreenupCounty","HancockCounty","HardinCounty","HarlanCounty","HarrisonCounty","HartCounty","HendersonCounty","HenryCounty","HickmanCounty","HopkinsCounty","JacksonCounty","JeffersonCounty","JessamineCounty","JohnsonCounty","KentonCounty","KnottCounty","KnoxCounty","LarueCounty","LaurelCounty","LawrenceCounty","LeeCounty","LeslieCounty","LetcherCounty","LewisCounty","LincolnCounty","LivingstonCounty","LoganCounty","LyonCounty","McCrackenCounty","McCrearyCounty","McLeanCounty","MadisonCounty","MagoffinCounty","MarionCounty","MarshallCounty","MartinCounty","MasonCounty","MeadeCounty","MenifeeCounty","MercerCounty","MetcalfeCounty","MonroeCounty","MontgomeryCounty","MorganCounty","MuhlenbergCounty","NelsonCounty","NicholasCounty","OhioCounty","OldhamCounty","OwenCounty","OwsleyCounty","PendletonCounty","PerryCounty","PikeCounty","PowellCounty","PulaskiCounty","RobertsonCounty","RockcastleCounty","RowanCounty","RussellCounty","ScottCounty","ShelbyCounty","SimpsonCounty","SpencerCounty","TaylorCounty","ToddCounty","TriggCounty","TrimbleCounty","UnionCounty","WarrenCounty","WashingtonCounty","WayneCounty","WebsterCounty","WhitleyCounty","WolfeCounty","WoodfordCounty"
"179",372.8925,339.861875,337.935,244.005,346.01875,400.72,475.0525,325.1075,371.023125,441.22125,363.543125,355.493125,442.25,282.88375,304.48625,292.106875,270.649375,278.724375,327.42,249.48,311.22875,425.06375,385.79,281.20625,375.18625,449.896875,402.40375,233.838125,382.94875,250.223125,333.9525,438.7125,401.756875,359.93625,385.98625,480.438125,335.7475,282.72875,331.783125,376.1125,341.504375,252.964375,311.62875,358.651875,434.809375,263.314375,315.193125,507.625,359.65625,342.179375,220.274375,309.491875,263.349375,251.68,416.818125,292.26875,366.451875,469.21,325.129375,483.165,451.60875,336.425,427.10125,469.80625,425.929375,477.294375,498.9125,405.591875,381.34875,263.524375,313.4875,262.044375,229.990625,430.47375,253.45,386.93875,450.59,348.18625,255.600625,481.105625,371.053125,299.09625,412.841875,351.276875,363.9275,371.938125,392.436875,424.96625,277.605,321.018125,386.7,271.1425,302.858125,347.550625,445.4725,347.994375,466.974375,508.18625,397.28625,402.0675,375.7625,404.7675,400.775,389.381875,352.343125,316.966875,328.4025,314.5425,363.065625,298.10875,283.554375,298.27375,218.033125,316.54875,341.449375,414.619375,238.19125,451.949375,421.21,343.5125
"181",357.12,373.78,308.42,383.78,349.06,369.48,449.42,260.92,331.48,386.96,337.5,288.48,411.02,313.6,274.56,354.14,343.14,416.38,259.42,388.12,262.22,375.28,361.42,339.3,343.92,424.3,405.96,325.34,386.5,298.02,348.82,388.02,370.78,329.02,328.52,449.18,305.58,424.3,283.28,349.28,282.08,390.78,331.02,335.58,375.12,292.8,303.28,482.02,307.52,327.68,271.54,261.88,401.08,309.14,387.3,260.92,338.46,437.96,259.8,454.12,426.02,313.36,401.52,415.52,394.68,451.7,470.22,340.8,354.66,388.72,387.18,354.38,366.68,408.08,305.54,355.96,419.32,321.12,391.98,435.28,309.22,294.82,381.58,322.38,367.48,374.98,361.18,376.52,333.74,293.88,346.42,319.36,272.28,301.48,414.22,284.12,438.28,476.92,366.02,379.68,321.98,376.46,351.78,374.18,311.98,286.58,386.72,284.72,340,355.94,362.14,245.62,299.86,366.22,314.38,406.72,299.84,427.62,389.96,313.72
"182",222.694444444444,239.333333333333,170.461111111111,327.119444444444,214.616666666667,224.172222222222,304.133333333333,121.516666666667,190.333333333333,250.638888888889,200.911111111111,150.177777777778,265.694444444444,173.666666666667,140.116666666667,217.922222222222,267.505555555556,316.283333333333,121.305555555556,332.069444444444,122.127777777778,239.072222222222,222.738888888889,263.672222222222,198.616666666667,278.988888888889,271.894444444444,252.866666666667,252.061111111111,185.255555555556,214.361111111111,251.066666666667,225.477777777778,183.705555555556,190.188888888889,303.883333333333,163.594444444444,360.425,140.083333333333,209.5,142.694444444444,326.455555555556,196.577777777778,201.15,235.233333333334,169.75,168.855555555556,336.705555555556,170.911111111111,193.25,199.066666666667,121.172222222222,348.319444444444,235.455555555556,241.988888888889,126.477777777778,193.738888888889,292.65,120.411111111111,308.822222222222,280.694444444444,178.916666666667,256.194444444444,279.755555555555,249.377777777778,306.388888888889,324.9,202.488888888889,215.361111111111,297.644444444444,251.75,278.772222222222,309.102777777778,270.961111111111,212.711111111111,210.644444444444,274.016666666667,186.677777777778,299.905555555556,298.644444444445,170.888888888889,154.511111111111,236.288888888889,185.805555555556,233.038888888889,240.538888888889,215.883333333333,241.072222222222,231.488888888889,159.45,205.6,211.088888888889,132.194444444444,155.888888888889,268.905555555556,145.788888888889,292.977777777778,331.605555555556,220.716666666667,242.038888888889,183.666666666667,231.15,216.555555555556,239.75,170.927777777778,145.166666666667,249.211111111111,150.266666666667,205.561111111111,266.577777777778,286.466666666667,104.922222222222,227.416666666667,229.005555555556,179.95,269.627777777778,227.377777777778,282.288888888889,244.65,173.955555555556
"183",343.35,359.9875,285.84375,456.075,335.2625,298.23125,378.20625,189.69375,255.68125,299.85,313.28125,218.09375,339.78125,299.825,260.7625,346.9,400.475,449.2375,189.03125,460.425,228.29375,304.5875,334.28125,396.625,272.69375,353.06875,384.46875,382.6375,372.725,308.0125,335.0375,317.35,299.55625,257.79375,256.975,369.2375,274.50625,496.6,212.05625,295.49375,210.8375,463.1,317.2375,321.8125,281.2125,294.375,289.5125,410.79375,237.13125,313.9125,328.85,226.23125,473.375,366.4875,316.06875,247.1375,273.16875,352.33125,187.96875,382.89375,354.79375,299.575,330.28125,331.3875,323.45,380.46875,398.99375,268.45,320.75625,430.6,382.1375,411.725,439,362.33125,333.15,284.71875,348.09375,307.95625,432.875,351.15,239.11875,281.025,310.35625,298.16875,353.7,361.2,289.95625,305,368.3125,280.1125,266.14375,350.4375,250.63125,230.26875,342.99375,213.73125,367.05625,396.975,294.79375,332.33125,251.56875,305.21875,280.225,352.99375,240.75625,263.43125,372.95,270.9375,326.225,398.95,419.4375,208.5375,357.2,352.4625,300.24375,360.99375,357.15,356.36875,318.71875,274.46875
"189",239.666393442623,244.032786885246,187.336885245901,309.420491803279,228.593442622951,240.52868852459,320.290983606557,160.559016393443,207.923770491803,276.573770491803,217.223770491803,191.940163934426,282.072950819672,179.832786885246,161.214754098361,216.029508196721,253.42131147541,304.673770491803,163.737704918032,315.838524590164,154.910655737705,262.168032786886,239.574590163934,249.591803278689,214.995901639344,295.153278688524,280.735245901639,240.008196721311,265.408196721311,181.304918032787,222.337704918033,275.857377049181,241.840163934426,200.088524590164,224.238524590163,320.186885245902,181.500819672131,343.905737704918,166.494262295082,225.110655737705,177.12868852459,309.874590163934,202.949180327869,219.683606557377,269.248360655737,170.45737704918,184.13606557377,352.877868852459,197.225409836066,210.608196721311,186.26393442623,155.219672131148,333.812295081967,222.94262295082,258.363114754098,147.583606557377,210.777868852459,308.768032786885,160.443442622951,325.194262295082,296.868032786885,197.445901639344,272.360655737705,306.288524590164,265.743442622951,322.548360655738,341.279508196721,242.540163934426,232.195081967213,283.872131147541,247.047540983607,264.683606557377,290.759836065574,284.053278688525,201.855737704918,227.02131147541,290.394262295082,206.537704918033,287.639344262295,317.268852459017,208.551639344262,165.940983606557,252.664754098361,202.113934426229,246.762295081967,254.516393442623,232.253278688525,262.499180327869,223.5,179.504918032787,223.038524590164,206.029508196721,152.395081967213,182.318852459017,285.287704918033,184.801639344263,309.343442622951,347.927049180328,237.094262295082,255.848360655738,213.487704918033,247.519672131148,238.146721311476,253.102459016393,188.481147540983,165.419672131147,249.119672131148,169.091803278688,222.701639344263,253.155737704918,272.391803278689,141.529508196721,214.622950819672,230.526229508197,198.802459016393,279.98606557377,214.577049180328,298.311475409836,261.019672131148,189.590983606558
"190",714.794949494949,684.54191919192,668.512121212121,534.987878787879,696.84292929293,731.573232323233,811.554040404041,624.632828282829,695.099494949495,751.930808080808,697.573232323233,652.185353535353,773.107575757575,624.567171717172,634.936868686869,637.292424242424,607.728787878787,593.34595959596,623.132828282829,537.173232323232,624.408585858585,741.64595959596,721.512121212121,627.074242424243,706.046969696969,786.399494949495,753.499494949495,569.410606060606,734.04191919192,594.25707070707,688.208585858586,752.616161616161,732.879292929293,691.137373737374,693.014646464647,811.288383838383,665.64696969697,561.689393939394,647.473232323232,709.346969696969,646.642929292929,556.742424242424,667.346969696969,695.961111111111,739.75,604.585353535354,659.524747474748,844.137373737374,672.218686868687,685.231818181818,564.287373737373,625.65707070707,550.117676767677,601.916666666667,749.399494949495,621.30808080808,697.272222222223,800.064141414141,623.495454545455,816.246969696969,788.120707070707,673.736868686869,763.607575757575,780.521717171717,756.782323232324,813.799494949495,832.321212121212,704.495454545455,714.736868686869,592.674747474748,660.571717171717,595.602525252526,558.060101010101,768.14696969697,598.291414141414,718.064141414141,781.444949494949,681.507575757576,583.327777777778,800.687373737373,672.901515151515,643.611616161616,743.699494949494,682.464141414142,715.015656565656,722.75909090909,723.288383838383,742.600505050505,626.489393939393,654.260101010101,710.255050505051,616.045454545455,632.364141414141,665.435858585859,776.336868686868,647.800505050506,800.379292929293,839.046969696969,728.143939393939,739.746969696969,686.839898989899,738.564141414141,717.887373737374,731.184343434343,675.65505050505,646.665151515152,676.856060606061,644.797474747475,700.376262626263,644.115656565657,617.95707070707,608.40202020202,552.774242424242,661.404545454546,674.761111111111,761.233838383838,575.531818181818,789.706565656566,752.064141414141,673.780303030303
"201",646.044444444444,597.877777777778,611.622222222222,442.377777777778,606.666666666667,673.977777777778,753.955555555556,643.833333333333,646.5,742.055555555556,640.7,671.4,715.511111111111,538.333333333333,579.855555555555,550.855555555555,515.466666666666,489.05,642.333333333333,444.777777777777,603.266666666667,717.622222222222,664.622222222222,544.666666666667,648.433333333333,728.8,662.766666666667,477.144444444445,643.3,507.788888888889,587.811111111111,732.755555555556,675.288888888889,633.522222222222,693.6,753.7,608.788888888889,468.266666666667,618.955555555556,652.477777777778,649.988888888889,464.8,564.088888888889,640.888888888889,747.044444444444,518.144444444445,579.3,786.522222222222,655.144444444445,613,477.855555555555,599.2,457.744444444445,515.477777777777,691.8,566.222222222222,640.4,742.466666666667,642.711111111111,758.633333333333,730.522222222222,618.666666666667,706.011111111111,770.644444444445,699.188888888889,756.2,774.722222222222,723.711111111111,657.855555555555,500.622222222222,581.022222222222,503.322222222223,465.788888888889,711.288888888889,511.855555555555,660.466666666667,723.833333333333,626.422222222222,491.066666666666,768.1,692.122222222222,555.8,686.1,625.588888888889,624.288888888889,632.588888888889,665.7,715.288888888889,540.055555555555,599.2,663.333333333333,529.588888888889,575.5,631.1,718.722222222222,667.011111111111,742.788888888889,781.433333333333,670.522222222222,682.877777777778,674.588888888889,680.966666666667,691.588888888889,662.088888888889,627.544444444444,589.8,590.633333333333,587.922222222222,645.3,561.988888888889,525.688888888889,601.2,460.488888888889,575.2,619.7,681.433333333333,485.055555555556,732.1,694.466666666667,616.911111111111
"202",794.116666666667,745.833333333333,769.516666666667,554.516666666667,754.733333333333,831.866666666667,911.833333333333,804.916666666667,804.366666666667,899.933333333333,798.583333333333,837.183333333333,873.416666666667,696.216666666667,737.733333333333,700.166666666667,641.8,601.216666666667,808.116666666667,556.933333333333,761.15,875.516666666667,822.516666666667,670.766666666667,806.316666666667,886.716666666667,810.833333333333,627.016666666667,791.4,665.916666666667,737.216666666667,890.633333333333,833.166666666667,791.416666666667,851.516666666667,911.566666666667,766.65,580.416666666667,776.833333333333,810.366666666667,807.866666666667,576.941666666667,713.483333333333,789.1,904.933333333333,676.266666666667,732.016666666667,944.416666666667,813.016666666667,762.366666666667,635.95,757.066666666667,569.9,662.183333333333,849.716666666667,724.116666666667,798.3,900.35,808.516666666667,916.516666666667,888.416666666667,766.866666666667,863.916666666667,928.516666666667,857.066666666667,914.083333333333,932.616666666667,885.65,815.733333333333,626.75,707.15,629.683333333333,592.15,859.566666666667,669.966666666667,818.35,881.716666666667,784.316666666667,617.416666666667,926.016666666667,852.416666666667,713.683333333333,844.016666666667,783.483333333333,772.35,780.65,823.566666666667,873.166666666667,672.866666666667,757.066666666667,821.216666666667,681.383333333333,733.366666666667,789.016666666667,876.616666666667,828.166666666667,900.666666666667,939.316666666667,828.416666666667,831.183333333333,832.45,838.85,849.45,810.166666666667,785.433333333333,747.683333333333,719.866666666667,745.816666666667,793.533333333333,688.1,650.95,759.066666666667,618.616666666667,723.25,777.566666666667,829.5,638.25,890.016666666667,852.35,774.816666666667
"209",845.413888888889,797.171666666667,816.232777777778,634.616111111112,806.028333333334,878.570555555556,958.553888888888,849.599444444445,851.089444444445,946.661666666667,845.301666666667,878.929444444444,920.11,742.952777777778,784.462777777778,750.983888888889,705.579444444445,681.272222222222,850.022777777777,637.016111111112,807.862777777778,922.232777777778,869.232777777778,734.551666666667,853.039444444444,933.402777777777,862.126111111112,677.482777777778,842.673333333333,712.638333333334,787.883888888889,937.352777777778,879.877222222222,838.130555555555,898.21,958.288333333334,813.369444444445,660.502777777778,823.553888888888,857.070555555556,854.578333333333,657.014444444445,764.155,840.326111111111,951.650555555555,722.969444444444,781.138333333334,991.131666666666,859.753888888888,813.057222222222,682.668333333334,803.791666666667,649.962777777778,713.929444444444,896.402777777777,770.827222222223,844.995,947.065,849.680555555555,963.241666666667,935.120555555555,818.099444444445,910.61,975.253888888888,903.777222222222,960.801666666667,979.319444444445,929.968333333333,862.463888888889,690.522777777777,770.919444444444,693.453888888889,655.910555555555,910.758333333333,716.677222222223,865.063888888889,928.439444444444,831.028333333334,681.175,972.702777777778,897.396666666667,760.387222222222,890.700555555556,830.188333333334,823.640555555555,831.941666666666,870.291666666667,919.878333333334,737.440555555556,803.791666666667,867.952777777778,731.052777777777,780.090555555556,835.699444444444,923.327222222223,872.807777777778,947.378333333334,986.037222222222,875.140555555555,882.358333333334,879.168333333334,885.563888888889,896.168333333334,861.453888888889,832.150555555555,794.387222222222,786.691666666666,792.520555555556,844.744444444444,751.866111111111,715.230555555555,805.791666666667,665.328333333333,774.556111111111,824.291666666667,880.802777777777,687.256111111112,936.71,899.063888888889,821.51
"221",710,642.844444444444,774.866666666667,556.522222222222,670.611111111111,839.544444444444,726.911111111111,838.066666666667,812.044444444444,907.611111111111,773.044444444444,859.766666666667,823.7,693.777777777778,734.611111111111,662.544444444444,579.066666666667,531.477777777778,852.066666666667,526.411111111111,797.311111111111,883.166666666667,743.566666666667,587.144444444445,812.911111111111,767.322222222222,676.022222222222,583.966666666667,692.4,659.288888888889,670.744444444444,873.666666666667,812.211111111111,794.566666666667,859.155555555556,838.111111111111,786.933333333333,496.233333333333,813,779.344444444444,836.177777777778,519.566666666667,669.255555555556,704.888888888889,912.588888888889,687.755555555556,715.755555555556,766.733333333333,825.7,682.355555555555,646.777777777778,791.044444444444,512.666666666667,603.366666666667,780.622222222222,749.166666666667,800.255555555556,860.6,843.355555555555,819.644444444445,746.833333333333,709.922222222222,742.633333333333,892.388888888889,797.944444444444,794.722222222222,806.533333333333,894.466666666667,759.4,563.977777777778,608.066666666667,566.944444444444,542.077777777778,687.455555555556,633.077777777778,791.711111111111,859.044444444444,735.966666666667,545.666666666667,873.222222222222,853.066666666667,718.933333333333,851.655555555556,781.044444444444,688.244444444444,671.122222222222,831.244444444444,850.511111111111,623.055555555556,731.744444444444,828.888888888889,647.977777777778,769.544444444444,818.555555555556,794.022222222222,846.433333333333,801.911111111111,844.5,832.422222222222,730.966666666667,845.144444444445,765.388888888889,857.144444444445,726.044444444444,803.888888888889,776.244444444444,624.588888888889,755.366666666667,718.766666666667,593.788888888889,572.944444444444,795.244444444444,611.477777777778,642.355555555555,751.744444444444,699.644444444445,611.955555555556,719.522222222222,829.677777777778,784.155555555556
"222",866.3,799.1,931.2,710.6,826.9,995.8,882.3,994.4,968.3,1063.9,929.3,1016.05,979.1,847.8,890.9,818.8,733.1,685.55,1008.4,680.5,953.6,1039.5,899.9,741.2,968.7,922.7,831.4,738,841.25,813.4,827,1029.1,967.6,950.85,1015.45,993.5,943.2,650.3,969.3,935.6,992.5,673.6,823.3,861.2,1068.9,841.8,872,922.2,982,838.6,800.8,947.3,666.7,757.4,936,905.5,956.5,1016,999.6,975.1,902.25,866.2,898.05,1047.8,953.4,950.1,961.95,1050.75,907.25,718.05,760.4,721,696.15,842.9,787.15,947.1,1014.5,892.25,699.7,1028.6,1009.35,872.1,1007.9,937.3,844.5,829.2,987.5,1005.9,777.1,888,985.2,802.05,925.8,974.8,949.45,1002.7,957.3,999.95,986.9,878.6,1001.4,920.8,1013.4,882.3,960.2,932.5,780.9,911.65,875.05,747.9,727,951.5,765.55,798.6,908,855.1,766,874.95,985.1,940.45
"223",673.45,606.27,738.35,567.82,634.06,802.97,689.74,801.55,775.52,871.06,736.5,823.23,786.54,677.86,698.06,626,584.77,527.53,815.55,537.71,760.76,846.65,707.05,596.1,776.01,730.19,638.88,589.67,650.67,661.08,634.19,836.51,775.06,758.05,822.64,800.97,750.38,507.53,776.45,742.77,799.65,530.88,653.34,668.36,876.06,688.1,679.23,729.61,789.16,645.82,657.49,754.52,524,616.28,743.49,712.65,763.73,823.43,806.82,782.51,709.7,673.37,705.49,855.23,760.81,757.58,769.41,857.94,716.97,569.69,593.97,572.6,553.4,650.32,643.79,754.56,821.91,699.45,550.79,836.08,816.53,698.29,815.12,744.52,651.69,635.83,794.71,813.36,626.35,695.21,792.36,640.33,733.02,782.03,756.9,809.88,764.76,807.36,794.6,688.37,808.58,728.23,820.58,689.52,767.36,739.71,588.05,718.85,682.23,594.53,563.86,758.71,617.19,605.82,715.21,662.51,617.64,682.4,792.52,747.64
"229",685.546511627907,618.368604651163,749.211627906977,530.826744186046,646.152325581395,813.853488372093,756.124418604651,812.408139534884,786.372093023256,881.937209302326,747.36511627907,834.086046511628,838.944186046512,670.370930232559,708.424418604651,635.870930232558,556.73488372093,509.966279069768,826.408139534884,504.093023255814,771.640697674419,857.511627906977,719.640697674419,566.782558139535,787.911627906976,782.572093023256,679.66511627907,561.643023255814,677.102325581395,637.673255813954,646.280232558139,866.75465116279,802.526744186046,768.898837209302,833.488372093023,853.362790697674,761.253488372093,473.904651162791,787.329069767442,755.379069767442,810.520930232558,497.23488372093,645.855813953488,680.447674418604,886.932558139535,665.958139534883,688.362790697674,795.302325581396,800.026744186046,657.88953488372,624.451162790698,765.372093023256,490.345348837209,581.037209302325,793.841860465116,723.511627906977,774.581395348837,875.830232558139,817.681395348837,834.905813953489,768.440697674419,685.456976744186,758.26976744186,906.258139534884,811.179069767442,809.96511627907,827.91976744186,868.797674418604,745.854651162791,541.676744186047,584.122093023256,544.604651162791,519.759302325582,710.574418604652,610.76511627907,782.026744186046,857.61511627907,712.038372093023,523.332558139535,888.46511627907,827.386046511628,694.951162790698,825.986046511628,755.372093023256,663.780232558139,644.438372093023,805.574418604651,849.058139534884,600.729069767442,705.561627906977,803.229069767442,625.416279069767,743.872093023256,792.876744186046,809.272093023256,820.753488372093,817.153488372093,869.58023255814,809.011627906977,717.661627906977,819.453488372093,755.705813953489,831.453488372093,701.587209302326,778.229069767442,750.574418604651,600.136046511628,729.697674418604,694.304651162791,572.639534883721,550.604651162791,769.574418604651,589.174418604651,617.88953488372,726.074418604651,703.640697674419,589.629069767441,747.25465116279,828.238372093023,758.488372093023
"230",1226.9375,1275.225,1155.21875,1392.5375,1250.50625,1082.0625,1126.26875,1074.071875,1113.515625,1024.75,1168.8875,1100.5375,1113.6875,1224.25,1176.00625,1262.13125,1327.1375,1375.9125,1071.471875,1398.20625,1113.1125,1038.95625,1189.81875,1323.30625,1109.33125,1159.58125,1231.05,1345.34375,1247.21875,1267.48125,1250.25625,1051.721875,1124.175,1129.33125,1087.81875,1086.175,1146.05625,1416.18125,1096.43125,1154.5625,1095.23125,1381.65,1232.471875,1222.50625,1032.884375,1238.925,1204.74375,1108.121875,1119.6,1229.1375,1287.51875,1131.0375,1418.14375,1310.25,1167.58125,1161.26875,1141.1875,1063.64375,1073.64375,1105.1,1149.98125,1213.30625,1181.79375,1041.04375,1126.575,1137.08125,1086.29375,1061.15,1167.75,1357.26875,1297.36875,1338.40625,1371.25625,1207.64375,1292.63125,1136.25,1079.65625,1191.446875,1359.5375,1044.8,1063.7375,1197.75,1101.3875,1161.8125,1247.96875,1269.1,1098.775,1074.025,1283.53125,1184.31875,1114.88125,1265.66875,1138.9375,1114.64375,1146.121875,1096.14375,1114.575,1072.65625,1115.43125,1183.8625,1084.11875,1156.75,1068.95625,1215.775,1125.1375,1147.23125,1288.18125,1180.83125,1208.88125,1314.18125,1346.1125,1133.0375,1315.86875,1267.69375,1176.8125,1212.525,1315.825,1201.5875,1094.85,1139.56875
"241",648.7,709.807142857143,580.078571428571,827.121428571429,685.1,503.807142857143,526.292857142857,531.885714285714,535.264285714286,446.5,590.65,531.65,535.092857142857,679.35,631.5,696.721428571429,761.721428571429,810.821428571428,529.264285714286,832.8,570.9,460.721428571429,611.578571428571,757.9,531.085714285715,559.621428571429,645.392857142857,779.95,666.257142857143,725.085714285715,684.85,473.471428571429,545.921428571429,551.1,509.571428571428,507.921428571428,571.75,850.8,554.221428571429,576.307142857143,553.021428571428,816.25,667.078571428571,646.821428571428,454.65,706.1,641.15,508.128571428571,554.3,663.721428571429,750.607142857143,588.821428571428,852.721428571429,744.85,589.35,619.264285714286,562.95,485.4,531.45,508.921428571428,550.021428571428,638.5,573.25,462.8,548.321428571428,537.121428571429,486.321428571428,485.821428571428,589.5,791.885714285714,731.957142857143,773,805.85,607.671428571428,737.95,558,501.4,615.885714285714,794.121428571429,464.564285714286,513.421428571429,652.85,523.15,586.221428571429,669.721428571429,693.9,520.521428571428,495.8,718.121428571429,609.621428571429,536.621428571429,700.264285714286,596.721428571429,572.45,567.885714285714,553.95,514.592857142857,476.171428571429,537.2,605.607142857143,536.221428571429,578.5,490.721428571429,637.521428571428,564.621428571429,593.521428571428,722.8,606.95,633.3,748.8,781,590.821428571428,778.957142857143,702.3,601.221428571429,632.957142857143,764.321428571428,601.621428571429,516.6,564.55
"242",611.58,675.84,564.46,811.92,653.7,488.18,488.38,525.96,519.66,430.88,575.02,516.04,501.66,663.74,615.88,681.1,746.1,779.52,523.36,817.58,564.98,445.08,595.96,730.1,515.46,521.7,607.5,764.32,628.56,709.46,669.26,457.86,530.3,535.48,493.96,465.42,556.16,833.94,548.3,560.7,544.9,798.38,651.46,631.22,439.03,690.48,625.52,470.24,538.68,648.1,735,576.1,835.9,729.24,549.72,603.66,547.32,454.42,525.52,471.04,512.1,622.88,535.34,447.18,529.48,499.2,448.44,470.22,573.88,776.66,706.86,757.42,790.66,569.76,722.36,542.38,472.4,600.26,778.92,426,497.8,637.24,507.52,570.6,632.62,656.02,504.92,480.16,702.5,594,521.02,684.66,585.6,560.42,536,538.12,476.68,438.24,521.56,568.52,520.6,559.86,475.08,600.44,549.02,577.92,688.26,591.36,617.68,725.66,749.72,584.92,763.36,682.64,585.6,595.06,748.7,563.72,497.76,548.94
"249",658.25,719.816666666667,592.375,839.616666666667,694.566666666667,516.116666666667,545.966666666667,550.65,547.575,458.8,602.95,543.966666666667,543.95,691.658333333333,643.8,709.033333333333,774.041666666667,822.158333333333,548.058333333333,845.275,589.675,473.016666666667,623.875,768.75,543.375,570.466666666667,652.1,792.258333333333,671.941666666667,737.375,697.166666666667,485.766666666667,558.241666666667,563.383333333333,521.875,516.758333333333,584.066666666667,862.566666666667,573.025,588.616666666667,570.175,827.616666666667,679.375,659.15,466.933333333333,718.383333333333,653.45,524.683333333333,566.583333333333,676.041666666667,762.916666666667,603.625,864.55,757.158333333333,598.575,631.575,575.258333333333,494.933333333333,550.241666666667,518.25,569.458333333333,650.8,585.658333333333,475.083333333333,559.3,547.966666666667,500.566666666667,498.158333333333,601.8,804.333333333333,742.741666666667,785.316666666667,818.333333333333,618.733333333333,750.266666666667,570.3,511.358333333333,628.166666666667,806.616666666667,467.541666666667,525.741666666667,665.158333333333,535.45,598.541666666667,679.3,703.35,532.85,508.075,730.441666666667,621.933333333333,548.95,712.575,612.866666666667,587.833333333333,578.166666666667,566.125,526.266666666667,485.616666666667,549.483333333333,615.183333333333,548.541666666667,589.541666666667,503.016666666667,647.116666666667,576.95,605.85,732.7,619.266666666667,645.608333333333,759.966666666667,792.35,607.525,791.275,712.908333333333,613.541666666667,638.258333333333,776.633333333333,612.733333333333,527.558333333333,576.866666666667
"251",1029.125,1080.95,960.5125,1198.275,1056.225,884.25,928.45,879.8125,915.7125,826.925,971.0875,906.275,915.9,1029.9875,981.725,1067.8625,1132.875,1181.65,877.2125,1203.925,918.825,841.15,992.0125,1129.025,911.5125,961.7875,1033.225,1151.0875,1049.4125,1073.225,1056,853.9125,926.3625,931.525,890.0125,888.3625,952.2,1221.9125,902.175,956.75,900.9625,1187.4125,1038.2125,1027.275,835.075,1044.6625,1010.4875,910.3125,925.325,1034.875,1093.2375,936.775,1223.8875,1115.9875,969.7875,967.0125,943.3875,865.825,879.3875,907.3125,952.1875,1018.925,983.9875,843.225,928.7625,939.2875,888.5,866.2875,969.925,1163.0125,1103.1125,1144.125,1177,1009.825,1098.3625,938.425,881.825,996.3125,1165.275,847,869.1,1003.4875,903.5875,966.675,1050.1625,1074.325,900.9625,876.225,1089.2625,990.0625,917.0875,1071.4125,944.675,920.3875,948.3125,901.9,916.7625,874.825,917.625,986.05,889.4625,958.925,871.15,1017.975,930.8875,952.9625,1093.9125,987.4125,1013.725,1119.9125,1151.825,938.775,1121.6125,1073.425,981.675,1014.725,1121.5625,1003.8,897.025,944.9875
"259",1008.1,1051.73333333333,939.45,1169.08333333333,1027,863.233333333333,907.433333333333,850.583333333333,894.666666666667,805.916666666667,950.05,877.083333333333,894.85,1000.78333333333,952.5,1038.66666666667,1103.68333333333,1152.46666666667,847.983333333333,1174.73333333333,889.633333333333,820.133333333333,970.95,1099.81666666667,890.466666666667,940.75,1012.21666666667,1121.88333333333,1028.36666666667,1044,1026.78333333333,832.866666666667,905.333333333333,910.483333333333,868.95,867.333333333333,925.366666666667,1192.68333333333,872.983333333333,935.733333333333,871.783333333333,1158.18333333333,1008.98333333333,1006.25,814.041666666667,1015.48333333333,981.283333333333,889.25,896.1,1005.68333333333,1064.06666666667,907.583333333333,1194.68333333333,1086.78333333333,948.75,937.783333333333,922.35,844.8,850.183333333333,886.25,931.15,989.5,962.95,822.2,907.75,918.25,867.45,845.25,948.916666666667,1133.78333333333,1073.88333333333,1114.91666666667,1147.78333333333,988.8,1069.16666666667,917.416666666667,860.816666666667,975.25,1136.08333333333,825.95,841.183333333333,974.283333333333,882.55,945.65,1029.15,1049.93333333333,879.95,855.166666666667,1060.08333333333,964.35,896.05,1042.18333333333,915.483333333333,891.183333333333,927.25,872.683333333333,895.75,853.816666666667,896.566666666667,965.033333333333,861.583333333333,937.916666666667,850.133333333333,996.95,901.683333333333,923.783333333333,1064.68333333333,950.45,992.716666666667,1090.68333333333,1122.61666666667,909.583333333333,1092.38333333333,1044.2,960.65,993.666666666667,1092.38333333333,982.75,876.016666666667,923.95
