"County","Metropolitan","Town"
"AdairCounty",0,3.376091718182
"AllenCounty",0,3.991048728846
"AndersonCounty",0,7.104229309454
"BallardCounty",0,0
"BarrenCounty",0,11.010379227826
"BathCounty",0,0
"BellCounty",0,7.535306014822
"BooneCounty",69.472179195584,0
"BourbonCounty",0,4.898562560848
"BoydCounty",29.47024866775,0
"BoyleCounty",0,14.461917979522
"BrackenCounty",0,0
"BreathittCounty",0,2.162977767078
"BreckinridgeCounty",0,0
"BullittCounty",45.122955408532,0
"ButlerCounty",0,0
"CaldwellCounty",0,4.862323027128
"CallowayCounty",0,11.609677485778
"CampbellCounty",33.949661600112,0
"CarlisleCounty",0,0
"CarrollCounty",0,3.61929312086
"CarterCounty",0,5.353213109928
"CaseyCounty",0,0
"ChristianCounty",13.483192652946,20.137487263148
"ClarkCounty",0,14.200314955524
"ClayCounty",0,4.386820267334
"ClintonCounty",0,0
"CrittendenCounty",0,1.668415082054
"CumberlandCounty",0,0
"DaviessCounty",33.817101200452,0
"EdmonsonCounty",0,0
"ElliottCounty",0,0
"EstillCounty",0,1.847430888252
"FayetteCounty",85.005182733306,0
"FlemingCounty",0,2.005983674552
"FloydCounty",0,5.288523264236
"FranklinCounty",0,21.537531339246
"FultonCounty",0,1.912789076506
"GallatinCounty",0,0
"GarrardCounty",0,2.267968553428
"GrantCounty",0,8.259200160378
"GravesCounty",0,7.582951773826
"GraysonCounty",0,5.310812546594
"GreenCounty",0,0
"GreenupCounty",15.790827009242,3.287765866356
"HancockCounty",0,1.038319398072
"HardinCounty",54.067042987712,0
"HarlanCounty",0,8.770340134772
"HarrisonCounty",0,2.800705143192
"HartCounty",0,1.99721491203
"HendersonCounty",13.961683070016,0
"HenryCounty",0,0
"HickmanCounty",0,0
"HopkinsCounty",0,18.905606824334
"JacksonCounty",0,0
"JeffersonCounty",283.582159885848,0
"JessamineCounty",2.149386976678,12.42224497496
"JohnsonCounty",0,5.876133442444
"KentonCounty",69.580626367038,0.082843203426
"KnottCounty",0,0
"KnoxCounty",0,10.758665048252
"LarueCounty",0,1.912406449424
"LaurelCounty",0,37.0327030586
"LawrenceCounty",0,2.617206692774
"LeeCounty",0,0
"LeslieCounty",0,0
"LetcherCounty",0,0
"LewisCounty",0,0
"LincolnCounty",0,3.610483817628
"LivingstonCounty",0,0.64199882254
"LoganCounty",0,6.875549589098
"LyonCounty",0,0
"McCrackenCounty",0,44.181159193848
"McCrearyCounty",0,0
"McLeanCounty",0,0
"MadisonCounty",0,29.463301920566
"MagoffinCounty",0,0
"MarionCounty",0,3.134623527382
"MarshallCounty",0,4.602632752438
"MartinCounty",0,0
"MasonCounty",0,5.072425063652
"MeadeCounty",2.891219035052,0
"MenifeeCounty",0,0
"MercerCounty",0,5.244698756726
"MetcalfeCounty",0,0
"MonroeCounty",0,0
"MontgomeryCounty",0,5.861570447208
"MorganCounty",0,0
"MuhlenbergCounty",0,7.771646771062
"NelsonCounty",0,16.98744166358
"NicholasCounty",0,0
"OhioCounty",0,4.179948360142
"OldhamCounty",51.782811431942,0
"OwenCounty",0,0
"OwsleyCounty",0,0
"PendletonCounty",0,0
"PerryCounty",0,6.88465426036
"PikeCounty",0,6.838555998172
"PowellCounty",0,3.683545512986
"PulaskiCounty",0,34.529855531104
"RobertsonCounty",0,0
"RockcastleCounty",0,2.051898924392
"RowanCounty",0,4.89267875247
"RussellCounty",0,0
"ScottCounty",0.383060674546,16.349888419468
"ShelbyCounty",2.354421424452,13.72870796491
"SimpsonCounty",0,5.433707268786
"SpencerCounty",0,0
"TaylorCounty",0,7.743264799144
"ToddCounty",0,0
"TriggCounty",0,2.188474012648
"TrimbleCounty",0,0.722812287752
"UnionCounty",0,3.008196744094
"WarrenCounty",45.402847698168,0
"WashingtonCounty",0,0
"WayneCounty",0,5.697141960672
"WebsterCounty",0,0
"WhitleyCounty",0,12.439701804686
"WolfeCounty",0,0
"WoodfordCounty",0,10.703257480742
