Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
ArtExt,Albuquerque,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Albuquerque,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Albuquerque,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Albuquerque,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,ElPaso,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,ElPaso,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,ElPaso,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,ElPaso,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,Farmington,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,Farmington,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,Farmington,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,Farmington,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,LosLunas,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,LosLunas,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,LosLunas,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,LosLunas,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtExt,SantaFe,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSev,SantaFe,0,0,0,0,0,0,0,0,0,0,0,0,0
FwyExt,SantaFe,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySev,SantaFe,0,0,0,0,0,0,0,0,0,0,0,0,0
