Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Access,Albuquerque,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Albuquerque,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Albuquerque,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Albuquerque,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,ElPaso,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,ElPaso,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,ElPaso,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,ElPaso,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,Farmington,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,Farmington,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,Farmington,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,Farmington,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,LosLunas,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,LosLunas,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,LosLunas,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,LosLunas,0,0,0,0,0,0,0,0,0,0,0,0,0
Access,SantaFe,0,0,0,0,0,0,0,0,0,0,0,0,0
Incident,SantaFe,0,0,0,0,0,0,0,0,0,0,0,0,0
Ramp,SantaFe,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal,SantaFe,0,0,0,0,0,0,0,0,0,0,0,0,0
