Area,Fuel,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Albuquerque,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Albuquerque,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Albuquerque,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Albuquerque,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
ElPaso,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
ElPaso,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
ElPaso,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
ElPaso,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmington,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmington,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmington,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Farmington,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
LosLunas,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
LosLunas,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
LosLunas,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
LosLunas,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
SantaFe,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
SantaFe,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
SantaFe,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
SantaFe,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
