County,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
BernalilloCounty,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
CatronCounty,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
ChavesCounty,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967
CibolaCounty,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
ColfaxCounty,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
CurryCounty,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168,1.5990168
DeBacaCounty,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967,1.463127967
DoaAnaCounty,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
EddyCounty,1.47479225,1.47479225,1.47479225,1.47479225,1.47479225,1.47479225,1.47479225,1.47479225,1.47479225,1.47479225,1.47479225,1.47479225,1.47479225
GrantCounty,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
GuadalupeCounty,1.327239133,1.327239133,1.327239133,1.327239133,1.327239133,1.327239133,1.327239133,1.327239133,1.327239133,1.327239133,1.327239133,1.327239133,1.327239133
HardingCounty,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503,1.1913503
