County,Metropolitan,Town
BernalilloCounty,1,1
CatronCounty,1,1
ChavesCounty,1,1
CibolaCounty,1,1
ColfaxCounty,1,1
CurryCounty,1,1
DeBacaCounty,1,1
DoaAnaCounty,1,1
EddyCounty,1,1
GrantCounty,1,1
GuadalupeCounty,1,1
HardingCounty,1,1
HidalgoCounty,1,1
LeaCounty,1,1
LincolnCounty,1,1
LosAlamosCounty,1,1
LunaCounty,1,1
McKinleyCounty,1,1
MoraCounty,1,1
OteroCounty,1,1
QuayCounty,1,1
RioArribaCounty,1,1
RooseveltCounty,1,1
SanJuanCounty,1,1
SanMiguelCounty,1,1
SandovalCounty,1,1
SantaFeCounty,1,1
SierraCounty,1,1
SocorroCounty,1,1
TaosCounty,1,1
TorranceCounty,1,1
UnionCounty,1,1
ValenciaCounty,1,1
