"SCTG","Payload","N"
1,12.2468285097997,0
2,8.38256576968469,19
3,7.57086431093709,18
4,11.2798150119434,8
5,8.65840753606889,11
6,5.92686271885712,6
7,9.77489971943308,28
8,10.2941785681165,7
9,12.5303662811142,2
10,12.7559630168912,1
11,12.6663345864464,28
12,17.5011972637371,33
13,14.57148120894,6
14,19.7343283246373,1
15,21.9759244651015,0
16,14.0428921341034,0
17,24.3515448152176,4
18,11.7399553387464,7
19,16.5039477721016,11
20,14.6935220971178,5
21,5.12434471305138,0
22,9.93234871988097,8
23,12.2174191704086,5
24,9.66549316294252,5
25,21.0613413759292,36
26,12.0033165149947,38
27,16.5382555630002,4
28,13.1552492378572,7
29,5.51350467372506,1
30,8.64213992165959,23
31,16.6039631898892,61
32,9.60984222029999,15
33,4.21244967480074,31
34,11.2284529604704,34
35,6.91185118160956,7
36,5.81685655010309,35
37,17.1134794135312,8
38,4.51852664992441,3
39,3.40398512280315,14
40,8.52360675211608,190
41,8.6555104456201,41
43,19.6288646601047,32
99,10.8934974922361,6
