"FAFZone","AbbevilleCounty","AikenCounty","AllendaleCounty","AndersonCounty","BambergCounty","BarnwellCounty","BeaufortCounty","BerkeleyCounty","CalhounCounty","CharlestonCounty","CherokeeCounty","ChesterCounty","ChesterfieldCounty","ClarendonCounty","ColletonCounty","DarlingtonCounty","DillonCounty","DorchesterCounty","EdgefieldCounty","FairfieldCounty","FlorenceCounty","GeorgetownCounty","GreenvilleCounty","GreenwoodCounty","HamptonCounty","HorryCounty","JasperCounty","KershawCounty","LancasterCounty","LaurensCounty","LeeCounty","LexingtonCounty","McCormickCounty","MarionCounty","MarlboroCounty","NewberryCounty","OconeeCounty","OrangeburgCounty","PickensCounty","RichlandCounty","SaludaCounty","SpartanburgCounty","SumterCounty","UnionCounty","WilliamsburgCounty","YorkCounty"
"63",2288.4,2320.9,2358.6,2277.4,2367.9,2345.5,2431.2,2451.2,2390.2,2449.2,2337.3,2371.6,2449.8,2421.6,2397.5,2444.5,2471.7,2411.5,2318.3,2373.3,2452.7,2490.3,2292.7,2299.75,2380.1,2514.9,2412.8,2397.1,2398,2315.5,2413.3,2351.6,2290.8,2475.1,2468.3,2343.4,2263.8,2380.3,2283,2370.8,2340,2313.6,2409.5,2345.4,2456.8,2380.1
"64",2620.45833333333,2653.025,2690.70833333333,2609.50833333333,2700.00833333333,2677.6,2763.31666666667,2783.29166666667,2722.325,2781.26666666667,2667.11666666667,2710.09166666667,2775.43333333333,2753.73333333333,2729.6,2776.61666666667,2803.84166666667,2743.59166666667,2650.4,2707.30833333333,2784.825,2822.375,2624.8,2631.8625,2712.15,2847.04166666667,2744.875,2729.225,2743.275,2647.61666666667,2745.375,2683.70833333333,2622.90833333333,2807.225,2801.05833333333,2675.45833333333,2595.9,2712.39166666667,2615.125,2702.875,2672.11666666667,2645.59166666667,2741.59166666667,2679.85833333333,2788.90833333333,2708.39166666667
"65",2478.45,2511,2548.7,2467.5,2558,2535.6,2621.3,2641.3,2580.3,2639.25,2524.15,2567.1,2632.45,2611.7,2587.6,2634.6,2661.85,2601.6,2508.4,2563.4,2642.8,2680.35,2482.8,2489.85,2570.15,2705.05,2602.85,2587.2,2600.3,2505.6,2603.35,2541.7,2480.9,2665.2,2658.05,2533.45,2453.9,2570.35,2473.1,2560.85,2530.1,2502.6,2599.6,2536.85,2646.9,2565.4
"69",2605.9064516129,2642.68709677419,2680.36451612903,2594.94677419355,2689.66290322581,2667.25322580645,2757.37580645161,2772.28387096774,2702.28064516129,2770.25806451613,2622.06451612903,2664.72419354839,2730.5064516129,2742.73064516129,2729.94032258064,2753.78064516129,2781.02903225806,2738.15806451613,2640.05161290322,2671.18387096774,2761.99677419355,2802.34193548387,2592.06612903226,2617.30322580645,2701.82258064516,2824.22580645161,2738.9435483871,2706.4,2697.7,2622.4935483871,2722.55806451613,2669.97096774194,2608.1870967742,2784.4,2755.8935483871,2646.02258064516,2560.52580645161,2703.03225806452,2591.45483870968,2680.05806451613,2654.65161290323,2600.43387096774,2721.54516129032,2634.64193548387,2768.85967741935,2663.36451612903
"81",1550.45416666667,1595.03333333333,1632.725,1539.51666666667,1642.01666666667,1619.61666666667,1715.81666666667,1719.5,1641.03333333333,1717.45416666667,1538.94583333334,1581.90833333333,1647.24583333333,1689.94583333334,1699.21666666667,1689.91666666667,1717.14583333334,1697.90416666666,1592.40416666666,1596.34583333334,1698.125,1741.0625,1518.51666666667,1561.86666666667,1654.14583333334,1760.34583333334,1697.3625,1642.53333333333,1615.1,1555.225,1658.65416666666,1615.41666666667,1555.06666666667,1720.53333333333,1672.8625,1575.14583333334,1484.90416666666,1651.77916666666,1526.80833333333,1616.15416666666,1596.125,1517.40833333333,1660.27916666666,1551.65416666666,1707.61666666667,1580.225
"89",1614.03173076923,1655.35865384615,1693.05096153846,1603.07788461538,1702.34711538461,1679.94711538462,1773.32596153846,1781.40096153846,1707.63365384616,1779.3625,1619.07596153846,1662.04519230769,1727.38942307692,1751.82788461538,1752.11634615384,1757.97980769231,1785.19711538462,1754.92596153846,1652.7375,1670.28942307692,1766.18942307692,1807.68557692308,1591.75865384616,1625.43461538462,1714.48846153846,1828.40673076923,1754.88942307692,1710.5875,1695.23942307692,1624.98942307692,1726.74326923077,1678.52403846154,1618.04903846154,1788.5875,1753.01826923077,1646.92211538462,1559.50673076923,1712.82019230769,1595.3125,1684.24326923077,1661.29903846154,1597.54519230769,1726.89711538462,1631.8125,1774.22019230769,1660.35288461538
"91",917.4,915.366666666667,898.166666666667,888.033333333333,876.066666666667,925.033333333333,918,864.233333333333,900.066666666667,889.633333333333,815.2,817.466666666667,770.766666666667,810.233333333333,871.366666666667,775.5,735.633333333333,870.033333333333,925.5,836.7,779.6,814.933333333333,860.433333333333,895.033333333333,904.133333333333,776.633333333333,909.433333333333,848.866666666667,816.4,874.666666666667,789.233333333333,874.966666666667,920.766666666667,756,743.233333333333,867.3,906,848.1,886.366666666667,862.9,903.7,836.8,810.333333333333,837.6,815.066666666667,797.033333333333
"92",874.466666666667,872.466666666667,870.1,845.1,835.533333333333,882.166666666667,877.466666666667,823.666666666667,857.166666666667,849.066666666667,772.266666666667,774.566666666667,727.866666666667,769.666666666667,830.766666666667,734.966666666667,695.066666666667,829.466666666667,882.566666666667,793.766666666667,739.066666666667,774.366666666667,817.533333333333,852.166666666667,863.566666666667,736.066666666667,868.866666666667,805.966666666667,773.466666666667,831.766666666667,748.666666666667,832.066666666667,877.866666666667,715.466666666667,702.666666666667,824.366666666667,863.066666666667,807.566666666667,843.466666666667,819.966666666667,860.766666666667,793.933333333333,769.766666666667,794.666666666667,774.533333333333,754.166666666667
"99",938.55,936.55,918.55,909.25,896.45,946.25,938.35,884.55,921.25,909.95,836.35,838.65,773.35,830.55,891.75,795.85,755.95,890.4,946.75,857.85,799.95,835.25,881.65,916.25,924.45,796.95,929.75,870.05,837.6,895.85,809.6,896.15,941.95,776.35,763.55,888.45,927.25,868.45,907.55,884.05,924.85,858.05,830.65,858.75,835.45,818.25
"101",636.2,637.025,643.525,606.85,621.4,633.225,663.325,609.525,595.275,634.975,534,529.85,507.375,555.525,616.725,520.825,480.975,615.375,647.175,549.1,524.925,560.275,579.25,607.45,649.475,521.975,654.775,558.925,528.8,593.45,534.575,596.625,643.475,501.325,488.575,596.275,624.8,593.425,605.15,580.875,625.375,555.6,555.675,550,560.4,509.45
"109",638.45,598.8,605.25,609.05,583.15,594.95,625.05,571.35,557.05,596.75,536.25,532.1,478.2,517.35,578.45,482.55,442.75,577.15,608.95,554.05,486.7,522.05,581.45,621.45,611.25,483.75,616.55,520.75,511.45,595.65,496.35,558.35,624.95,463.05,450.35,584.05,627.05,555.25,607.4,542.65,587.15,557.85,517.45,552.25,522.15,511.65
"111",535.9,536.9,543.3,506.5,521.2,533,563.2,509.4,495.1,534.8,433.7,429.6,398.2,455.4,516.5,420.6,380.8,515.2,547,448.8,424.8,460.1,478.9,507.1,549.3,421.8,554.6,458.8,428.5,493.1,434.4,496.5,563,401.2,388.4,479.4,524.5,493.3,504.9,480.7,525.2,455.3,455.5,449.7,460.2,409.1
"121",351.15,284.866666666667,233.05,380.283333333333,249.383333333333,253.833333333333,209.35,287.633333333333,288.783333333333,265.483333333333,415.483333333333,382.866666666667,392.05,290.166666666667,227.183333333333,350.15,365.883333333333,261.316666666667,311.133333333333,347.433333333333,332.766666666667,337.966666666667,413.55,347.166666666667,215.666666666667,385.983333333333,190.883333333333,350.766666666667,382.733333333333,384.45,324.483333333333,322.45,321.266666666667,369.266666666667,373.9,353.483333333333,402.866666666667,276.15,436.55,323.9,320.8,405.983333333333,304.916666666667,384.483333333333,323.533333333333,392.15
"122",593.328571428571,527.042857142857,475.242857142857,622.514285714286,491.6,496.028571428571,451.542857142857,529.828571428571,530.985714285714,507.714285714286,657.685714285714,625.042857142857,634.242857142857,532.371428571429,469.4,592.328571428571,608.1,503.528571428571,553.328571428571,589.628571428571,574.957142857143,580.185714285714,655.728571428572,589.357142857143,457.885714285714,628.185714285714,433.114285714286,592.957142857143,624.928571428571,626.628571428571,566.728571428572,564.628571428571,563.485714285714,611.457142857143,616.114285714286,595.714285714286,647.057142857143,518.357142857143,678.742857142857,566.114285714286,563.028571428571,648.214285714286,547.128571428571,626.728571428572,565.728571428572,634.328571428571
"123",446.771428571429,380.471428571429,328.671428571429,480.614285714286,344.985714285714,349.471428571429,304.971428571429,383.271428571429,384.4,361.157142857143,511.1,478.471428571429,487.685714285714,385.785714285714,322.842857142857,445.771428571429,461.485714285714,356.971428571429,406.771428571429,443.071428571429,428.385714285714,433.585714285714,509.171428571429,442.785714285714,311.285714285714,481.585714285714,286.557142857143,446.385714285714,478.371428571429,480.071428571429,420.157142857143,418.071428571429,416.885714285714,464.885714285714,469.557142857143,449.157142857143,494.3,371.785714285714,522.4,419.557142857143,416.457142857143,501.657142857143,400.571428571429,480.157142857143,419.157142857143,487.771428571429
"124",513.125,446.85,395.05,548,411.4,415.8,371.325,449.6,450.8,427.5,577.5,544.85,554.05,452.2,389.2,512.125,527.9,423.3,473.1,509.4,494.75,499.975,575.5,509.2,377.7,548,352.9,512.75,544.7,546.45,486.5,484.425,483.275,531.25,535.9,515.5,534.4,438.15,553.65,485.9,482.8,568,466.9,546.5,485.5,554.125
"129",457.591860465116,414.383720930232,380.751162790697,477.787209302325,412.026744186046,410.91046511628,386.48023255814,464.766279069768,460.154651162791,442.636046511628,524.643023255814,520.462790697675,545.694186046512,467.296511627907,404.333720930233,517.994186046511,539.68488372093,438.459302325581,427.026744186046,489.094186046511,507.854651162791,515.096511627907,497.868604651163,451.990697674419,392.798837209303,561.494186046511,368.047674418605,495.861627906977,523.512790697675,488.16976744186,487.563953488372,456.355813953489,426.633720930232,543.061627906977,541.763953488372,479.033720930233,466.543023255814,450.517441860466,486.93488372093,469.210465116279,444.331395348838,508.203488372093,476.661627906976,505.133720930232,499.912790697674,529.903488372093
"131",147.976923076923,179.851282051282,218.407692307692,143.941025641026,226.830769230769,204.417948717949,281.753846153846,312.271794871795,247.123076923077,309.771794871795,204.561538461538,239.567948717949,304.333333333333,281.684615384615,260.738461538462,300.802564102564,328.035897435897,274.892307692308,173.315384615385,231.126923076923,309.010256410256,347.182051282051,159.933333333333,156.23076923077,239.294871794872,371.235897435897,265.102564102564,253.412820512821,259.80641025641,179.179487179487,269.569230769231,210.079487179487,143.133333333333,331.415384615385,324.569230769231,200.557692307692,130.197435897436,240.905128205128,150.24358974359,227.071794871795,188.532051282051,180.835897435897,266.389743589744,212.125641025641,313.715384615385,248.528205128205
"132",188.616666666667,131.983333333333,81.8833333333333,217.816666666667,101.533333333333,103.183333333333,75.4166666666667,155.083333333333,141.8,132.966666666667,261.283333333333,231.45,250.15,153.166666666667,94.6666666666667,213.116666666667,228.883333333333,128.783333333333,148.366666666667,195.85,195.733333333333,205.45,257.25,184.433333333333,73.9166666666667,248.983333333333,58.3666666666667,199.416666666667,231.316666666667,220,187.783333333333,170.516666666667,158.8,232.233333333333,236.883333333333,198.95,249.966666666667,129.216666666667,255.7,172.583333333333,164.6,250.916666666667,167.9,230.283333333333,186.5,240.75
"139",197.508333333333,191.169736842105,192.135087719298,214.373684210526,212.063157894737,203.835087719298,229.855263157895,287.24649122807,246.894298245614,271.232894736842,269.207894736842,282.642543859649,318.937280701755,277.927192982456,232.05701754386,311.053947368421,335.733771929825,258.504385964912,191.381140350878,255.627631578948,311.139035087719,332.078947368421,234.262280701754,196.380701754386,206.079824561404,369.648684210526,212.428947368421,268.152192982456,288.958333333333,221.459210526316,280.686403508772,225.763596491228,176.048684210527,339.110964912281,334.726754385965,227.199122807017,209.413157894737,233.399122807018,225.696929824561,241.621052631579,209.822368421052,248.385964912281,275.124561403509,251.666228070175,309.04649122807,291.831140350877
"151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160",2280.1875,2323.9875,2361.67613636364,2265.04886363637,2374.39204545455,2348.56022727273,2447.22840909091,2444.08295454545,2365.62386363637,2442.05568181818,2263.53977272727,2306.50340909091,2371.84886363636,2414.53295454546,2423.79659090909,2414.51022727272,2441.73977272728,2422.4875,2321.35113636363,2320.93977272727,2422.72613636363,2465.66477272727,2243.09431818182,2288.97272727273,2383.1125,2484.93977272727,2426.33068181818,2367.12386363637,2339.68522727273,2279.8125,2383.26704545455,2340.01022727272,2284.00909090909,2445.12386363637,2397.46931818182,2299.75795454546,2218.28522727273,2376.37613636363,2251.39886363637,2340.76704545455,2320.70795454545,2242.00340909091,2384.87613636363,2276.26704545455,2432.19659090909,2304.8125
"171",800.415384615385,858.869230769231,912.030769230769,771.030769230769,903.630769230769,892.846153846154,973.153846153846,946.830769230769,868.369230769231,944.815384615385,766.3,809.230769230769,874.607692307692,917.284615384615,926.530769230769,917.238461538462,944.5,925.230769230769,840.846153846154,823.7,925.469230769231,968.415384615385,745.830769230769,800.238461538462,928.807692307692,987.7,964.615384615385,869.869230769231,842.430769230769,782.530769230769,886.023076923077,842.738461538462,825.953846153846,947.869230769231,900.223076923077,802.507692307692,750.953846153846,879.130769230769,754.130769230769,843.523076923077,823.453846153846,744.730769230769,887.630769230769,779.023076923077,934.930769230769,807.530769230769
"172",687.922222222222,732.477777777778,770.133333333333,676.933333333333,779.433333333333,757.033333333333,853.244444444444,856.933333333333,778.477777777778,854.922222222222,676.377777777778,719.333333333333,784.7,827.377777777778,836.633333333333,827.344444444444,854.577777777778,835.333333333333,729.833333333333,733.777777777778,835.555555555556,878.522222222222,655.933333333333,699.294444444444,791.577777777778,897.777777777778,834.822222222222,779.977777777778,752.533333333333,692.633333333333,796.122222222222,752.844444444444,692.483333333333,857.977777777778,810.322222222222,712.611111111111,622.333333333333,789.233333333333,664.233333333333,753.622222222222,733.544444444444,654.833333333333,797.733333333333,689.122222222222,845.033333333333,717.633333333333
"179",718.3525,767.6375,810.52125,699.040625,814.661875,795.58125,886.518125,877.83125,799.350625,875.795,697.26875,740.2375,805.58,848.2575,857.536875,848.243125,875.47,856.225,759.559375,754.67125,856.448125,899.4075,676.834375,726.684375,830.40875,918.67125,871.24875,800.850625,773.425,713.543125,817.0075,773.743125,730.058125,878.850625,831.21,733.495625,659.378125,810.11625,685.135625,774.5075,754.443125,675.7375,818.61625,710.0075,865.9375,738.543125
"181",719.82,778.28,831.48,690.48,823.08,812.28,892.58,866.28,787.78,864.22,685.72,728.68,784.6,836.72,845.98,823.82,850.88,844.68,760.28,743.12,844.9,887.84,665.28,719.68,848.22,907.12,884.04,789.28,761.88,701.98,805.42,762.18,745.38,867.28,797.58,721.92,670.38,798.58,673.58,762.92,742.88,664.18,807.08,698.42,854.38,726.98
"182",574.516666666667,632.988888888889,686.188888888889,545.172222222222,677.777777777778,666.983333333333,747.277777777778,720.966666666667,642.488888888889,718.911111111111,540.394444444445,583.377777777778,640.938888888889,691.394444444445,700.672222222222,679.8,709.288888888889,699.355555555555,614.983333333333,597.8,699.588888888889,742.533333333333,519.977777777778,574.388888888889,702.905555555556,757.255555555556,738.727777777778,643.988888888889,612.316666666667,556.688888888889,660.138888888889,616.888888888889,600.083333333333,713.9,665.277777777778,576.605555555555,525.083333333333,653.238888888889,528.277777777778,617.638888888889,597.583333333333,518.877777777778,661.738888888889,553.138888888889,709.077777777778,581.161111111111
"183",648.59375,707.05625,760.25625,619.2375,751.85,741.05625,821.35625,795.01875,716.55625,792.99375,614.49375,639.75,659.125,748.26875,774.7375,684.6,710.925,773.43125,689.05625,657.75,714.3125,770.425,594.0375,648.45625,776.99375,765.925,812.80625,671.6,639.1625,630.75625,703.43125,690.95625,674.15625,721.6,678.925,650.69375,599.15625,727.30625,602.35,680.63125,671.65625,592.95625,718.24375,627.19375,758.425,619.8
"189",587.951639344262,644.725409836065,694.615573770492,559.468032786885,689.930327868853,677.246721311476,759.856557377049,735.382786885246,656.918852459017,733.346721311475,554.830327868852,595.981967213115,652.137704918033,705.386885245902,715.094262295082,691.419672131148,719.216393442623,713.784426229508,628.859836065574,610.86475409836,708.109836065574,752.563114754098,534.394262295082,588.445901639345,712.532786885246,766.286885245902,749.887704918033,654.212295081968,623.760655737705,571.10737704918,671.561475409836,631.307377049181,610.694262295082,725.804918032787,675.065573770492,591.048360655738,536.656557377049,667.667213114754,542.699180327869,631.910655737705,612.005737704918,533.294262295082,675.809836065574,567.558196721312,721.097540983606,591.172131147541
"190",1068.91565656565,1121.1792929293,1167.75505050505,1046.75606060606,1169.8601010101,1152.74696969697,1239.19444444445,1224.64090909091,1146.16616161617,1222.61060606061,1044.09141414142,1087.05,1152.40353535354,1195.07222222223,1204.34898989899,1195.05505050506,1222.29090909091,1203.0409090909,1109.26010101011,1101.48484848485,1203.26414141414,1246.21919191919,1023.64595959595,1075.43282828283,1186.8595959596,1265.48585858586,1226.57676767677,1147.66616161617,1120.23989898989,1060.35707070708,1163.81919191919,1120.55505050506,1086.45404040404,1225.66616161617,1178.0202020202,1080.31161616161,1015.82979797979,1156.93181818182,1031.94797979798,1121.31919191919,1101.25808080808,1022.55,1165.43181818182,1056.8202020202,1212.74595959596,1085.35707070708
"201",980.433333333333,1025,1062.7,969.488888888889,1071.98888888889,1049.58888888889,1145.8,1149.47777777778,1071,1147.43333333333,968.922222222222,1011.88888888889,1076.98888888889,1119.91111111111,1129.18888888889,1119.88888888889,1147.11111111111,1127.88888888889,1022.37777777778,1026.32222222222,1128.1,1171.05555555556,948.488888888889,991.844444444444,1084.12222222222,1190.32222222222,1127.34444444444,1072.5,1045.08888888889,985.2,1088.64444444444,1045.38888888889,985.038888888889,1150.5,1102.84444444444,1005.12222222222,914.877777777778,1081.76666666667,956.788888888889,1046.14444444444,1026.1,947.388888888889,1090.03333333334,981.644444444444,1137.58888888889,1010.2
"202",1104.15,1144.3,1181.96666666667,1093.2,1191.26666666667,1168.86666666667,1258.06666666667,1278.81666666667,1203.28333333333,1276.76666666667,1095.05,1138,1203.35,1249.26666666667,1230.06666666667,1253.05,1280.28333333333,1238.96666666667,1141.66666666667,1152.45,1261.28333333333,1303.3,1084.9,1115.56666666667,1203.4,1323.48333333333,1239.63333333333,1205.68333333333,1171.18333333333,1119.3,1221.78333333333,1168.55,1110.88333333334,1283.68333333333,1228.96666666667,1131.25,1052.08333333333,1210.56666666667,1090.2,1179.28333333333,1157.45,1073.5,1222.51666666667,1107.75,1269.83333333333,1136.31666666667
"209",1166.35944444444,1209.495,1247.185,1155.39833333333,1256.47388888889,1234.07166666666,1325.96833333334,1335.51055555556,1259.18055555556,1333.48277777778,1160.02277777777,1202.97944444445,1268.33277777777,1305.95611111111,1308.45833333333,1309.06833333333,1336.30166666666,1310.03944444445,1206.86388888888,1217.49055555556,1317.28388888889,1359.23277777778,1139.39944444445,1177.75777777778,1268.62833333333,1379.49944444445,1307.535,1261.67833333334,1236.16833333333,1174.87388888889,1277.83277777777,1231.025,1171.385,1339.67833333334,1293.95611111111,1195.53166666666,1106.68055555556,1267.415,1145.81944444444,1235.33277777777,1213.62388888889,1138.47833333333,1278.445,1172.75388888888,1325.75833333334,1201.28944444445
"211",460.3375,518.8,571.975,430.95,563.575,552.775,633.075,606.75,528.3,604.7375,426.225,467.45,515.1625,577.2,586.45,553.05,579.95,585.1375,500.775,483.0875,573.1375,619.3875,405.775,460.175,588.725,632.7,624.5375,520.7625,489.25,442.475,537.1625,502.675,485.875,591.7625,534.325,462.4375,410.875,539.0375,414.05,503.4375,483.375,404.675,545.775,438.9375,589.125,461.075
"212",450.918181818182,509.354545454545,562.545454545455,421.536363636364,554.145454545455,543.354545454545,623.654545454545,597.336363636364,518.854545454545,595.318181818182,416.8,459.745454545455,525.118181818182,567.763636363636,577.036363636364,567.745454545455,595,575.727272727273,491.345454545455,474.190909090909,575.963636363636,618.918181818182,396.345454545455,450.745454545455,579.309090909091,638.209090909091,615.118181818182,520.354545454545,492.936363636364,433.054545454545,536.527272727273,493.245454545455,476.454545454545,598.354545454545,550.727272727273,453.018181818182,401.454545454545,529.627272727273,404.636363636364,494.027272727273,473.954545454545,395.245454545455,538.127272727273,429.527272727273,585.445454545454,458.054545454545
"219",409.724752475248,465.488613861386,512.621287128713,384.110891089109,509.598514851485,495.537128712871,580.298514851485,560.256930693069,481.783663366337,558.225247524752,379.829207920792,422.25099009901,478.578712871287,529.493564356436,539.967821782178,516.638118811881,544.557425742574,538.65396039604,451.106930693069,437.064851485148,534.273762376238,578.664851485149,359.392079207921,411.834653465347,531.038118811881,593.056930693069,569.185643564356,480.079702970297,447.707425742574,396.1,497.179702970297,456.194554455446,429.488613861386,551.14801980198,503.229207920792,416.050495049505,360.690099009901,492.54702970297,367.69504950495,456.45198019802,437.00396039604,358.292079207921,500.042079207921,392.563366336634,546.826237623762,415.081683168317
"221",669.111111111111,691.155555555556,728.844444444444,658.177777777778,738.144444444445,715.744444444444,748.022222222222,821.444444444444,760.455555555556,804.444444444444,718.1,752.377777777778,820.044444444444,791.866666666667,765.877777777778,814.755555555556,841.966666666667,781.722222222222,688.544444444444,754.411111111111,822.955555555556,860.5,673.477777777778,673.866666666667,734.055555555556,885.166666666667,729.577777777778,767.355555555555,778.777777777778,696.277777777778,783.5,721.844444444444,661.044444444444,845.355555555555,838.5,724.111111111111,644.577777777778,750.533333333333,663.788888888889,741,710.255555555556,694.377777777778,779.722222222222,726.122222222222,827.044444444444,760.888888888889
