Area,Fuel,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
Ames,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Ames,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Ames,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Ames,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
CedarRapids,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
CedarRapids,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
CedarRapids,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
CedarRapids,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Davenport,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Davenport,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Davenport,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Davenport,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
DesMoines,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
DesMoines,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
DesMoines,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
DesMoines,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Dubuque,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Dubuque,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Dubuque,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Dubuque,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
IowaCity,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
IowaCity,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
IowaCity,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
IowaCity,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Omaha,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Omaha,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Omaha,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Omaha,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
SiouxCity,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
SiouxCity,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
SiouxCity,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
SiouxCity,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
Waterloo,DieselPropBio,0,0,0,0,0,0,0,0,0,0,0,0,0
Waterloo,GasPropEth,0,0,0,0,0,0,0,0,0,0,0,0,0
Waterloo,PropCng,0,0,0,0,0,0,0,0,0,0,0,0,0
Waterloo,PropGas,0,0,0,0,0,0,0,0,0,0,0,0,0
