Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
EcoReduction,Ames,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Ames,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Ames,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Ames,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,CedarRapids,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,CedarRapids,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,CedarRapids,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,CedarRapids,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Davenport,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Davenport,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Davenport,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Davenport,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,DesMoines,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,DesMoines,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,DesMoines,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,DesMoines,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Dubuque,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Dubuque,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Dubuque,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Dubuque,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,IowaCity,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,IowaCity,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,IowaCity,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,IowaCity,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Omaha,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Omaha,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Omaha,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Omaha,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,SiouxCity,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,SiouxCity,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,SiouxCity,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,SiouxCity,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Waterloo,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Waterloo,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Waterloo,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Waterloo,0,0,0,0,0,0,0,0,0,0,0,0,0
