County,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
AutaugaCounty,11860,4290,6237,19778,5860,6546
BaldwinCounty,34683,11600,19696,61183,24535,30568
BarbourCounty,4943,1731,3804,9454,3616,3909
BibbCounty,4223,1543,3094,8414,2735,2906
BlountCounty,11580,4033,6543,19451,7276,8439
BullockCounty,1987,726,1533,3792,1407,1469
ButlerCounty,4188,1391,2453,6601,2825,3489
CalhounCounty,22444,8607,16623,38799,15109,16990
ChambersCounty,6235,2298,3812,11395,4769,5706
CherokeeCounty,4544,1670,2463,8738,3923,4651
ChiltonCounty,9069,2983,5287,15089,5294,5921
ChoctawCounty,2567,904,1339,4567,1963,2519
ClarkeCounty,5114,1997,2636,8676,3236,4174
ClayCounty,2574,912,1467,4710,1820,2449
CleburneCounty,2877,1080,1628,4975,2051,2361
CoffeeCounty,9947,3370,6732,16655,6034,7210
ColbertCounty,9853,3598,6056,18228,7230,9463
ConecuhCounty,2445,976,1295,4185,1965,2362
CoosaCounty,1886,781,1098,4007,1797,1970
CovingtonCounty,7020,2482,4060,12180,5084,6939
CrenshawCounty,2696,989,1453,4685,1873,2210
CullmanCounty,15350,5442,9489,26995,10320,12810
DaleCounty,10499,3250,7351,16479,5913,6759
DallasCounty,9565,3343,5319,13910,5518,6165
DeKalbCounty,15288,5021,8294,24004,8627,9875
ElmoreCounty,15321,5579,10193,29320,9454,9436
EscambiaCounty,7155,2553,4664,13407,4728,5812
EtowahCounty,19585,7224,12092,34874,14147,16508
FayetteCounty,3142,1211,1797,5580,2427,3084
FranklinCounty,6520,2223,3925,10486,3725,4825
GenevaCounty,4896,1788,2890,8837,3705,4674
GreeneCounty,1771,738,1000,2722,1360,1454
HaleCounty,3153,1225,1759,5134,2119,2370
HenryCounty,3152,1138,1689,5631,2648,3044
HoustonCounty,20718,6690,12565,34268,12631,14675
JacksonCounty,9854,3548,5540,18141,7371,8773
JeffersonCounty,128172,44662,94938,223590,80661,86443
LamarCounty,2686,865,1414,4807,2060,2732
LauderdaleCounty,16342,6699,12416,29588,12111,15553
LawrenceCounty,6436,2437,3840,12129,4498,4999
LeeCounty,26130,13185,31770,43079,13367,12716
LimestoneCounty,16452,5317,10222,30718,9886,10187
LowndesCounty,2222,860,1274,3779,1509,1655
MaconCounty,3486,2289,3706,6066,2874,3031
MadisonCounty,64988,24777,47567,118885,37721,40873
MarengoCounty,4160,1644,2239,6766,2794,3424
MarionCounty,5477,1917,3216,10311,4210,5645
MarshallCounty,19249,6568,11389,30746,11205,13862
MobileCounty,84926,30802,56787,137366,49790,53321
MonroeCounty,4696,1821,2362,7492,3079,3618
MontgomeryCounty,46709,16751,36108,76580,25794,27421
MorganCounty,23592,8091,14445,41620,14871,16871
PerryCounty,2088,1048,1366,3049,1271,1769
PickensCounty,3771,1376,2206,6364,2693,3336
PikeCounty,5528,3308,7108,9124,3620,4211
RandolphCounty,4457,1689,2397,7371,3111,3888
RussellCounty,11108,3886,7530,17526,6177,6720
StClairCounty,16458,5374,10042,30354,10456,10909
ShelbyCounty,41707,12688,23757,73270,23036,20627
SumterCounty,2410,1303,2150,4121,1716,2063
TalladegaCounty,15785,5747,9724,28583,10861,11591
TallapoosaCounty,7473,2848,4473,13644,5985,7193
TuscaloosaCounty,34710,18398,40979,58656,20863,21050
WalkerCounty,12412,4360,7431,22597,9329,10894
WashingtonCounty,3605,1367,1933,5765,2321,2590
WilcoxCounty,2552,936,1203,3657,1570,1752
WinstonCounty,4350,1524,2488,8290,3499,4333
