"SCTG","PctEmpty","N"
1,0.404712182455824,7
2,0.340808524052672,45
3,0.37551712737498,29
4,0.456475392906451,23
5,0.437599836658036,28
6,0.24731904494353,13
7,0.178112180875202,22
8,0.209453973305391,4
9,0.220797674677544,0
10,0.345868222703136,1
11,0.434324431129954,12
12,0.389215886240955,44
13,0.295022173220875,13
14,0.330631811974,0
15,0.394477968299597,0
16,0.411406611770122,1
17,0.405256894636644,5
18,0.30775225100322,19
19,0.307658966212607,7
20,0.319153846071907,7
21,0.163003296356002,0
22,0.381398011930285,7
23,0.329297413853261,4
24,0.259173648542417,4
25,0.430737531709114,5
26,0.310031818335189,19
27,0.207833893632727,0
28,0.216947168869503,3
29,0.142965266998763,1
30,0.150707615637309,3
31,0.296141113332938,35
32,0.217604044021483,9
33,0.0675370862377646,47
34,0.256199240940704,28
35,0.094371580421465,12
36,0.327052488673357,25
37,0.179037995207116,3
38,0.253528170079209,1
39,0.421243832499269,19
40,0.162611275411176,180
41,0.318462544231268,49
43,0.103194523165089,7
99,0.377666020609811,5
