Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
ArtSmooth,AugustaRichmondCounty,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,AugustaRichmondCounty,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,AugustaRichmondCounty,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,AugustaRichmondCounty,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,CharlestonNorthCharleston,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,CharlestonNorthCharleston,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,CharlestonNorthCharleston,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,CharlestonNorthCharleston,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,Charlotte,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,Charlotte,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,Charlotte,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,Charlotte,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,Columbia,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,Columbia,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,Columbia,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,Columbia,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,Florence,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,Florence,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,Florence,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,Florence,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,Greenville,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,Greenville,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,Greenville,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,Greenville,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,MyrtleBeachSocastee,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,MyrtleBeachSocastee,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,MyrtleBeachSocastee,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,MyrtleBeachSocastee,0,0,0,0,0,0,0,0,0,0,0,0,0
ArtSmooth,Sumter,0,0,0,0,0,0,0,0,0,0,0,0,0
FwySmooth,Sumter,0,0,0,0,0,0,0,0,0,0,0,0,0
LtVehEco,Sumter,0,0,0,0,0,0,0,0,0,0,0,0,0
TruckEco,Sumter,0,0,0,0,0,0,0,0,0,0,0,0,0
